#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 10 21 23 31 999 99.0 99.0  0.59  8.33  5.49 139 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 00 01 999 99.0 99.0  0.65  8.33  5.73 139 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 00 31 999 99.0 99.0  0.57  8.33  5.40 141 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 01 01 999 99.0 99.0  0.55  5.88  5.32 173 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 01 31 999 99.0 99.0  0.57  7.69  5.40 139 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 02 01 999 99.0 99.0  0.57  5.26  5.44 219 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 02 31 999 99.0 99.0  0.50  5.88  5.27 194 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 03 01 999 99.0 99.0  0.49  5.56  5.34 226 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 03 31 999 99.0 99.0  0.52  8.33  5.42 141 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 04 01 999 99.0 99.0  0.50  7.69  5.48 145 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 04 31 999 99.0 99.0  0.47  5.26  5.33 233 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 05 01 999 99.0 99.0  0.49  9.09  5.63 136 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 05 31 999 99.0 99.0  0.45  7.69  5.39 146 9999.0 999.0  14.1 999.0 99.0 99.00
2009 10 22 06 01 999 99.0 99.0  0.45  9.09  5.37 136 9999.0 999.0  14.0 999.0 99.0 99.00
2009 10 22 06 31 999 99.0 99.0  0.43  5.26  5.33 231 9999.0 999.0  14.0 999.0 99.0 99.00
2009 10 22 07 01 999 99.0 99.0  0.41 13.33  5.17 157 9999.0 999.0  14.0 999.0 99.0 99.00
2009 10 22 07 31 999 99.0 99.0  0.42  8.33  4.76 136 9999.0 999.0  14.0 999.0 99.0 99.00
2009 10 22 08 01 999 99.0 99.0  0.41  8.33  4.79 138 9999.0 999.0  13.9 999.0 99.0 99.00
2009 10 22 08 31 999 99.0 99.0  0.40  8.33  4.54 143 9999.0 999.0  13.9 999.0 99.0 99.00
2009 10 22 09 01 999 99.0 99.0  0.42  8.33  4.94 139 9999.0 999.0  13.9 999.0 99.0 99.00
2009 10 22 09 31 999 99.0 99.0  0.41  8.33  4.44 136 9999.0 999.0  13.9 999.0 99.0 99.00
2009 10 22 10 01 999 99.0 99.0  0.45  8.33  4.09 142 9999.0 999.0  13.9 999.0 99.0 99.00
2009 10 22 10 31 999 99.0 99.0  0.44  7.69  4.06 136 9999.0 999.0  13.9 999.0 99.0 99.00
2009 10 22 11 01 999 99.0 99.0  0.46  7.14  4.06 139 9999.0 999.0  13.8 999.0 99.0 99.00
2009 10 22 11 31 999 99.0 99.0  0.48  8.33  3.95 141 9999.0 999.0  13.8 999.0 99.0 99.00
2009 10 22 12 01 999 99.0 99.0  0.49  7.14  3.76 134 9999.0 999.0  13.7 999.0 99.0 99.00
2009 10 22 12 31 999 99.0 99.0  0.52  7.69  3.95 136 9999.0 999.0  13.7 999.0 99.0 99.00
2009 10 22 13 01 999 99.0 99.0  0.51 11.11  3.78 164 9999.0 999.0  13.7 999.0 99.0 99.00
2009 10 22 13 31 999 99.0 99.0  0.51 10.53  3.68 124 9999.0 999.0  13.7 999.0 99.0 99.00
2009 10 22 14 01 999 99.0 99.0  0.54 11.11  3.78 150 9999.0 999.0  13.7 999.0 99.0 99.00
2009 10 22 14 31 999 99.0 99.0  0.51  9.09  3.32 162 9999.0 999.0  13.8 999.0 99.0 99.00
2009 10 22 15 01 999 99.0 99.0  0.58  2.78  3.36 238 9999.0 999.0  13.8 999.0 99.0 99.00
2009 10 22 15 31 999 99.0 99.0  0.55  2.86  3.49 238 9999.0 999.0  13.8 999.0 99.0 99.00
2009 10 22 16 01 999 99.0 99.0  0.57  2.86  3.32 240 9999.0 999.0  13.8 999.0 99.0 99.00
2009 10 22 16 31 999 99.0 99.0  0.59  2.86  3.21 240 9999.0 999.0  13.8 999.0 99.0 99.00
