#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 01 00 00 290  6.7  9.3  0.70  5.00 99.00 999 9999.0  -0.9   6.3 -10.5 99.0 99.00
2015 01 01 00 45 280  6.2  9.3  0.70  5.00 99.00 999 9999.0  -1.0   6.3 -10.6 99.0 99.00
2015 01 01 00 53 270  5.7  8.8  0.70  4.00 99.00 999 9999.0  -1.0   6.3 -10.8 99.0 99.00
2015 01 01 01 00 270  6.2  9.3  0.70  4.00 99.00 999 9999.0  -1.0   6.3 -10.6 99.0 99.00
2015 01 01 01 45 270  6.2  8.2  0.70  4.00 99.00 999 9999.0  -0.9   6.3 -10.0 99.0 99.00
2015 01 01 01 53 270  7.7  9.8  0.60  4.00 99.00 999 9999.0  -0.7   6.3  -9.5 99.0 99.00
2015 01 01 02 00 270  6.7 10.8  0.60  4.00 99.00 999 9999.0  -0.8   6.3 -10.0 99.0 99.00
2015 01 01 02 45 270  7.2 10.3  0.60  4.00 99.00 999 9999.0  -0.4   6.3  -9.0 99.0 99.00
2015 01 01 02 53 260  9.3 13.9  0.60  3.00 99.00 999 9999.0  -0.1   6.3  -9.5 99.0 99.00
2015 01 01 03 15 260  9.3 13.9  0.60  3.00 99.00 999 9999.0  -0.1   6.3  -9.5 99.0 99.00
2015 01 01 03 30 250  9.8 11.8  0.60  3.00 99.00 999 9999.0  -0.1   6.3  -9.4 99.0 99.00
2015 01 01 03 45 260  9.8 13.4  0.80  3.00 99.00 999 9999.0   0.0   6.2  -9.6 99.0 99.00
2015 01 01 03 53 230 10.8 13.4  0.90  3.00 99.00 999 9999.0  -0.1   6.2  -8.7 99.0 99.00
2015 01 01 04 00 240  9.3 12.4  0.90  3.00 99.00 999 9999.0  -0.1   6.3  -9.0 99.0 99.00
2015 01 01 04 30 230 10.3 13.4  0.90  3.00 99.00 999 9999.0  -0.1   6.2  -9.0 99.0 99.00
2015 01 01 04 45 230  9.8 13.9  1.00  4.00 99.00 999 9999.0  -0.1   6.2  -8.8 99.0 99.00
2015 01 01 04 53 240 11.3 14.4  1.00  4.00 99.00 999 9999.0   0.2   6.2  -8.6 99.0 99.00
