#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 12 31 23 50 322  6.9  8.3  0.38  2.86  2.99 325 1008.8   5.7   6.4 999.0 99.0 99.00
2012 01 01 00 50 312  7.2  8.7  0.41  3.03  3.09 324 1010.1   6.0   6.2 999.0 99.0 99.00
2012 01 01 01 50 326  7.3 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 01 01 02 50 301  7.1  8.6 99.00 99.00 99.00 999 1010.6 999.0   6.1 999.0 99.0 99.00
2012 01 01 03 50 290  7.2  8.3 99.00 99.00 99.00 999 1011.5   4.8   6.1 999.0 99.0 99.00
2012 01 01 04 50 291  7.2  8.5 99.00 99.00 99.00 999 1012.1   5.1   6.2 999.0 99.0 99.00
2012 01 01 05 50 290  7.9  9.3 99.00 99.00 99.00 999 1012.2   5.8   6.4 999.0 99.0 99.00
2012 01 01 06 50 293  7.0  8.2 99.00 99.00 99.00 999 1013.4   5.8   6.5 999.0 99.0 99.00
2012 01 01 07 50 279  6.8  8.0  0.39  2.86  2.92 274 1014.2   6.0   6.6 999.0 99.0 99.00
2012 01 01 08 50 287  7.7  8.9  0.41  2.47  2.92 283 1014.6   6.2   6.6 999.0 99.0 99.00
2012 01 01 10 50 294  7.2  8.5  0.48  3.13  3.30 285 1015.9   6.1   6.6 999.0 99.0 99.00
2012 01 01 11 50 284  5.6  6.8 99.00 99.00 99.00 999 1017.0 999.0   6.5 999.0 99.0 99.00
2012 01 01 12 50 282  4.8  5.7  0.41  3.57  3.36 268 1017.5   6.3   6.2 999.0 99.0 99.00
2012 01 01 13 50 281  3.6  4.6  0.36  3.57  3.35 269 1017.9   6.6   6.0 999.0 99.0 99.00
2012 01 01 14 50 261  4.6  5.4  0.29  3.13  3.21 267 1018.6   6.7   6.1 999.0 99.0 99.00
2012 01 01 15 50 263  4.1  4.6  0.29  4.55  3.14 346 1018.0   7.0   6.2 999.0 99.0 99.00
2012 01 01 16 50 232  3.3  4.0  0.25  8.33  3.29  53 1017.2   7.5   6.5 999.0 99.0 99.00
2012 01 01 17 50 230  1.8  2.2  0.23 99.00  3.29 999 1016.3   7.9   6.6 999.0 99.0 99.00
2012 01 01 18 50 208  2.1  2.4  0.19 99.00  3.27 999 1015.5   8.0   6.8 999.0 99.0 99.00
2012 01 01 19 50 199  3.9  4.3  0.20 99.00  3.44 999 1015.0   8.0   6.8 999.0 99.0 99.00
2012 01 01 20 50 188  3.7  4.4  0.23 99.00  4.02 999 1015.1   7.6   6.9 999.0 99.0 99.00
2012 01 01 21 50 174  4.2  4.7  0.28  7.69  4.53  94 1014.4   7.3   6.9 999.0 99.0 99.00
2012 01 01 22 50 155  5.2  5.9  0.27  7.14  4.05  71 1013.1   7.2   6.8 999.0 99.0 99.00
2012 01 01 23 50 158  5.6  6.4  0.24 99.00  3.59 999 1012.4   7.2   6.8 999.0 99.0 99.00
2012 01 02 00 50 167  7.2  8.4  0.32  2.35  2.71 175 1010.9   8.0   6.5 999.0 99.0 99.00
2012 01 02 01 50 181  6.1  7.1  0.39  2.86  2.78 178 1010.4   8.0   6.3 999.0 99.0 99.00
2012 01 02 02 50 178  4.9  5.4  0.36  2.60  3.05 160 1009.5   8.1   6.2 999.0 99.0 99.00
2012 01 02 03 50 166  6.9  7.9  0.30  7.14  3.13  88 1007.8   8.2   6.2 999.0 99.0 99.00
2012 01 02 04 50 188  7.4 10.1  0.42  2.60  2.95 156 1005.6   9.5   6.3 999.0 99.0 99.00
2012 01 02 05 50 203  8.6 10.7  0.64  3.23  3.09 172 1004.6   9.7   6.6 999.0 99.0 99.00
2012 01 02 08 50 228  6.8  8.3  0.39  4.00  3.10 137 1001.3   9.3   6.7 999.0 99.0 99.00
2012 01 02 09 50 232  5.1  5.9  0.45  3.33  3.33 233 1001.4   8.5   6.8 999.0 99.0 99.00
2012 01 02 10 50 245  9.0 10.9  0.50  3.57  3.30 243 1001.6   8.8   6.8 999.0 99.0 99.00
