#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2010 12 31 23 50 233  5.7  6.7  0.36  2.74  2.66 246 1020.2   4.1   4.2   3.1 99.0 99.00
2011 01 01 00 50 233  6.2  7.1  0.35  2.74  2.91 259 1020.0   4.3   4.0   3.2 99.0 99.00
2011 01 01 01 50 237  5.7  6.9  0.37  3.33  3.04 241 1020.0   4.5   4.1   3.2 99.0 99.00
2011 01 01 02 50 235  5.7  6.8  0.35  3.33  3.12 248 1019.8   4.6   4.3   3.6 99.0 99.00
2011 01 01 03 50 236  5.3  6.3  0.29  3.33  3.11 259 1019.6   4.4   3.6   3.6 99.0 99.00
2011 01 01 04 50 234  6.1  7.2  0.31  2.86  2.85 245 1018.7   4.5   3.2   3.7 99.0 99.00
2011 01 01 05 50 228  7.6  8.7  0.44  3.13  2.95 248 1018.1   4.8   3.2   3.8 99.0 99.00
2011 01 01 06 50 238  6.9  8.0  0.48  3.13  2.90 252 1018.6   4.5   3.2   3.4 99.0 99.00
2011 01 01 07 50 243  6.1  6.9  0.49  3.13  2.86 252 1018.9   4.3   3.1   3.5 99.0 99.00
2011 01 01 08 50 238  6.7  7.7  0.41  2.86  2.74 242 1018.7   4.4   3.2   3.6 99.0 99.00
2011 01 01 09 50 231  5.3  5.9  0.29  2.35  2.59 240 1018.7   4.3   3.7   3.6 99.0 99.00
2011 01 01 10 50 227  4.8  5.4  0.25 99.00  2.78 999 1018.9   4.0   4.0   3.5 99.0 99.00
2011 01 01 11 50 230  6.1  6.9  0.21 99.00  3.07 999 1018.7   4.3   3.7   3.3 99.0 99.00
2011 01 01 12 50 232  4.3  5.3  0.33  2.60  2.86 235 1018.5   4.4   3.4   3.3 99.0 99.00
2011 01 01 13 50 231  6.3  7.2  0.34  2.94  3.05 230 1018.7   4.6   3.6   3.5 99.0 99.00
2011 01 01 14 50 238  6.4  7.2  0.28  2.86  3.06 250 1019.6   4.7   4.1   3.4 99.0 99.00
2011 01 01 15 50 232  6.4  7.3  0.26  3.03  2.97 238 1019.4   4.9   3.7   3.4 99.0 99.00
2011 01 01 16 50 245  3.4  4.4  0.32  3.33  2.98 246 1018.8   4.9   3.5   3.4 99.0 99.00
2011 01 01 17 50 230  5.2  6.0  0.30  3.13  2.83 274 1018.5   5.0   3.6   3.5 99.0 99.00
2011 01 01 18 50 238  6.2  7.4  0.30  2.47  2.63 236 1018.4   5.2   3.7   3.3 99.0 99.00
2011 01 01 19 50 223  5.0  6.3  0.43  2.86  2.75 240 1018.3   5.4   3.6   3.6 99.0 99.00
2011 01 01 20 50 231  6.4  7.5  0.37  2.47  2.62 251 1018.6   5.1   3.4   3.9 99.0 99.00
2011 01 01 21 50 231  5.3  5.6  0.28  2.47  2.77 259 1018.8   4.8   3.4   4.4 99.0 99.00
2011 01 01 22 50 222  3.9  4.3  0.21 99.00  2.80 999 1018.6   4.8   3.6   4.7 99.0 99.00
2011 01 01 23 50 216  3.5  4.0  0.19 99.00  3.02 999 1018.4   4.7   4.1   4.6 99.0 99.00
2011 01 02 00 50 183  5.1  5.7  0.18 99.00  3.11 999 1017.7   5.1   4.0   5.0 99.0 99.00
2011 01 02 01 50 178  4.1  4.7  0.24 99.00  3.01 999 1017.3   5.1   3.9   5.0 99.0 99.00
2011 01 02 02 50 178  4.5  5.2  0.26  5.00  3.03 314 1017.2   5.3   4.0   5.2 99.0 99.00
2011 01 02 03 50 197  4.7  5.5  0.26  2.47  2.83 184 1017.4   5.8   4.3   5.7 99.0 99.00
2011 01 02 04 50 190  4.0  4.5  0.23 99.00  2.73 999 1016.8   5.6   3.6   5.5 99.0 99.00
2011 01 02 05 50 194  5.1  5.7  0.19 99.00  2.63 999 1015.9   5.6   3.7   5.5 99.0 99.00
2011 01 02 06 50 204  5.6  6.2  0.15 99.00  2.88 999 1015.5   5.6   3.9   5.5 99.0 99.00
2011 01 02 07 50 209  6.1  6.8  0.28  2.35  2.44 202 1015.1   6.0   3.8   5.9 99.0 99.00
2011 01 02 08 50 206  5.4  7.2  0.41  2.74  2.63 208 1014.4   6.3   3.6   6.2 99.0 99.00
2011 01 02 09 50 232  4.5  5.3  0.33  2.74  2.70 243 1013.9   6.0   3.5   5.9 99.0 99.00
2011 01 02 10 50 252  4.5  5.0  0.22 99.00  2.77 999 1013.9   5.3   3.5   5.2 99.0 99.00
2011 01 02 11 50 246  5.4  6.1  0.22 99.00  2.89 999 1013.9   5.9   3.9   5.8 99.0 99.00
2011 01 02 12 50 236  5.5  5.9  0.28  5.26  3.12 233 1013.5   5.0   3.7   4.9 99.0 99.00
2011 01 02 13 50 228  5.5  6.3  0.33  5.00  3.14 252 1013.7   4.8   3.6   4.7 99.0 99.00
2011 01 02 14 50 234  4.6  5.4  0.31  3.03  3.20 238 1013.8   4.9   3.9   4.8 99.0 99.00
2011 01 02 15 50 226  6.2  7.1  0.25 99.00  3.04 999 1013.2   5.0   4.1   4.9 99.0 99.00
2011 01 02 16 50 237  5.5  6.9  0.26  2.74  2.80 226 1012.2   5.2   3.7   5.1 99.0 99.00
2011 01 02 17 50 245  4.1  4.8  0.26  2.86  2.86 262 1011.6   4.7   3.8   4.6 99.0 99.00
2011 01 02 18 50 252  2.4  2.7  0.21 99.00  2.71 999 1011.2   4.8   4.0   4.7 99.0 99.00
2011 01 02 19 50 250  1.6  2.0  0.19 99.00  3.26 999 1010.7   4.4   4.3   4.3 99.0 99.00
2011 01 02 20 50 257  3.2  3.5  0.16 99.00  3.55 999 1010.8   4.2   4.2   4.1 99.0 99.00
2011 01 02 21 50 290  2.7  3.3  0.20 99.00  3.50 999 1010.3   4.9   3.9   4.8 99.0 99.00
2011 01 02 22 50 284  2.1  2.3  0.21 99.00  3.07 999 1010.0   5.0   3.6   4.9 99.0 99.00
2011 01 02 23 50 164  2.4  3.0  0.22 99.00  3.30 999 1008.7   4.1   3.6   4.0 99.0 99.00
2011 01 03 00 50 267  3.0  4.7  0.19 99.00  3.35 999 1007.9   4.2   3.8   4.1 99.0 99.00
2011 01 03 01 50 318  5.3  6.5  0.22 99.00  3.53 999 1007.7   5.2   4.0   5.1 99.0 99.00
2011 01 03 02 50 296  7.0  8.4  0.30  2.15  2.81 304 1008.3   5.2   3.9   5.1 99.0 99.00
2011 01 03 03 50 315  5.5  6.7  0.32  2.86  2.97 304 1007.2   4.7   4.1   4.6 99.0 99.00
2011 01 03 04 50 310  9.5 11.5  0.36  3.13  2.97 299 1006.9   3.6   3.8   3.5 99.0 99.00
2011 01 03 05 50 307 10.3 13.4  0.57  3.85  3.40 291 1007.0   3.1   3.7   1.9 99.0 99.00
2011 01 03 06 50 313 11.8 15.0  0.99  4.17  3.81 284 1007.2   2.8   3.7   0.0 99.0 99.00
2011 01 03 07 50 309 12.6 14.9  1.24  4.35  4.01 291 1008.3   1.9   3.9  -1.3 99.0 99.00
2011 01 03 08 50 305 11.6 14.0  1.16  4.35  3.77 276 1008.8   1.4   3.9  -2.5 99.0 99.00
2011 01 03 09 50 309 12.0 14.6  1.03  4.00  3.47 288 1010.2   1.1   3.8  -3.5 99.0 99.00
2011 01 03 10 50 316 12.0 13.7  1.06  3.70  3.33 295 1011.4   0.6   3.6  -4.9 99.0 99.00
2011 01 03 11 50 311 11.5 13.9  1.01  3.85  3.33 298 1013.1   0.3   3.5  -5.2 99.0 99.00
2011 01 03 12 50 313 11.3 13.5  0.92  3.45  3.20 296 1013.7   0.0   3.5  -5.9 99.0 99.00
2011 01 03 13 50 316 11.1 14.5  1.13  3.70  3.42 299 1014.7  -0.2   3.5  -9.4 99.0 99.00
2011 01 03 14 50 316 10.6 14.1  1.09  4.00  3.59 297 1015.3  -0.1   3.6  -9.7 99.0 99.00
2011 01 03 15 50 312 10.4 12.6  0.98  4.00  3.71 294 1015.3   0.1   3.7  -7.0 99.0 99.00
2011 01 03 16 50 302  8.9 11.4  0.91  4.35  3.91 295 1014.8   0.2   3.5  -7.5 99.0 99.00
2011 01 03 17 50 300  8.0  9.3  0.81  4.55  3.89 275 1014.4   0.6   3.9  -7.9 99.0 99.00
2011 01 03 18 50 299  7.4  9.8  0.82  4.17  3.83 283 1014.6   0.9   4.2  -7.3 99.0 99.00
2011 01 03 19 50 287  8.9 10.3  0.75  4.00  3.67 275 1015.0   1.2   4.4  -7.9 99.0 99.00
2011 01 03 20 50 283  8.4  9.9  0.86  4.17  3.55 265 1015.4   1.5   4.4  -7.5 99.0 99.00
2011 01 03 21 50 293  8.5 10.0  0.72  3.57  3.25 287 1016.1   1.4   4.3  -7.8 99.0 99.00
2011 01 03 22 50 292  9.1 10.8  0.74  3.45  3.01 266 1016.9   1.4   4.1  -7.4 99.0 99.00
2011 01 03 23 50 304 10.5 13.2  0.77  3.57  3.02 267 1016.9   0.9   3.9  -7.0 99.0 99.00
2011 01 04 00 50 302  9.8 11.6  0.69  3.33  2.97 292 1017.4   0.3   3.6  -7.3 99.0 99.00
2011 01 04 01 50 304  9.6 10.8  0.70  3.13  2.94 283 1018.0   0.0   3.5  -6.9 99.0 99.00
2011 01 04 02 50 292  9.8 12.0  0.71  3.45  3.04 281 1018.0  -0.1   3.6 -10.6 99.0 99.00
2011 01 04 03 50 289 10.3 12.5  0.67  3.45  3.15 277 1018.1  -0.1   3.5 -10.3 99.0 99.00
2011 01 04 04 50 297  9.7 11.9  0.77  3.70  3.49 278 1017.7  -0.4   3.4  -9.6 99.0 99.00
2011 01 04 05 50 298  9.5 11.2  0.75  4.00  3.69 277 1017.4  -0.5   3.2 -10.2 99.0 99.00
2011 01 04 06 50 289  9.2 11.5  0.77  4.17  3.80 272 1017.5  -0.3   3.6 -10.0 99.0 99.00
2011 01 04 07 50 283  9.6 11.7  0.79  4.17  3.69 266 1017.6  -0.2   3.8  -9.3 99.0 99.00
2011 01 04 08 50 285 10.6 12.4  0.89  4.17  3.66 266 1017.1  -0.2   3.9  -9.1 99.0 99.00
2011 01 04 09 50 283  9.6 11.1  0.88  3.85  3.42 276 1017.1  -0.2   3.9  -8.9 99.0 99.00
2011 01 04 10 50 278  9.0 10.5  0.76  4.00  3.25 274 1017.4   0.0   3.6  -6.1 99.0 99.00
2011 01 04 11 50 272  8.2  9.4  0.67  3.70  3.00 269 1017.2   0.0   3.2  -6.0 99.0 99.00
2011 01 04 12 50 266  6.1  7.3  0.48  3.33  2.89 267 1016.7   0.6   3.2  -6.4 99.0 99.00
2011 01 04 13 50 269  5.2  6.2  0.30  2.60  2.73 277 1016.5   0.7   3.2  -5.2 99.0 99.00
2011 01 04 14 50 234  4.2  4.8  0.26  4.35  3.05 149 1016.1   1.1   3.2  -4.5 99.0 99.00
2011 01 04 15 50 223  3.4  4.4  0.26  4.76  3.63 107 1015.0   1.8   3.2  -2.9 99.0 99.00
2011 01 04 16 50 244  8.2  9.8  0.33  2.86  2.95 234 1013.1   2.8   3.4  -4.2 99.0 99.00
2011 01 04 17 50 245  9.1 11.1  0.50  3.45  3.35 242 1012.3   3.0   3.4  -3.2 99.0 99.00
2011 01 04 18 50 242  9.0 11.0  0.63  4.00  3.67 262 1011.4   3.2   3.8  -2.3 99.0 99.00
2011 01 04 19 50 242  9.1 10.9  0.69  4.17  3.61 268 1010.5   3.4   3.9  -2.2 99.0 99.00
2011 01 04 20 50 244  7.5  9.3  0.74  4.00  3.54 261 1010.1   3.4   4.1  -0.9 99.0 99.00
2011 01 04 21 50 236  8.0  9.8  0.67  3.85  3.33 270 1009.5   3.7   4.1  -0.1 99.0 99.00
2011 01 04 22 50 236  8.4  9.8  0.70  3.33  3.15 248 1008.6   3.8   4.0  -0.2 99.0 99.00
2011 01 04 23 50 253  7.6  9.1  0.65  3.23  3.04 249 1008.5   3.8   3.8  -0.3 99.0 99.00
2011 01 05 00 50 257  6.5  7.8  0.51  3.33  2.98 257 1008.1   3.5   3.4   0.0 99.0 99.00
2011 01 05 01 50 263  5.9  6.7  0.41  3.33  2.86 262 1007.9   3.3   3.4  -0.1 99.0 99.00
2011 01 05 02 50 279  6.3  7.4  0.44  2.60  2.75 267 1007.4   2.8   3.2   0.5 99.0 99.00
2011 01 05 03 50 278  7.0  8.1  0.46  2.86  2.88 278 1007.0   2.7   3.1  -0.4 99.0 99.00
2011 01 05 04 50 277  6.8  7.5  0.46  2.94  3.08 278 1006.6   2.5   3.1  -0.8 99.0 99.00
2011 01 05 05 50 276  7.0  8.6  0.40  3.03  3.16 277 1006.4   2.3   3.1  -1.7 99.0 99.00
2011 01 05 06 50 272  6.3  7.3  0.36  3.70  3.27 270 1006.5   2.2   3.2  -1.9 99.0 99.00
2011 01 05 07 50 272  6.1  7.0  0.37  3.45  3.23 272 1006.5   2.0   3.3  -2.6 99.0 99.00
2011 01 05 08 50 281  6.9  8.0  0.38  3.57  3.14 271 1006.0   1.9   3.3  -3.1 99.0 99.00
2011 01 05 09 50 284  7.8  9.4  0.51  3.45  3.06 271 1006.0   1.8   3.3  -2.9 99.0 99.00
2011 01 05 10 50 292  8.9 10.5  0.65  3.45  3.12 275 1006.4   1.4   3.4  -3.6 99.0 99.00
2011 01 05 11 50 296 10.2 11.8  0.64  3.57  3.06 273 1006.8   1.0   3.5  -3.9 99.0 99.00
2011 01 05 12 50 293  9.4 11.1  0.68  3.45  3.03 270 1007.3   0.8   3.4  -3.6 99.0 99.00
2011 01 05 13 50 285  9.0 10.9  0.64  3.23  2.97 277 1008.0   0.8   3.2  -3.7 99.0 99.00
2011 01 05 14 50 295  8.2  9.5  0.58  3.13  2.98 282 1008.2   0.8   3.2  -4.1 99.0 99.00
2011 01 05 15 50 292  6.3  7.5  0.50  2.86  2.88 279 1008.1   1.2   3.2  -4.0 99.0 99.00
2011 01 05 16 50 270  6.7  8.3  0.45  3.13  3.19 284 1007.3   1.3   3.1  -3.6 99.0 99.00
2011 01 05 17 50 266  6.3  7.4  0.42  3.45  3.35 270 1006.5   1.9   3.2  -4.2 99.0 99.00
2011 01 05 18 50 260  5.7  6.6  0.36  3.57  3.38 267 1006.3   2.4   3.5  -4.3 99.0 99.00
2011 01 05 19 50 257  7.2  8.7  0.34  3.45  3.28 268 1006.3   2.8   3.4  -3.4 99.0 99.00
2011 01 05 20 50 258  6.0  7.0  0.38  3.70  3.20 270 1006.4   2.9   3.3  -3.1 99.0 99.00
2011 01 05 21 50 274  6.6  7.9  0.43  3.57  3.08 274 1006.6   2.7   3.4  -3.1 99.0 99.00
2011 01 05 22 50 271  6.6  7.8  0.56  3.45  3.01 278 1007.1   2.5   3.3  -3.7 99.0 99.00
