#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 01 00 00  70  4.1 99.0  0.20 99.00 99.00 999 1019.1   1.5 999.0  -0.1 99.0 99.00
2010 01 01 00 15  80  3.6 99.0  0.20 99.00 99.00 999 1019.1   1.5 999.0  -0.1 99.0 99.00
2010 01 01 00 23  70  4.1 99.0  0.20 99.00 99.00 999 1018.8   1.5 999.0  -0.2 99.0 99.00
2010 01 01 00 45  70  4.1 99.0  0.20 99.00 99.00 999 1018.5   1.5 999.0  -0.2 99.0 99.00
2010 01 01 01 00  60  4.1 99.0  0.20 99.00 99.00 999 1018.5   1.5 999.0  -0.2 99.0 99.00
2010 01 01 01 15  50  3.6 99.0  0.20 99.00 99.00 999 1018.5   1.5 999.0  -0.1 99.0 99.00
2010 01 01 01 23  50  3.6 99.0  0.20 99.00 99.00 999 1018.3   1.5 999.0  -0.1 99.0 99.00
2010 01 01 01 45  50  3.6 99.0  0.20 99.00 99.00 999 1018.2   1.5 999.0  -0.1 99.0 99.00
2010 01 01 02 00  40  3.6 99.0  0.20 99.00 99.00 999 1018.2   1.4 999.0  -0.1 99.0 99.00
2010 01 01 02 15  50  3.6 99.0  0.20 99.00 99.00 999 1018.0   1.4 999.0  -0.2 99.0 99.00
2010 01 01 02 23  50  3.6 99.0  0.10 99.00 99.00 999 1017.8   1.4 999.0  -0.2 99.0 99.00
2010 01 01 02 45  60  4.1 99.0  0.10 99.00 99.00 999 1017.5   1.3 999.0  -0.2 99.0 99.00
2010 01 01 03 00  60  3.6 99.0  0.10 99.00 99.00 999 1017.5   1.3 999.0  -0.2 99.0 99.00
2010 01 01 03 15  50  3.1 99.0  0.10 99.00 99.00 999 1017.5   1.2 999.0  -0.3 99.0 99.00
2010 01 01 03 23  50  2.6 99.0  0.20 99.00 99.00 999 1017.4   1.1 999.0  -0.3 99.0 99.00
2010 01 01 03 45  50  2.6 99.0  0.20 99.00 99.00 999 1017.2   1.0 999.0  -0.4 99.0 99.00
2010 01 01 04 00  40  2.6 99.0  0.20 99.00 99.00 999 1017.2   1.1 999.0  -0.3 99.0 99.00
2010 01 01 04 15  20  2.1 99.0  0.20 99.00 99.00 999 1017.1   1.0 999.0  -0.2 99.0 99.00
