YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 01 00 00 210  6.2  6.7  0.50  3.00 99.00 999 1024.2   7.6   5.2   4.2 99.0 99.00
2005 01 01 02 00 240  7.7  7.7  0.60  4.00 99.00 999 1023.8   7.9   5.2   4.1 99.0 99.00
2005 01 01 03 00 240  6.7  7.2  0.60  4.00 99.00 999 1023.6   7.4   5.2   4.3 99.0 99.00
2005 01 01 04 00 250  6.7  7.2  0.60  4.00 99.00 999 1023.4   7.3   5.3   4.5 99.0 99.00
2005 01 01 05 00 250  4.6  5.7  0.50  4.00 99.00 999 1022.9   7.0   5.3   4.4 99.0 99.00
2005 01 01 06 00 250  6.2  6.7  0.50  4.00 99.00 999 1021.5   7.2   5.3   4.7 99.0 99.00
2005 01 01 07 00 240  5.7  6.2  0.50  4.00 99.00 999 1021.2   7.2   5.4   4.7 99.0 99.00
2005 01 01 08 00 260  5.1  5.7  0.50  3.00 99.00 999 1021.4   6.8   5.4   4.6 99.0 99.00
2005 01 01 09 00 220  4.6  5.7  0.40  3.00 99.00 999 1021.0   6.8   5.4   4.8 99.0 99.00
2005 01 01 10 00 240  5.7  6.2  0.30  3.00 99.00 999 1020.4   6.8   5.3   4.8 99.0 99.00
2005 01 01 11 00 240  5.7  6.2  0.30  3.00 99.00 999 1020.4   6.8   5.3   4.8 99.0 99.00
2005 01 01 12 00 260  3.1  3.6  0.30  3.00 99.00 999 1021.6   6.2   5.2   4.3 99.0 99.00
2005 01 01 13 00 260  3.1  3.6  0.40  3.00 99.00 999 1021.6   6.2   5.2   4.3 99.0 99.00
2005 01 01 14 00 270  2.1  2.6  0.40  3.00 99.00 999 1023.4   6.2   4.7   4.2 99.0 99.00
2005 01 01 15 00 320  5.7  6.2  0.30  3.00 99.00 999 1024.4   6.1   5.0   4.4 99.0 99.00
2005 01 01 16 00 290  6.7  7.2  0.30  3.00 99.00 999 1024.2   7.4   5.3   4.8 99.0 99.00
2005 01 01 17 00 290  7.2  7.2  0.40  3.00 99.00 999 1024.1   7.7   5.4   4.7 99.0 99.00
2005 01 01 18 00 320  7.7 99.0  0.40  3.00 99.00 999 1024.5   8.7   5.5   3.0 99.0 99.00
2005 01 01 19 00   0  0.0  0.0  0.40  3.00 99.00 999 9999.0 999.0 999.0   0.0 99.0 99.00
2005 01 01 20 00  20  7.2  8.8  0.40  3.00 99.00 999 1026.0   8.6   5.6   1.0 99.0 99.00
2005 01 01 21 00  30  6.2  7.7  0.50  3.00 99.00 999 1027.8   7.5   5.6   0.9 99.0 99.00
2005 01 01 22 00  20  4.6  6.7  0.50  3.00 99.00 999 1029.6   6.8   5.5   0.5 99.0 99.00
2005 01 01 23 00  10  7.7  8.2  0.40  2.00 99.00 999 1031.2   5.9   5.3  -0.3 99.0 99.00
2005 01 02 00 00  10  5.7  7.2  0.40  3.00 99.00 999 1032.9   5.2   5.2  -0.2 99.0 99.00
2005 01 02 01 00 360  5.7  7.2  0.40  3.00 99.00 999 1033.5   4.8   5.2  -1.2 99.0 99.00
2005 01 02 02 00 350  7.7  9.3  0.40  3.00 99.00 999 1034.1   4.8   5.2  -2.3 99.0 99.00
2005 01 02 03 00  10  9.3 99.0  0.30  2.00 99.00 999 1034.9   4.5   5.2  -1.4 99.0 99.00
2005 01 02 04 00 340  6.7  8.8  0.30  2.00 99.00 999 1035.1   4.1   5.2  -1.3 99.0 99.00
2005 01 02 05 00 360  5.7  7.2  0.30  3.00 99.00 999 1035.1   3.5   5.2  -1.7 99.0 99.00
2005 01 02 06 00  20  6.2  7.2  0.20 99.00 99.00 999 1035.1   3.4   5.4  -1.9 99.0 99.00
2005 01 02 07 00  30  4.6  4.6  0.20 99.00 99.00 999 1035.8   3.2   5.4  -1.8 99.0 99.00
2005 01 02 08 00  40  5.1  6.2  0.20 99.00 99.00 999 1036.1   3.2   5.4  -1.4 99.0 99.00
2005 01 02 09 00 280  7.7  8.2  0.20 99.00 99.00 999 1036.4   3.0   5.4  -2.8 99.0 99.00
2005 01 02 10 00  70  7.7  8.2  0.40  3.00 99.00 999 1037.2   2.5   5.4  -7.2 99.0 99.00
2005 01 02 11 00  80  5.7  8.8  0.50  4.00 99.00 999 1038.2   1.8   5.3  -4.1 99.0 99.00
2005 01 02 12 00 120  7.7  8.8  0.60  4.00 99.00 999 1038.9   1.4   5.2  -5.9 99.0 99.00
2005 01 02 13 00 100  6.2  8.2  0.60  4.00 99.00 999 1039.0   1.2   5.2  -5.6 99.0 99.00
2005 01 02 14 00 100  7.2  7.2  0.70  4.00 99.00 999 1039.9   1.2   5.2  -5.4 99.0 99.00
2005 01 02 15 00  90  4.1  6.7  0.60  4.00 99.00 999 1040.5   1.5   5.2  -4.4 99.0 99.00
2005 01 02 16 00 120  5.1  6.2  0.50  4.00 99.00 999 1039.5   2.2   5.2  -3.1 99.0 99.00
2005 01 02 17 00 120  5.7  6.2  0.50  3.00 99.00 999 1038.6   2.4   5.3  -2.9 99.0 99.00
2005 01 02 18 00 110  7.2  7.7  0.50  3.00 99.00 999 1037.1   3.0   5.4  -1.2 99.0 99.00
2005 01 02 19 00 130  5.7  6.7  0.50  3.00 99.00 999 1036.6   4.1   5.4  -0.8 99.0 99.00
2005 01 02 20 00 180  5.7  6.2  0.40  3.00 99.00 999 1036.1   4.7   5.4  -0.5 99.0 99.00
2005 01 02 21 00 180  4.1  6.2  0.40  3.00 99.00 999 1035.8   4.9   5.4   0.5 99.0 99.00
2005 01 02 22 00 170  4.1  5.1  0.30  3.00 99.00 999 1035.1   4.8   5.4   0.5 99.0 99.00
2005 01 02 23 00 170  4.1  4.6  0.20 99.00 99.00 999 1034.0   5.0   5.3   1.9 99.0 99.00
2005 01 03 00 00 190  3.6  4.6  0.20 99.00 99.00 999 1033.5   5.3   5.2   2.8 99.0 99.00
2005 01 03 01 00 190  3.1  3.6  0.20 99.00 99.00 999 1032.8   5.6   5.2   3.5 99.0 99.00
2005 01 03 02 00 200  2.6  2.6  0.20 99.00 99.00 999 1032.2   5.6   5.1   3.9 99.0 99.00
2005 01 03 03 00 230  3.6  3.6  0.20 99.00 99.00 999 1031.8   6.2   5.0   4.3 99.0 99.00
2005 01 03 04 00 210  2.6  2.6  0.10 99.00 99.00 999 1031.0   6.3   5.1   4.6 99.0 99.00
2005 01 03 05 00 220  3.1  3.6  0.20 99.00 99.00 999 1029.8   6.4   5.2   4.8 99.0 99.00
