#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 07 01 00 00 351  9.2 11.8 99.00 99.00 99.00 999 9999.0  19.3  20.4  15.9 99.0 99.00 
2019 07 01 00 10 999  9.1 11.0 99.00 99.00 99.00 999 1006.2 999.0  20.4 999.0 99.0 99.00 
2019 07 01 00 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  20.5 999.0 99.0 99.00 
2019 07 01 00 30 999  9.2 11.2 99.00 99.00 99.00 999 1006.2 999.0  20.5 999.0 99.0 99.00 
2019 07 01 00 40 999 99.0 99.0  0.50  2.94  2.87 349 9999.0 999.0  20.5 999.0 99.0 99.00 
2019 07 01 00 50 999  9.2 11.6 99.00 99.00 99.00 999 1006.3 999.0  20.5 999.0 99.0 99.00 
2019 07 01 01 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  20.6 999.0 99.0 99.00 
2019 07 01 01 10 999  9.1 11.2 99.00 99.00 99.00 999 9999.0 999.0  20.6 999.0 99.0 99.00 
2019 07 01 01 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  20.6 999.0 99.0 99.00 
2019 07 01 01 30 999  9.2 11.1 99.00 99.00 99.00 999 9999.0 999.0  20.6 999.0 99.0 99.00 
2019 07 01 01 40 999 99.0 99.0  0.51  3.13  2.99 354 9999.0 999.0  20.6 999.0 99.0 99.00 
2019 07 01 01 50   0  8.5  9.8 99.00 99.00 99.00 999 1007.4  18.4  20.7  16.1 99.0 99.00 
2019 07 01 02 00 356  9.1 11.4 99.00 99.00 99.00 999 9999.0  18.4  20.7  16.1 99.0 99.00 
2019 07 01 02 10 999  8.5 10.7 99.00 99.00 99.00 999 1007.6 999.0  20.7 999.0 99.0 99.00 
2019 07 01 02 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  20.7 999.0 99.0 99.00 
2019 07 01 02 30 999  8.3 10.2 99.00 99.00 99.00 999 1007.6 999.0  20.7 999.0 99.0 99.00 
2019 07 01 02 40 999 99.0 99.0  0.48  3.03  3.01 350 9999.0 999.0  20.7 999.0 99.0 99.00 
