YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 01 00 202  6.6  7.6  1.21  5.56  4.58 999 1014.6  10.7   8.8   8.0 99.0 99.00
2003 01 01 01 207  7.7  9.0  1.33  6.25  4.61 999 1014.2  10.8   9.0   8.0 99.0 99.00
2003 01 01 02 219  7.2  8.8  1.49  6.25  4.82 999 1014.0  10.8   9.3   8.2 99.0 99.00
2003 01 01 03 238  6.5  7.7  1.57  6.67  4.87 999 1014.1  10.7   9.5   8.1 99.0 99.00
2003 01 01 04 230  8.8 10.4  1.59  6.67  5.06 999 1013.5  10.9   9.5   8.0 99.0 99.00
2003 01 01 05 228  7.6  9.4  1.45  6.67  4.94 999 1013.3  10.0   9.6   8.1 99.0 99.00
2003 01 01 06 230  8.2  9.5  1.52  6.67  5.11 999 1012.9  10.6   9.6   9.3 99.0 99.00
2003 01 01 07 276  8.0 10.1  1.67  6.25  4.93 999 1014.6   9.6   9.6   8.3 99.0 99.00
2003 01 01 08 258  6.7  8.0  1.87  6.25  5.14 999 1014.9   8.8   8.9   6.9 99.0 99.00
2003 01 01 09 246  6.7  7.8  1.87  6.67  5.22 999 1014.8   9.0   8.2   6.2 99.0 99.00
2003 01 01 10 272  6.2  7.1  1.69  6.67  5.22 999 1015.1   8.8   8.1   6.1 99.0 99.00
2003 01 01 11 273  4.1  5.0  1.67  7.14  5.39 999 1015.6   8.4   8.0   6.4 99.0 99.00
2003 01 01 12 316  3.9  4.6  1.56  7.14  5.57 999 1015.5   8.2   7.7   6.5 99.0 99.00
2003 01 01 13 251  2.0  2.4  1.50  6.67  5.66 999 1016.3   7.9   7.5   6.4 99.0 99.00
2003 01 01 14 198  2.2  2.8  1.42  6.67  5.71 999 1017.2   8.1   7.5   6.7 99.0 99.00
2003 01 01 15 337  1.4  2.1  1.56  6.67  5.89 999 1017.5   7.9   7.4   6.0 99.0 99.00
2003 01 01 16  26  2.3  3.2  1.32  7.14  5.80 999 1016.9   7.6   7.5   5.7 99.0 99.00
2003 01 01 17  44  5.3  6.3  1.28  6.67  5.91 999 1015.2   7.3   7.6   5.7 99.0 99.00
2003 01 01 18  34  7.7  8.9  1.27  9.09  5.52 999 1014.1   7.2   8.5   5.4 99.0 99.00
2003 01 01 19  49  9.1 11.0  1.52  9.09  5.43 999 1012.7   7.4   8.9   5.3 99.0 99.00
