YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 10 17 00 305  3.2  3.8  0.95  8.33  5.77 999 1032.4   6.3 999.0 999.0 99.0 99.00
2006 01 10 18 00 297  2.0  2.7  0.99  8.33  6.11 999 1032.2   6.5 999.0 999.0 99.0 99.00
2006 01 10 19 00 249  1.9  2.6  0.88  7.69  6.04 999 1031.8   6.8 999.0 999.0 99.0 99.00
2006 01 10 20 00 221  2.4  3.1  0.87  7.69  5.88 999 1031.7   6.5 999.0 999.0 99.0 99.00
2006 01 10 21 00 207  2.7  3.4  0.94  7.69  6.18 999 1031.9   6.6 999.0 999.0 99.0 99.00
2006 01 10 22 00 206  3.7  4.9  0.77  7.69  5.62 999 1031.6   6.8   7.7 999.0 99.0 99.00
2006 01 10 23 00 198  5.4  6.1  0.78  7.14  5.85 999 1031.7   7.0   7.7 999.0 99.0 99.00
2006 01 11 00 00 210  5.4  6.6  0.82  8.33  5.31 999 1031.9   7.1   7.7 999.0 99.0 99.00
2006 01 11 01 00 214  6.0  7.6  0.81  7.69  4.73 999 1032.1   7.2   7.8   2.4 99.0 99.00
2006 01 11 02 00 220  6.3  8.1  0.86  7.69  4.54 999 1032.2   7.3   7.8   2.7 99.0 99.00
2006 01 11 03 00 221  5.7  6.9  0.82  7.14  4.45 999 1031.9   7.4   7.8   2.9 99.0 99.00
2006 01 11 04 00 219  5.7  6.9  0.82  7.14  4.37 999 1031.6   7.5   7.8   3.1 99.0 99.00
2006 01 11 05 00 214  5.5  6.6  0.81  7.69  4.45 999 1031.1   7.7   7.8   3.8 99.0 99.00
2006 01 11 06 00 197  5.1  5.7  0.74  7.14  4.43 999 1030.7   7.8   7.8   4.1 99.0 99.00
2006 01 11 07 00 194  3.9  4.8  0.71  7.14  4.43 999 1030.5   7.9   7.8   4.2 99.0 99.00
2006 01 11 08 00 191  3.5  4.0  0.68  7.69  4.50 999 1029.7   8.0   7.8   4.4 99.0 99.00
2006 01 11 09 00 195  4.7  5.3  0.71  6.67  4.55 999 1029.0   8.1   7.8   4.8 99.0 99.00
2006 01 11 10 00 200  5.1  5.8  0.69  7.69  4.34 999 1028.5   8.4   7.8   5.5 99.0 99.00
2006 01 11 11 00 189  6.1  7.2  0.71  7.14  4.13 999 1027.7   9.0   7.9   6.3 99.0 99.00
2006 01 11 12 00 173  4.6  5.6  0.70  6.67  4.01 999 1027.5   8.8   7.9   6.5 99.0 99.00
2006 01 11 13 00 168  3.9  4.5  0.66  6.67  4.19 999 1026.9   8.8   7.9   6.5 99.0 99.00
2006 01 11 14 00 159  6.9  8.3  0.69  9.09  4.35 999 1025.9   9.2   7.9   7.3 99.0 99.00
2006 01 11 15 00 163  7.7  9.3  0.84  3.45  3.61 999 1025.0   9.3   8.0   7.5 99.0 99.00
2006 01 11 16 00 168  7.4  8.4  1.03  4.17  3.92 999 1024.1   9.9   8.1   8.3 99.0 99.00
2006 01 11 17 00 168  7.3  8.4  1.01  4.17  3.91 999 1022.2  10.2   8.2   9.0 99.0 99.00
2006 01 11 18 00 173  6.3  7.4  1.09  4.76  4.16 999 1020.7  10.3   8.3   9.4 99.0 99.00
2006 01 11 19 00 182  3.7  4.2  0.99  4.55  4.10 999 1020.3  10.4   8.2   9.7 99.0 99.00
2006 01 11 20 00 198  3.1  3.4  0.96  4.55  4.14 999 1019.9  10.5   8.3   9.8 99.0 99.00
2006 01 11 21 00 220  3.3  3.9  1.05  4.76  4.47 999 1019.4  10.3   8.3   9.6 99.0 99.00
2006 01 11 22 00 183  2.6  3.4  0.90  4.76  4.28 999 1018.7  10.0   8.4   9.4 99.0 99.00
2006 01 11 23 00 185  5.8  6.5  0.93  4.55  4.36 999 1017.8  10.5   8.3   9.8 99.0 99.00
2006 01 12 00 00 176  8.5  9.6  0.92  5.56  4.29 999 1016.4  11.1   8.3  10.0 99.0 99.00
2006 01 12 01 00 184  9.0 10.4  0.95  5.26  4.05 999 1015.6  11.3   8.2  10.1 99.0 99.00
2006 01 12 02 00 179  9.3 10.7  1.14  4.35  4.11 999 1014.0  11.6   8.2  10.6 99.0 99.00
2006 01 12 03 00 188  9.8 11.3  1.31  5.56  4.30 999 1013.2  11.8   8.2  10.7 99.0 99.00
2006 01 12 04 00 190 10.3 11.9  1.66  5.88  4.52 999 1012.0  11.9   8.2  10.3 99.0 99.00
2006 01 12 05 00 199 13.5 16.1  1.68  5.56  4.56 999 1010.5  12.1   8.4  10.3 99.0 99.00
2006 01 12 06 00 228 11.0 13.9  1.74  5.88  4.59 999 1010.9  11.3   8.6  10.0 99.0 99.00
2006 01 12 07 00 247 10.2 12.0  1.88  5.88  4.77 999 1011.5  10.6   8.7   9.2 99.0 99.00
2006 01 12 08 00 253  9.0 10.3  1.81  6.25  4.82 999 1011.9   9.7   8.8   8.7 99.0 99.00
2006 01 12 09 00 256  7.9  9.4  1.88  6.25  4.99 999 1012.1   9.4   8.8   7.8 99.0 99.00
2006 01 12 10 00 262  8.3  9.5  1.62  6.25  4.81 999 1012.5   9.4   8.9   6.4 99.0 99.00
2006 01 12 11 00 268  6.8  7.7  1.57  6.25  4.82 999 1013.3   8.9   8.9   6.2 99.0 99.00
2006 01 12 12 00 272  6.8  8.4  1.50  6.67  4.85 999 1014.0   8.7   8.9   4.4 99.0 99.00
2006 01 12 13 00 258  5.6  6.7  1.35  6.25  4.81 999 1015.2   8.5   8.8   4.1 99.0 99.00
2006 01 12 14 00 257  6.3  7.6  1.37  6.25  4.94 999 1016.1   8.5   8.6   4.5 99.0 99.00
2006 01 12 15 00 249  6.6  7.6  1.36  6.25  4.94 999 1016.5   8.4   8.6   4.4 99.0 99.00
2006 01 12 16 00 251  7.5  8.6  1.29  6.25  4.96 999 1016.4   8.3   8.6   4.1 99.0 99.00
2006 01 12 17 00 246  7.1  8.3  1.36  6.25  4.95 999 1016.1   8.3   8.7   5.0 99.0 99.00
2006 01 12 18 00 247  8.0  9.4  1.50  6.67  5.11 999 1015.4   8.2   8.6   4.6 99.0 99.00
2006 01 12 19 00 242  8.4  9.5  1.48  6.25  5.10 999 1015.4   8.2   8.5   4.8 99.0 99.00
2006 01 12 20 00 243  8.1  9.9  1.54  7.69  5.14 999 1015.7   8.4   8.6   4.8 99.0 99.00
2006 01 12 21 00 234  7.6  8.9  1.52  7.14  4.96 999 1015.8   8.5   8.7   5.6 99.0 99.00
2006 01 12 22 00 233  8.1  9.3  1.47  7.69  5.19 999 1016.0   8.6   8.7   6.0 99.0 99.00
2006 01 12 23 00 232  7.1  8.1  1.59  7.69  5.37 999 1016.5   8.8   8.7   6.1 99.0 99.00
2006 01 13 00 00 231  6.9  7.9  1.51  7.69  5.50 999 1016.9   8.8   8.7   6.5 99.0 99.00
2006 01 13 01 00 224  6.5  7.5  1.38  7.69  5.22 999 1017.3   8.9   8.7   6.9 99.0 99.00
2006 01 13 02 00 226  6.9  8.2  1.34  7.69  5.39 999 1017.0   8.9   8.7   6.8 99.0 99.00
2006 01 13 03 00 228  6.4  7.5  1.27  7.69  5.37 999 1017.1   8.9   8.7   6.9 99.0 99.00
2006 01 13 04 00 230  6.4  7.8  1.23  7.69  5.29 999 1017.4   8.9   8.7   6.7 99.0 99.00
2006 01 13 05 00 235  6.9  8.0  1.25  7.69  5.37 999 1017.4   8.9   8.6   6.5 99.0 99.00
2006 01 13 06 00 232  4.7  5.6  1.14  7.14  5.12 999 1017.5   8.7   8.5   6.5 99.0 99.00
2006 01 13 07 00 234  4.8  5.4  1.20  7.14  5.51 999 1017.6   8.7   8.3   6.5 99.0 99.00
2006 01 13 08 00 223  4.5  5.4  1.13  7.69  5.36 999 1017.7   8.6   8.2   6.6 99.0 99.00
2006 01 13 09 00 222  4.2  4.7  1.14  7.69  5.63 999 1017.3   8.6   8.1   6.7 99.0 99.00
2006 01 13 10 00 196  3.0  3.3  1.14  7.14  5.47 999 1017.1   8.6   7.9   7.2 99.0 99.00
2006 01 13 11 00 197  3.2  3.7  1.10  7.14  5.70 999 1017.3   9.1   7.9   7.7 99.0 99.00
2006 01 13 12 00 208  6.8  8.3  1.05  8.33  5.53 999 1017.1   8.4   7.9   7.8 99.0 99.00
2006 01 13 13 00 206  5.2  6.3  1.10  9.09  4.99 999 1017.3   7.4   8.2   6.9 99.0 99.00
2006 01 13 14 00 202  5.1  6.2  1.19  7.69  5.39 999 1017.5   7.5   8.5   7.1 99.0 99.00
2006 01 13 15 00 192  5.2  6.8  1.16  8.33  5.08 999 1017.1   7.9   8.6   7.6 99.0 99.00
2006 01 13 16 00 183  5.3  6.4  1.20  7.14  5.19 999 1016.3   8.2   8.6   7.8 99.0 99.00
2006 01 13 17 00 183  4.9  5.6  1.26  7.69  5.30 999 1014.9   8.5   8.6   8.1 99.0 99.00
2006 01 13 18 00 218  3.0  3.7  1.17  9.09  5.21 999 1014.5   8.6   8.4   8.3 99.0 99.00
2006 01 13 19 00 186  2.7  3.1  1.22  7.14  5.34 999 1013.6   9.3   8.3   8.9 99.0 99.00
2006 01 13 20 00 193  4.5  5.5  1.21  7.14  5.35 999 1013.4   9.8   8.2   9.5 99.0 99.00
2006 01 13 21 00 193  5.7  6.4  1.21  7.69  5.21 999 1012.8  10.0   8.2   9.6 99.0 99.00
2006 01 13 22 00 188  6.4  7.3  1.20  8.33  4.79 999 1012.3  10.2   8.3   9.8 99.0 99.00
2006 01 13 23 00 182  6.5  7.5  1.31  7.14  5.00 999 1011.5  10.2   8.3   9.9 99.0 99.00
2006 01 14 00 00 177  5.7  6.4  1.16  7.69  5.00 999 1010.9  10.2   8.4   9.8 99.0 99.00
2006 01 14 01 00 177  7.6  8.8  1.16  7.69  4.76 999 1010.3  10.8   8.4  10.4 99.0 99.00
2006 01 14 02 00 167  7.7  8.8  1.22  7.69  4.65 999 1009.4  11.3   8.4  11.0 99.0 99.00
2006 01 14 03 00 165  6.8  7.7  1.24  7.14  4.81 999 1008.7  11.1   8.4  10.4 99.0 99.00
