#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 12 31 23 50 209 15.6 19.5  3.38  6.67  6.04 217 1014.9   9.4  10.1   4.1 99.0 99.00
2017 01 01 00 50 213 14.4 18.0  3.61  7.69  6.39 220 1014.3  10.2  10.1   5.6 99.0 99.00
2017 01 01 01 50 223 15.5 20.6  3.77  7.69  6.41 214 1014.0  10.6  10.0   2.6 99.0 99.00
2017 01 01 02 50 228 14.6 17.9  4.13  8.33  6.88 217 1013.7  10.1  10.0   3.4 99.0 99.00
2017 01 01 03 50 233 13.5 18.3  3.86  8.33  6.71 213 1013.7   9.8  10.0   3.2 99.0 99.00
2017 01 01 04 50 237 12.8 16.8  3.94  8.33  6.85 211 1013.5   9.7  10.0   3.2 99.0 99.00
2017 01 01 05 50 241 12.8 16.5  3.80  8.33  6.93 211 1012.3   9.5  10.0   3.0 99.0 99.00
2017 01 01 06 50 244 13.3 15.8  3.76  8.33  6.91 209 1012.8   9.2   9.9   2.5 99.0 99.00
2017 01 01 07 50 254 11.6 13.8  3.74  9.09  6.89 202 1013.9   8.1   9.9   1.8 99.0 99.00
2017 01 01 08 50 255  7.2  9.2  3.65  9.09  6.99 193 1014.2   7.7   9.9   1.8 99.0 99.00
2017 01 01 09 50 247  9.9 11.4  3.02 10.00  6.70 194 1014.3   8.6   9.9   1.6 99.0 99.00
2017 01 01 10 50 248 11.7 14.0  2.97  9.09  6.53 201 1014.8   8.8   9.8   1.7 99.0 99.00
2017 01 01 11 50 247 11.1 13.6  2.92  9.09  6.31 189 1016.1   8.8   9.8   2.1 99.0 99.00
2017 01 01 12 50 254 10.5 13.1  2.81  9.09  6.13 194 1017.1   8.8   9.8   2.6 99.0 99.00
2017 01 01 13 50 255 11.5 13.2  2.80  9.09  6.20 189 1018.0   8.8   9.9   2.2 99.0 99.00
2017 01 01 14 50 259 12.0 14.7  2.52  8.33  6.06 191 1019.5   8.7  10.0   2.1 99.0 99.00
2017 01 01 15 50 271 11.1 13.5  2.25  9.09  5.53 182 1020.3   8.3  10.1   1.3 99.0 99.00
2017 01 01 16 50 283  8.4 10.2  2.16  8.33  5.62 179 1020.7   8.0  10.2   1.5 99.0 99.00
2017 01 01 17 50 296  9.2 11.1  2.12  9.09  5.65 168 1021.0   7.6  10.3  -0.5 99.0 99.00
2017 01 01 18 50 292  8.2  9.3  1.87  6.67  5.26 179 1021.9   7.6  10.4  -1.5 99.0 99.00
2017 01 01 19 50 295  7.5  9.1  1.80  6.67  5.46 176 1023.1   7.5  10.1  -2.0 99.0 99.00
2017 01 01 20 50 299  6.0  7.2  1.70  7.14  5.77 184 1024.5   7.5   9.9  -2.9 99.0 99.00
2017 01 01 21 50 302  5.9  7.3  1.58  9.09  5.91 163 1025.9   7.4   9.6  -2.8 99.0 99.00
2017 01 01 22 50 294  6.0  7.1  1.50  8.33  5.96 170 1027.4   7.3   9.5  -3.6 99.0 99.00
2017 01 01 23 50 295  4.5  5.1  1.48  9.09  6.02 171 1028.1   7.4   9.6  -4.6 99.0 99.00
2017 01 02 00 50 293  3.8  5.2  1.47  8.33  6.20 175 1029.0   7.4   9.7  -4.3 99.0 99.00
2017 01 02 01 50  21  4.8  5.9  1.33  9.09  6.20 184 1030.3   6.5   9.2  -1.7 99.0 99.00
2017 01 02 02 50  35  5.0  6.2  1.21  8.33  6.09 192 1030.6   6.2   9.3  -1.7 99.0 99.00
2017 01 02 03 50  34  5.3  6.7  1.20  9.09  5.84 197 1031.8   6.0   9.4  -1.9 99.0 99.00
2017 01 02 04 50  49  5.6  6.7  1.14  8.33  5.60 200 1031.6   5.7   9.6  -2.2 99.0 99.00
2017 01 02 05 50  45  5.1  6.2  0.98  8.33  5.29 195 1031.7   5.7   9.6  -2.4 99.0 99.00
2017 01 02 06 50  35  7.6  8.9  0.98  8.33  5.20 196 1031.4   5.8   9.7  -2.4 99.0 99.00
2017 01 02 07 50  65  6.4  7.7  1.05  7.69  4.74 193 1032.2   6.0   9.7  -2.6 99.0 99.00
2017 01 02 08 50  63  6.6  8.0  1.06  7.69  4.86 202 1031.8   6.3   9.7  -1.6 99.0 99.00
2017 01 02 09 50  84  5.9  7.2  1.00  7.14  4.78 191 1031.9   6.6   9.7  -1.9 99.0 99.00
2017 01 02 10 50  86  6.0  7.4  0.89  7.69  4.68 196 1032.3   6.6   9.7  -0.9 99.0 99.00
2017 01 02 11 50  94  4.8  6.2  0.93  7.69  4.73 192 1033.3   6.7   9.8  -1.4 99.0 99.00
2017 01 02 12 50 117  6.0  7.7  0.90  7.14  4.76 205 1033.5   7.0   9.8  -0.4 99.0 99.00
2017 01 02 13 50 114  6.9  8.6  0.85  8.33  4.58 179 1033.0   7.0   9.8  -1.0 99.0 99.00
2017 01 02 14 50 109  6.5  8.1  0.89  7.69  4.56 172 1033.8   7.1   9.8  -1.5 99.0 99.00
2017 01 02 15 50 119  7.7  9.3  0.90  7.69  4.30 180 1033.3   6.9   9.8   0.0 99.0 99.00
2017 01 02 16 50 105  7.7  9.6  0.97  7.69  4.33 158 1032.5   7.0   9.9   0.3 99.0 99.00
2017 01 02 17 50 119  7.5  9.1  1.02  4.35  4.25 108 1031.5   7.4   9.9   2.4 99.0 99.00
2017 01 02 18 50 114  8.0  9.3  1.09  8.33  4.19 173 1030.8   7.6   9.9   2.8 99.0 99.00
2017 01 02 19 50 104  8.0  9.3  1.14  4.17  4.23 113 1030.6   7.3   9.8   3.3 99.0 99.00
2017 01 02 20 50 102  9.1 11.0  1.28  4.76  4.33 116 1029.9   7.3   9.8   5.1 99.0 99.00
2017 01 02 21 50 106 10.0 11.9  1.34  5.00  4.29 114 1029.6   6.9   9.7   4.0 99.0 99.00
2017 01 02 22 50 107 10.0 12.0  1.42  5.26  4.38 110 1029.0   7.1   9.7   4.9 99.0 99.00
2017 01 02 23 50 105 10.8 12.3  1.65  5.00  4.58 108 1028.0   7.2   9.7   4.7 99.0 99.00
2017 01 03 00 50  89 11.3 13.6  1.71  5.88  4.67 114 1027.5   7.5   9.8   5.8 99.0 99.00
2017 01 03 01 50  76 11.3 13.4  1.81  5.56  4.70 107 1026.8   7.0   9.8   5.9 99.0 99.00
2017 01 03 02 50  81 11.2 13.2  2.13  6.25  5.12 126 1025.7   6.9   9.8   6.1 99.0 99.00
2017 01 03 03 50  77 12.4 14.8  2.21  6.25  5.24 116 1024.6   6.9   9.8   6.3 99.0 99.00
2017 01 03 04 50  66 11.6 14.0  2.36  6.67  5.22 111 1024.3   7.2   9.8   6.9 99.0 99.00
2017 01 03 05 50  73 12.9 15.6  2.80  6.67  5.72 114 1022.6   7.5   9.8   7.2 99.0 99.00
2017 01 03 06 50  85 12.6 15.1  2.64  7.14  5.61 114 1022.0   7.9   9.8   7.3 99.0 99.00
2017 01 03 07 50  84 12.0 15.4  2.90  7.14  5.81 127 1021.7   8.2   9.8   7.3 99.0 99.00
2017 01 03 08 50  86 11.5 13.7  3.02  7.69  6.01 129 1020.6   8.8   9.8   7.7 99.0 99.00
2017 01 03 09 50  86 13.2 15.6  3.15  8.33  6.02 134 1019.6   8.5   9.8   7.7 99.0 99.00
2017 01 03 10 50  85 11.6 14.3  3.41  8.33  6.42 141 1019.3   8.5   9.8   8.2 99.0 99.00
2017 01 03 11 50  81 12.8 15.0  3.34  8.33  6.41 139 1018.6   8.2  10.3   8.0 99.0 99.00
2017 01 03 12 50  88 15.0 18.1  3.29  9.09  6.22 134 1016.7   8.3  10.5   7.9 99.0 99.00
2017 01 03 13 50  86 14.2 17.0  3.64  9.09  6.57 141 1015.6   8.5  10.5   8.2 99.0 99.00
2017 01 03 14 50  87 13.7 16.9  3.76  9.09  6.56 135 1015.1   8.9  10.6   8.8 99.0 99.00
