#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 05 16 00 210  9.0 10.3  1.31  5.26  4.19 999 1015.8  12.9  10.5  11.2 99.0 99.00
2007 01 05 17 00 221  8.3 10.0  1.22  5.26  4.18 999 1015.2  12.8  10.5  11.3 99.0 99.00
2007 01 05 18 00 224  8.0  9.0  1.25  5.56  4.28 999 1014.4  12.5  10.5  11.3 99.0 99.00
2007 01 05 19 00 215  6.4  7.4  1.16  5.26  4.28 999 1014.0  12.1  10.4  11.3 99.0 99.00
2007 01 05 20 00 215  4.8  5.4  1.13  5.26  4.42 999 1013.8  11.7  10.4  11.1 99.0 99.00
2007 01 05 21 00 228  4.9  5.9  1.14  5.88  4.58 999 1014.0  11.8  10.4  11.4 99.0 99.00
2007 01 05 22 00 221  4.9  6.0  1.10  5.56  4.51 999 1013.8  11.7  10.4  11.3 99.0 99.00
2007 01 05 23 00 207  7.3  8.5  1.07  5.26  4.37 999 1013.3  11.8  10.3  11.4 99.0 99.00
2007 01 06 00 00 216  6.9  7.8  1.18  5.26  4.39 999 1013.6  11.6  10.3  11.2 99.0 99.00
2007 01 06 01 00 228  4.8  5.8  1.16  5.88  4.36 999 1013.7  11.7  10.4  11.3 99.0 99.00
2007 01 06 02 00 230  3.9  4.5  1.13  6.67  4.82 999 1013.5  11.6  10.3  11.2 99.0 99.00
2007 01 06 03 00 221  4.9  6.2  1.14  6.67  4.85 999 1012.6  11.9  10.3  11.4 99.0 99.00
2007 01 06 04 00 218  8.8 10.1  1.28  6.67  4.57 999 1012.1  12.8  10.2  12.4 99.0 99.00
2007 01 06 05 00 213  8.3  9.7  1.46  5.56  4.67 999 1011.4  12.6  10.2  12.2 99.0 99.00
2007 01 06 06 00 228  5.6  6.4  1.31  5.56  4.63 999 1011.0  12.0  10.2  11.6 99.0 99.00
2007 01 06 07 00 217  6.9  7.9  1.47  6.25  4.94 999 1010.4  12.4  10.2  12.0 99.0 99.00
2007 01 06 08 00 215  7.7  9.3  1.48  6.67  4.83 999 1009.8  12.9  10.2  12.5 99.0 99.00
2007 01 06 09 00 213  9.6 11.8  1.68  7.14  4.92 999 1008.5  13.2  10.2  12.9 99.0 99.00
2007 01 06 10 00 217 11.3 13.7  2.04  6.25  5.12 999 1007.7  13.7  10.3  13.2 99.0 99.00
2007 01 06 11 00 217  9.9 11.8  2.32  8.33  5.53 999 1007.5  13.2  10.3  12.8 99.0 99.00
2007 01 06 12 00 215 11.2 13.1  2.18  7.69  5.36 999 1007.0  13.4  10.3  13.0 99.0 99.00
2007 01 06 13 00 208 10.4 12.1  2.49  9.09  5.64 999 1006.2  13.3  10.3  12.9 99.0 99.00
2007 01 06 14 00 214 11.4 13.0  2.35  8.33  5.25 999 1006.2  13.7  10.3  13.3 99.0 99.00
2007 01 06 15 00 218 10.0 12.2  2.26  8.33  5.31 999 1005.8  13.6  10.2  13.3 99.0 99.00
2007 01 06 16 00 219 10.0 11.6  2.34  6.67  5.52 999 1004.8  13.2  10.2  12.9 99.0 99.00
2007 01 06 17 00 226 11.5 13.6  2.31  7.69  5.42 999 1003.5  13.8  10.2  13.2 99.0 99.00
2007 01 06 18 00 222 10.6 12.3  2.47  8.33  5.55 999 1003.2  12.8  10.2  12.6 99.0 99.00
2007 01 06 19 00 233  9.4 11.1  2.49  8.33  5.82 999 1003.1  12.0  10.2  11.8 99.0 99.00
2007 01 06 20 00 231  8.5  9.8  2.35  8.33  5.81 999 1003.7  11.7  10.2  11.4 99.0 99.00
2007 01 06 21 00 227  9.3 11.1  2.43  8.33  5.97 999 1004.3  11.6  10.2  11.2 99.0 99.00
2007 01 06 22 00 234 10.5 12.9  2.68  8.33  6.05 999 1005.2  12.8  10.1  11.8 99.0 99.00
2007 01 06 23 00 232  7.8  9.7  2.31  9.09  6.00 999 1006.5  12.6  10.1  10.8 99.0 99.00
2007 01 07 00 00 255  8.8 10.4  2.45  9.09  6.17 999 1007.9  13.4  10.1   9.8 99.0 99.00
2007 01 07 01 00 257  7.4  8.5  2.26  9.09  6.07 999 1009.3  12.9  10.1   9.2 99.0 99.00
2007 01 07 02 00 264  8.8 10.0  2.14 10.00  5.74 999 1010.4  13.8  10.1   8.2 99.0 99.00
2007 01 07 03 00 272 12.0 14.7  2.22  9.09  5.98 999 1011.3  14.3  10.1   6.6 99.0 99.00
2007 01 07 04 00 265  8.9 10.1  2.10  9.09  5.84 999 1013.0  12.7  10.1   7.8 99.0 99.00
2007 01 07 05 00 262  7.4  8.5  2.26  9.09  6.10 999 1014.1  12.0  10.1   8.1 99.0 99.00
2007 01 07 06 00 279  7.7  9.2  2.29 10.00  6.40 999 1015.5  12.0  10.1   7.3 99.0 99.00
2007 01 07 07 00 290  8.8 10.8  2.00  8.33  5.87 999 1016.9  11.8  10.1   6.4 99.0 99.00
2007 01 07 08 00 291  9.3 11.4  2.22 10.00  6.11 999 1018.2  11.5  10.0   5.7 99.0 99.00
2007 01 07 09 00 298  9.9 11.8  2.06  8.33  5.85 999 1019.7  10.8  10.0   4.0 99.0 99.00
2007 01 07 10 00 296 10.8 12.8  1.98 10.00  5.48 999 1020.8  10.3  10.0   3.7 99.0 99.00
2007 01 07 11 00 304 10.2 11.8  1.82  8.33  5.26 999 1022.1   9.9  10.0   3.6 99.0 99.00
2007 01 07 12 00 321  7.3  9.1  1.60  8.33  5.21 999 1023.9   9.2  10.0   3.4 99.0 99.00
2007 01 07 13 00 325  6.3  7.6  1.63  9.09  5.57 999 1025.3   9.0   9.9   3.0 99.0 99.00
2007 01 07 14 00 323  8.3  9.7  1.45  9.09  5.20 999 1026.4   8.5   9.9   2.2 99.0 99.00
2007 01 07 15 00 321  7.0  8.5  1.51  9.09  5.23 999 1027.2   8.2   9.9   0.5 99.0 99.00
2007 01 07 16 00 321  5.0  6.9  1.29  8.33  5.14 999 1026.7   8.0  10.0  -0.1 99.0 99.00
2007 01 07 17 00 315  4.1  5.2  1.22  9.09  5.30 999 1026.0   7.8  10.0  -0.8 99.0 99.00
2007 01 07 18 00 329  2.6  3.5  1.11  8.33  5.44 999 1025.4   8.0  10.0  -1.1 99.0 99.00
2007 01 07 19 00 285  2.1  3.0  1.13  8.33  5.83 999 1025.2   8.1  10.1  -0.7 99.0 99.00
2007 01 07 20 00 253  1.6  2.5  0.96  8.33  5.68 999 1025.5   8.4  10.1  -0.3 99.0 99.00
2007 01 07 21 00 202  0.9  1.3  1.06  8.33  6.33 999 1025.6   8.5  10.1   0.4 99.0 99.00
2007 01 07 22 00 180  2.5  3.2  1.04  9.09  6.55 999 1025.4   7.9  10.0  -0.4 99.0 99.00
2007 01 07 23 00 154  4.9  5.7  1.06  8.33  6.78 999 1024.3   8.2   9.9   1.0 99.0 99.00
