#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 09 01 00 00  80  2.5  2.9 99.00 99.00 99.00 999 1023.5  22.4  22.4  17.2 99.0 99.00 
2019 09 01 00 10  76  2.6  3.0 99.00 99.00 99.00 999 1023.6  22.3  22.4  17.3 99.0 99.00 
2019 09 01 00 20  70  2.5  2.9 99.00 99.00 99.00 999 1023.6  22.3  22.4  17.4 99.0 99.00 
2019 09 01 00 30  59  2.3  2.7 99.00 99.00 99.00 999 1023.7  22.3  22.4  17.5 99.0 99.00 
2019 09 01 00 40  62  2.1  2.5  0.38 12.12  4.81 133 1023.8  22.3  22.4  17.6 99.0 99.00 
2019 09 01 00 50  65  1.8  2.3 99.00 99.00 99.00 999 1023.9  22.2  22.4  17.5 99.0 99.00 
2019 09 01 01 00  64  1.8  2.1 99.00 99.00 99.00 999 1024.0  22.2  22.5  17.3 99.0 99.00 
2019 09 01 01 10  63  1.8  2.2 99.00 99.00 99.00 999 1024.0  22.2  22.5  17.3 99.0 99.00 
2019 09 01 01 20  66  1.6  2.0 99.00 99.00 99.00 999 1024.1  22.2  22.5  17.1 99.0 99.00 
2019 09 01 01 30  65  1.3  1.7 99.00 99.00 99.00 999 1024.2  22.2  22.3  17.3 99.0 99.00 
2019 09 01 01 40  55  1.3  1.6  0.42  9.09  4.81 145 1024.2  22.2  22.4  17.0 99.0 99.00 
2019 09 01 01 50  54  1.3  1.8 99.00 99.00 99.00 999 1024.3  22.2  22.3  17.3 99.0 99.00 
2019 09 01 02 00  54  1.4  1.8 99.00 99.00 99.00 999 1024.4  22.2  22.3  17.4 99.0 99.00 
2019 09 01 02 10  48  1.7  2.2 99.00 99.00 99.00 999 1024.5  22.2  22.3  17.3 99.0 99.00 
2019 09 01 02 20  42  2.3  2.9 99.00 99.00 99.00 999 1024.5  22.3  22.3  17.1 99.0 99.00 
2019 09 01 02 30  36  2.8  3.4 99.00 99.00 99.00 999 1024.6  22.4  22.3  16.9 99.0 99.00 
2019 09 01 02 40  36  3.2  3.9  0.40 12.90  5.12 145 1024.5  22.4  22.3  16.8 99.0 99.00 
2019 09 01 02 50  41  3.6  4.4 99.00 99.00 99.00 999 1024.5  22.5  22.3  16.5 99.0 99.00 
2019 09 01 03 00  41  3.9  4.5 99.00 99.00 99.00 999 1024.6  22.5  22.3  16.7 99.0 99.00 
2019 09 01 03 10  41  4.0  4.8 99.00 99.00 99.00 999 1024.7  22.5  22.4  16.7 99.0 99.00 
2019 09 01 03 20  41  4.3  5.1 99.00 99.00 99.00 999 1024.6  22.5  22.4  16.2 99.0 99.00 
2019 09 01 03 30  36  4.6  5.4 99.00 99.00 99.00 999 1024.6  22.5  22.5  16.0 99.0 99.00 
2019 09 01 03 40  36  5.4  6.5  0.40 12.90  5.29 155 1024.7  22.6  22.4  15.8 99.0 99.00 
2019 09 01 03 50  36  4.9  6.0 99.00 99.00 99.00 999 1024.8  22.5  22.5  16.6 99.0 99.00 
2019 09 01 04 00  35  5.2  6.3 99.00 99.00 99.00 999 1024.9  22.4  22.6  16.4 99.0 99.00 
2019 09 01 04 10  29  5.6  6.7 99.00 99.00 99.00 999 1025.0  22.3  22.5  16.2 99.0 99.00 
2019 09 01 04 20  32  5.3  6.4 99.00 99.00 99.00 999 1025.2  22.2  22.4  15.8 99.0 99.00 
2019 09 01 04 30  34  5.4  6.3 99.00 99.00 99.00 999 1025.2  22.1  22.4  15.7 99.0 99.00 
2019 09 01 04 40  38  5.4  6.3  0.40 13.79  5.33 134 1025.2  22.1  22.3  15.6 99.0 99.00 
2019 09 01 04 50  43  5.1  6.0 99.00 99.00 99.00 999 1025.3  22.1  22.3  15.9 99.0 99.00 
2019 09 01 05 00  43  5.2  6.0 99.00 99.00 99.00 999 1025.3  22.1  22.1  15.7 99.0 99.00 
2019 09 01 05 10  47  4.9  5.8 99.00 99.00 99.00 999 1025.4  22.0  22.0  15.7 99.0 99.00 
2019 09 01 05 20  44  4.9  6.0 99.00 99.00 99.00 999 1025.5  22.0  22.0  15.7 99.0 99.00 
2019 09 01 05 30  46  4.8  6.0 99.00 99.00 99.00 999 1025.5  22.0  22.0  15.6 99.0 99.00 
2019 09 01 05 40  42  5.3  6.3  0.44 12.90  4.22 168 1025.6  21.9 999.0  15.6 99.0 99.00 
2019 09 01 05 50  44  5.9  7.2 99.00 99.00 99.00 999 1025.6  21.9  22.0  15.2 99.0 99.00 
2019 09 01 06 00  45  5.9  7.0 99.00 99.00 99.00 999 1025.6  21.9  21.9  15.3 99.0 99.00 
2019 09 01 06 10  42  5.4  6.5 99.00 99.00 99.00 999 1025.7  21.7  21.9  15.7 99.0 99.00 
2019 09 01 06 20  44  5.8  6.9 99.00 99.00 99.00 999 1025.8  21.7  21.8  15.2 99.0 99.00 
2019 09 01 06 30  43  5.7  6.6 99.00 99.00 99.00 999 1025.9  21.6  21.8  15.2 99.0 99.00 
2019 09 01 06 40  48  5.4  6.5  0.48 12.12  3.86 151 1025.8  21.6  21.8  15.5 99.0 99.00 
2019 09 01 06 50  48  5.7  6.9 99.00 99.00 99.00 999 1025.8  21.5  21.8  15.2 99.0 99.00 
2019 09 01 07 00  44  5.8  6.9 99.00 99.00 99.00 999 1025.9  21.5  21.8  15.2 99.0 99.00 
2019 09 01 07 10  47  5.6  6.5 99.00 99.00 99.00 999 1025.8  21.4  21.8  15.2 99.0 99.00 
2019 09 01 07 20  46  5.6  6.7 99.00 99.00 99.00 999 1025.8  21.3  21.8  15.0 99.0 99.00 
