#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 08 20 15 00 318  3.7  3.8 99.00 99.00 99.00 999 1019.6 999.0 999.0 999.0 99.0 99.00
2019 08 20 16 00 278  2.6  2.7 99.00 99.00 99.00 999 1019.6 999.0 999.0 999.0 99.0 99.00
2019 08 20 17 00 111  2.8  3.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2019 08 20 18 00 111  3.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2019 08 20 19 00 215  4.6  4.8 99.00 99.00 99.00 999 1018.6 999.0 999.0 999.0 99.0 99.00
2019 08 20 20 00 222  5.8  5.9 99.00 99.00 99.00 999 1018.6 999.0 999.0 999.0 99.0 99.00
2019 08 20 21 00 208  3.4  3.5 99.00 99.00 99.00 999 1018.4 999.0 999.0 999.0 99.0 99.00
2019 08 20 22 00 196  4.4  4.5 99.00 99.00 99.00 999 1018.5 999.0 999.0 999.0 99.0 99.00
2019 08 20 23 00 207  5.5  5.7 99.00 99.00 99.00 999 1018.2 999.0 999.0 999.0 99.0 99.00
2019 08 21 00 00 200  5.1  5.3 99.00 99.00 99.00 999 1017.7 999.0 999.0 999.0 99.0 99.00
2019 08 21 01 00 205  5.2  5.3 99.00 99.00 99.00 999 1018.2 999.0 999.0 999.0 99.0 99.00
2019 08 21 02 00 216  4.1  4.2 99.00 99.00 99.00 999 1018.2 999.0 999.0 999.0 99.0 99.00
2019 08 21 03 00 210  3.9  3.9 99.00 99.00 99.00 999 1018.4  23.9 999.0 999.0 99.0 99.00
2019 08 21 04 00 201  4.4  4.4 99.00 99.00 99.00 999 1018.4  23.8 999.0 999.0 99.0 99.00
2019 08 21 05 00 198  4.7  4.8 99.00 99.00 99.00 999 1018.3  23.9 999.0 999.0 99.0 99.00
2019 08 21 06 00 195  5.6  5.7 99.00 99.00 99.00 999 1018.4  23.5 999.0 999.0 99.0 99.00
2019 08 21 07 00 188  4.7  4.8 99.00 99.00 99.00 999 1017.8  23.3 999.0 999.0 99.0 99.00
2019 08 21 08 00 166  4.4  4.5 99.00 99.00 99.00 999 1017.3  23.0 999.0 999.0 99.0 99.00
