#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 02 01 00 00 281 13.5 14.2 99.00 99.00 99.00 999 1026.8  -8.4 999.0 999.0 99.0 99.00
2019 02 01 01 00 288 12.3 15.0 99.00 99.00 99.00 999 1027.5  -8.5 999.0 999.0 99.0 99.00
2019 02 01 02 00 286 14.0 16.2 99.00 99.00 99.00 999 1027.6  -8.1 999.0 999.0 99.0 99.00
2019 02 01 03 00 292 15.7 17.2 99.00 99.00 99.00 999 1027.9  -8.7 999.0 999.0 99.0 99.00
2019 02 01 05 00 292 12.0 13.4 99.00 99.00 99.00 999 1028.3  -9.1 999.0 999.0 99.0 99.00
2019 02 01 06 00 298 12.3 14.0 99.00 99.00 99.00 999 1028.6  -9.4 999.0 999.0 99.0 99.00
2019 02 01 07 00 283 12.7 15.2 99.00 99.00 99.00 999 1029.1  -9.1 999.0 999.0 99.0 99.00
2019 02 01 08 00 283 10.8 12.5 99.00 99.00 99.00 999 1028.8  -9.1 999.0 999.0 99.0 99.00
2019 02 01 09 00 293 10.6 12.1 99.00 99.00 99.00 999 1029.1  -9.3 999.0 999.0 99.0 99.00
2019 02 01 10 00 296 10.1 11.9 99.00 99.00 99.00 999 1029.3  -9.3 999.0 999.0 99.0 99.00
2019 02 01 11 00 307  8.8 10.1 99.00 99.00 99.00 999 1029.5  -9.9 999.0 999.0 99.0 99.00
2019 02 01 12 00 310  8.6 10.6 99.00 99.00 99.00 999 1030.0 -10.3 999.0 999.0 99.0 99.00
2019 02 01 13 00 317  6.7  8.2 99.00 99.00 99.00 999 1030.5 -10.2 999.0 999.0 99.0 99.00
2019 02 01 14 00 303  7.7  8.8 99.00 99.00 99.00 999 1030.7  -9.4 999.0 999.0 99.0 99.00
