#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 08 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.0  12.7   8.3 999.0 99.0 99.00
2007 01 08 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.8  12.3   8.3 999.0 99.0 99.00
2007 01 08 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.9  12.5   8.3 999.0 99.0 99.00
2007 01 08 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1000.4  11.3   8.3 999.0 99.0 99.00
2007 01 08 17 00 999 99.0 99.0 99.00 99.00 99.00 999  998.5  11.8   8.3 999.0 99.0 99.00
2007 01 08 18 00 999 99.0 99.0 99.00 99.00 99.00 999  997.1  11.3   8.3 999.0 99.0 99.00
2007 01 08 19 00 999 99.0 99.0 99.00 99.00 99.00 999  997.5  11.4   8.3 999.0 99.0 99.00
2007 01 08 20 00 999 99.0 99.0 99.00 99.00 99.00 999  997.7  11.3   8.3 999.0 99.0 99.00
2007 01 08 21 00 999 99.0 99.0 99.00 99.00 99.00 999  999.4   9.8   8.3 999.0 99.0 99.00
2007 01 08 22 00 999 99.0 99.0 99.00 99.00 99.00 999  999.6  10.0   8.3 999.0 99.0 99.00
2007 01 08 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1000.8   9.8   8.3 999.0 99.0 99.00
2007 01 09 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.4   9.3   8.3 999.0 99.0 99.00
2007 01 09 01 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2007 01 09 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   8.5   8.3 999.0 99.0 99.00
2007 01 09 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.2   5.9   8.3 999.0 99.0 99.00
2007 01 09 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.3   6.3   8.2 999.0 99.0 99.00
2007 01 09 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.4   6.0   8.2 999.0 99.0 99.00
2007 01 09 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.5   4.9   8.2 999.0 99.0 99.00
2007 01 09 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.2   4.3   8.2 999.0 99.0 99.00
2007 01 09 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.1   3.8   8.2 999.0 99.0 99.00
2007 01 09 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.3   3.5   8.1 999.0 99.0 99.00
2007 01 09 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.9   3.2   8.1 999.0 99.0 99.00
2007 01 09 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.5   2.8   8.0 999.0 99.0 99.00
2007 01 09 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.9   2.7   8.0 999.0 99.0 99.00
2007 01 09 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.6   4.0   8.0 999.0 99.0 99.00
2007 01 09 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.9   4.9   8.1 999.0 99.0 99.00
2007 01 09 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.5   5.7   8.0 999.0 99.0 99.00
2007 01 09 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.1   5.0   8.0 999.0 99.0 99.00
2007 01 09 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.8   6.2   8.0 999.0 99.0 99.00
2007 01 09 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.4   6.1   7.9 999.0 99.0 99.00
2007 01 09 19 00 999  7.4  8.1 99.00 99.00 99.00 999 1007.5   6.4   7.9 999.0 99.0 99.00
2007 01 09 20 00 999  7.7  9.3 99.00 99.00 99.00 999 1007.5   6.5   7.8 999.0 99.0 99.00
2007 01 09 21 00 999  7.4  8.2 99.00 99.00 99.00 999 1007.8   5.3   7.8 999.0 99.0 99.00
2007 01 09 22 00 999  6.0  7.0 99.00 99.00 99.00 999 1008.3   5.2   7.7 999.0 99.0 99.00
2007 01 09 23 00 999  6.6  7.9 99.00 99.00 99.00 999 1008.2   5.7   7.7 999.0 99.0 99.00
2007 01 10 00 00 999  2.9  4.0 99.00 99.00 99.00 999 1008.5   5.5   7.6 999.0 99.0 99.00
2007 01 10 01 00 999  3.4  4.0 99.00 99.00 99.00 999 1008.6   5.3   7.6 999.0 99.0 99.00
2007 01 10 02 00 999  4.7  6.1 99.00 99.00 99.00 999 1008.8   5.0   7.6 999.0 99.0 99.00
2007 01 10 03 00 999  4.4  6.0 99.00 99.00 99.00 999 1009.3   4.7   7.6 999.0 99.0 99.00
2007 01 10 04 00 999  2.9  3.5 99.00 99.00 99.00 999 1009.2   4.1   7.7 999.0 99.0 99.00
2007 01 10 05 00 999  4.5  6.3 99.00 99.00 99.00 999 1008.1   3.6   7.7 999.0 99.0 99.00
2007 01 10 06 00 999  4.1  6.5 99.00 99.00 99.00 999 1007.6   2.5   7.8 999.0 99.0 99.00
2007 01 10 07 00 999  3.6  5.3 99.00 99.00 99.00 999 1009.1   1.8   7.7 999.0 99.0 99.00
2007 01 10 08 00 999  2.1  3.5 99.00 99.00 99.00 999 1009.9   1.5   7.6 999.0 99.0 99.00
2007 01 10 09 00 999  3.4  4.9 99.00 99.00 99.00 999 1009.9   1.0   7.4 999.0 99.0 99.00
