#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 09 01 00 00   7  4.7  4.8 99.00 99.00 99.00 999 1024.0  21.6 999.0 999.0 99.0 99.00
2019 09 01 01 00  92  4.3  4.5 99.00 99.00 99.00 999 1024.5  20.9 999.0 999.0 99.0 99.00
2019 09 01 02 00 110  2.7  2.9 99.00 99.00 99.00 999 1024.9  20.2 999.0 999.0 99.0 99.00
2019 09 01 03 00  43  2.3  2.5 99.00 99.00 99.00 999 1025.4  19.9 999.0 999.0 99.0 99.00
2019 09 01 04 00  52  1.8  1.9 99.00 99.00 99.00 999 1025.8  20.0 999.0 999.0 99.0 99.00
2019 09 01 05 00  25  2.0  2.1 99.00 99.00 99.00 999 1026.1  19.6 999.0 999.0 99.0 99.00
2019 09 01 06 00  18  3.0  3.5 99.00 99.00 99.00 999 1026.5  19.3 999.0 999.0 99.0 99.00
2019 09 01 07 00  25  4.3  4.7 99.00 99.00 99.00 999 1026.8  19.5 999.0 999.0 99.0 99.00
2019 09 01 08 00  16  5.1  5.7 99.00 99.00 99.00 999 1026.9  18.8 999.0 999.0 99.0 99.00
2019 09 01 09 00  18  5.9  6.2 99.00 99.00 99.00 999 1027.2  17.9 999.0 999.0 99.0 99.00
2019 09 01 10 00  23  5.8  6.2 99.00 99.00 99.00 999 1027.5  17.7 999.0 999.0 99.0 99.00
2019 09 01 11 00  22  5.0  5.4 99.00 99.00 99.00 999 1027.9  17.8 999.0 999.0 99.0 99.00
2019 09 01 12 00  25  5.6  5.9 99.00 99.00 99.00 999 1028.4  18.1 999.0 999.0 99.0 99.00
2019 09 01 13 00  34  4.7  5.2 99.00 99.00 99.00 999 1028.7  18.4 999.0 999.0 99.0 99.00
2019 09 01 14 00  61  6.2  6.7 99.00 99.00 99.00 999 1028.7  19.1 999.0 999.0 99.0 99.00
2019 09 01 15 00  46  4.2  4.7 99.00 99.00 99.00 999 1029.1  19.2 999.0 999.0 99.0 99.00
2019 09 01 16 00  44  3.9  4.1 99.00 99.00 99.00 999 1029.0  19.5 999.0 999.0 99.0 99.00
2019 09 01 17 00  69  3.5  3.8 99.00 99.00 99.00 999 1028.8  19.7 999.0 999.0 99.0 99.00
2019 09 01 18 00 141  3.2  3.3 99.00 99.00 99.00 999 1028.1  19.6 999.0 999.0 99.0 99.00
2019 09 01 19 00 152  3.4  3.8 99.00 99.00 99.00 999 1027.7  19.5 999.0 999.0 99.0 99.00
2019 09 01 20 00 134  3.7  4.1 99.00 99.00 99.00 999 1027.2  19.3 999.0 999.0 99.0 99.00
2019 09 01 21 00 137  5.3  5.6 99.00 99.00 99.00 999 1027.1  19.2 999.0 999.0 99.0 99.00
2019 09 01 22 00 139  6.0  6.2 99.00 99.00 99.00 999 1027.0  19.1 999.0 999.0 99.0 99.00
2019 09 01 23 00 142  5.8  6.2 99.00 99.00 99.00 999 1027.1  18.9 999.0 999.0 99.0 99.00
2019 09 02 00 00 139  5.0  5.8 99.00 99.00 99.00 999 1027.0  18.6 999.0 999.0 99.0 99.00
2019 09 02 01 00 127  4.3  4.7 99.00 99.00 99.00 999 1026.8  18.5 999.0 999.0 99.0 99.00
2019 09 02 02 00 104  2.8  3.1 99.00 99.00 99.00 999 1026.7  18.4 999.0 999.0 99.0 99.00
2019 09 02 03 00 123  5.1  5.6 99.00 99.00 99.00 999 1026.1  18.4 999.0 999.0 99.0 99.00
2019 09 02 04 00 126  5.7  6.1 99.00 99.00 99.00 999 1025.7  18.0 999.0 999.0 99.0 99.00
2019 09 02 05 00 130  4.5  4.8 99.00 99.00 99.00 999 1025.2  18.0 999.0 999.0 99.0 99.00
2019 09 02 06 00 128  4.9  5.2 99.00 99.00 99.00 999 1024.3  18.1 999.0 999.0 99.0 99.00
2019 09 02 07 00 131  4.8  5.2 99.00 99.00 99.00 999 1023.6  18.1 999.0 999.0 99.0 99.00
2019 09 02 08 00 132  5.7  6.2 99.00 99.00 99.00 999 1023.1  18.0 999.0 999.0 99.0 99.00
2019 09 02 09 00 127  4.9  5.5 99.00 99.00 99.00 999 1022.6  18.1 999.0 999.0 99.0 99.00
2019 09 02 10 00 134  4.3  4.5 99.00 99.00 99.00 999 1022.7  18.1 999.0 999.0 99.0 99.00
2019 09 02 11 00 136  4.4  4.7 99.00 99.00 99.00 999 1022.4  18.1 999.0 999.0 99.0 99.00
2019 09 02 12 00 143  3.9  4.2 99.00 99.00 99.00 999 1022.2  18.3 999.0 999.0 99.0 99.00
2019 09 02 13 00 147  4.5  4.8 99.00 99.00 99.00 999 1021.7  18.5 999.0 999.0 99.0 99.00
2019 09 02 14 00 147  5.7  6.0 99.00 99.00 99.00 999 1021.1  18.8 999.0 999.0 99.0 99.00
2019 09 02 15 00 146  6.5  6.8 99.00 99.00 99.00 999 1020.4  19.1 999.0 999.0 99.0 99.00
2019 09 02 16 00 141  5.0  5.4 99.00 99.00 99.00 999 1019.9  19.3 999.0 999.0 99.0 99.00
