#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 01 00 00 110  3.1  3.6  0.00 99.00 99.00 999 1019.3   1.5 999.0   0.4 99.0 99.00
2010 01 01 00 19 110  2.6  3.6  0.00 99.00 99.00 999 1019.3   1.5 999.0   0.5 99.0 99.00
2010 01 01 01 00  70  2.1  3.1  0.00 99.00 99.00 999 1018.8   1.5 999.0   0.7 99.0 99.00
2010 01 01 01 19  30  2.6  3.1  0.00 99.00 99.00 999 1018.7   1.4 999.0   0.5 99.0 99.00
2010 01 01 02 00  40  3.1  3.6  0.00 99.00 99.00 999 1018.4   1.1 999.0   0.2 99.0 99.00
2010 01 01 02 19  30  2.1  3.1  0.00 99.00 99.00 999 1018.4   1.1 999.0   0.2 99.0 99.00
2010 01 01 03 00  50  1.5  2.1  0.00 99.00 99.00 999 1018.0   0.9 999.0   0.2 99.0 99.00
2010 01 01 03 19  60  1.5  2.1  0.00 99.00 99.00 999 1017.8   0.8 999.0   0.2 99.0 99.00
2010 01 01 04 00  70  1.5  2.1  0.00 99.00 99.00 999 1017.7   0.7 999.0   0.4 99.0 99.00
2010 01 01 04 19  50  1.5  2.1  0.00 99.00 99.00 999 1017.4   0.7 999.0   0.4 99.0 99.00
2010 01 01 05 15  10  1.0  1.5  0.00 99.00 99.00 999 1016.6   0.7 999.0   0.6 99.0 99.00
2010 01 01 05 19  10  1.0  1.5  0.00 99.00 99.00 999 1016.6   0.7 999.0   0.6 99.0 99.00
2010 01 01 06 00 360  2.1  2.6  0.00 99.00 99.00 999 1016.3   0.6 999.0   0.5 99.0 99.00
2010 01 01 06 19  20  2.1  2.6  0.00 99.00 99.00 999 1016.2   0.6 999.0   0.6 99.0 99.00
2010 01 01 07 00  40  1.5  2.1  0.00 99.00 99.00 999 1016.0   0.6 999.0   0.6 99.0 99.00
2010 01 01 07 19  40  1.5  2.1  0.10 99.00 99.00 999 1016.3   0.6 999.0   0.6 99.0 99.00
2010 01 01 08 00  70  2.1  2.6  0.00 99.00 99.00 999 1016.1   0.6 999.0   0.6 99.0 99.00
2010 01 01 08 19  60  2.1  2.6  0.00 99.00 99.00 999 1016.0   0.6 999.0   0.5 99.0 99.00
2010 01 01 09 15  70  2.1  2.6  0.00 99.00 99.00 999 1015.4   0.7 999.0   0.6 99.0 99.00
2010 01 01 09 19  70  2.1  2.6  0.10 99.00 99.00 999 1015.4   0.7 999.0   0.6 99.0 99.00
2010 01 01 10 00  80  1.5  2.1  0.10 99.00 99.00 999 1015.3   0.8 999.0   0.6 99.0 99.00
2010 01 01 10 19  80  1.0  2.1  0.10 99.00 99.00 999 1015.3   0.8 999.0   0.6 99.0 99.00
2010 01 01 11 00  40  1.0  1.5  0.10 99.00 99.00 999 1015.5   0.9 999.0   0.6 99.0 99.00
2010 01 01 11 19  30  0.5  1.5  0.10 99.00 99.00 999 1015.4   0.8 999.0   0.5 99.0 99.00
2010 01 01 12 00   0  0.0  1.0  0.10 99.00 99.00 999 1015.0   0.8 999.0   0.4 99.0 99.00
2010 01 01 12 19   0  0.0  1.0  0.10 99.00 99.00 999 1014.9   0.8 999.0   0.4 99.0 99.00
2010 01 01 13 00 170  0.5  1.0  0.20 99.00 99.00 999 1015.1   0.9 999.0   0.6 99.0 99.00
2010 01 01 13 19   0  0.0  1.0  0.10 99.00 99.00 999 1015.0   1.0 999.0   0.6 99.0 99.00
2010 01 01 14 00   0  0.0  1.5  0.10 99.00 99.00 999 1014.6   1.1 999.0   0.6 99.0 99.00
2010 01 01 14 19   0  0.0  1.0  0.10 99.00 99.00 999 1014.3   1.1 999.0   0.7 99.0 99.00
2010 01 01 15 00   0  0.0  1.0  0.10 99.00 99.00 999 1014.1   1.3 999.0   0.9 99.0 99.00
2010 01 01 15 19   0  0.0  1.0  0.10 99.00 99.00 999 1013.9   1.5 999.0   1.1 99.0 99.00
2010 01 01 16 00   0  0.0  0.5  0.10 99.00 99.00 999 1013.3   1.8 999.0   1.2 99.0 99.00
2010 01 01 16 19   0  0.0  0.0  0.10 99.00 99.00 999 1013.1   1.8 999.0   1.2 99.0 99.00
2010 01 01 17 00  90  0.5  1.5  0.10 99.00 99.00 999 1012.2   1.7 999.0   1.1 99.0 99.00
2010 01 01 17 19  40  1.0  1.5  0.10 99.00 99.00 999 1012.0   1.7 999.0   1.1 99.0 99.00
2010 01 01 18 00   0  0.0  0.0  0.00 99.00 99.00 999 1011.7   1.8 999.0   1.2 99.0 99.00
2010 01 01 18 19   0  0.0  0.0  0.00 99.00 99.00 999 1011.5   2.0 999.0   1.4 99.0 99.00
2010 01 01 19 00   0  0.0  0.5  0.10 99.00 99.00 999 1011.2   2.1 999.0   1.1 99.0 99.00
2010 01 01 19 19   0  0.0  0.5  0.00 99.00 99.00 999 1011.2   2.0 999.0   1.1 99.0 99.00
2010 01 01 20 00   0  0.0  2.1  0.00 99.00 99.00 999 1011.2   2.2 999.0   1.2 99.0 99.00
2010 01 01 20 19 180  1.5  1.5  0.00 99.00 99.00 999 1011.2   2.2 999.0   1.3 99.0 99.00
2010 01 01 21 00 210  1.5  2.1  0.00 99.00 99.00 999 1011.0   2.5 999.0   1.4 99.0 99.00
2010 01 01 21 19 210  1.0  1.5  0.00 99.00 99.00 999 1010.8   2.6 999.0   1.4 99.0 99.00
2010 01 01 22 00 260  1.5  2.1  0.00 99.00 99.00 999 1010.8   2.8 999.0   1.7 99.0 99.00
2010 01 01 22 19 250  1.5  1.5  0.00 99.00 99.00 999 1010.7   2.9 999.0   1.7 99.0 99.00
2010 01 01 23 00 290  2.1  2.1  0.00 99.00 99.00 999 1010.5   3.1 999.0   2.1 99.0 99.00
2010 01 01 23 19 310  2.1  2.1  0.00 99.00 99.00 999 1010.4   3.2 999.0   2.1 99.0 99.00
2010 01 02 00 00 300  2.1  2.1  0.00 99.00 99.00 999 1010.2   3.1 999.0   2.2 99.0 99.00
2010 01 02 00 19 290  2.6  3.1  0.00 99.00 99.00 999 1009.9   3.3 999.0   2.2 99.0 99.00
2010 01 02 01 00 300  2.6  3.6  0.00 99.00 99.00 999 1009.3   3.3 999.0   1.8 99.0 99.00
2010 01 02 01 19 310  2.6  3.6  0.10 99.00 99.00 999 1009.1   3.3 999.0   1.5 99.0 99.00
2010 01 02 02 00 310  3.1  3.6  0.00 99.00 99.00 999 1008.5   3.2 999.0   1.0 99.0 99.00
2010 01 02 02 19 320  3.1  3.6  0.00 99.00 99.00 999 1008.4   3.2 999.0   1.1 99.0 99.00
2010 01 02 03 00 320  3.6  4.1  0.00 99.00 99.00 999 1007.8   3.3 999.0   1.0 99.0 99.00
2010 01 02 03 19 310  4.1  4.6  0.00 99.00 99.00 999 1007.7   3.2 999.0   0.9 99.0 99.00
2010 01 02 04 00 310  4.1  5.1  0.00 99.00 99.00 999 1007.0   3.1 999.0   1.0 99.0 99.00
