#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 02 11 18 19  90  3.1  3.6  0.00 99.00 99.00 999 1011.6   3.3 999.0   1.9 99.0 99.00
2009 02 11 19 00 100  3.1  3.1  0.00 99.00 99.00 999 1010.8   3.6 999.0   2.1 99.0 99.00
2009 02 11 19 45 110  3.1  3.6  0.00 99.00 99.00 999 1010.0   5.1 999.0   3.4 99.0 99.00
2009 02 11 20 00  90  2.6  3.1  0.00 99.00 99.00 999 1009.8   5.7 999.0   3.9 99.0 99.00
2009 02 11 20 19  90  3.6  4.6  0.00 99.00 99.00 999 1009.4   4.7 999.0   3.3 99.0 99.00
2009 02 11 21 00  60  2.1  3.6  0.00 99.00 99.00 999 1009.0   5.0 999.0   3.7 99.0 99.00
2009 02 11 21 19  50  2.6  4.1  0.00 99.00 99.00 999 1008.9   4.6 999.0   3.4 99.0 99.00
2009 02 11 22 00  50  2.1  3.1  0.00 99.00 99.00 999 1008.4   5.6 999.0   3.8 99.0 99.00
2009 02 11 22 19  70  2.1  3.1  0.00 99.00 99.00 999 1008.0   3.3 999.0   2.4 99.0 99.00
2009 02 11 23 00 140  1.5  2.6  0.00 99.00 99.00 999 1007.5   5.8 999.0   4.9 99.0 99.00
2009 02 11 23 19  80  2.1  3.1  0.00 99.00 99.00 999 1007.2   5.1 999.0   3.8 99.0 99.00
2009 02 12 00 00 110  2.1  2.6  0.00 99.00 99.00 999 1006.8   5.7 999.0   4.8 99.0 99.00
2009 02 12 00 19   0  0.0  0.5  0.00 99.00 99.00 999 1006.4   4.0 999.0   3.0 99.0 99.00
2009 02 12 01 00  60  2.1  3.1  0.00 99.00 99.00 999 1005.4   2.9 999.0   2.3 99.0 99.00
2009 02 12 01 19  80  1.5  2.1  0.00 99.00 99.00 999 1004.3   4.5 999.0   3.9 99.0 99.00
2009 02 12 02 00  80  1.0  2.1  0.10 99.00 99.00 999 1003.7   4.6 999.0   4.0 99.0 99.00
2009 02 12 02 19  90  1.5  2.1  0.10 99.00 99.00 999 1003.2   5.1 999.0   4.5 99.0 99.00
2009 02 12 03 00   0  0.0  1.0  0.10 99.00 99.00 999 1002.7   4.5 999.0   4.0 99.0 99.00
2009 02 12 03 19   0  0.0  1.5  0.10 99.00 99.00 999 1001.6   3.6 999.0   3.2 99.0 99.00
2009 02 12 04 00  40  1.5  2.6  0.10 99.00 99.00 999 1000.7   3.8 999.0   3.5 99.0 99.00
2009 02 12 04 19  60  2.6  3.1  0.10 99.00 99.00 999  999.9   3.0 999.0   2.9 99.0 99.00
2009 02 12 05 00  90  1.5  2.6  0.00 99.00 99.00 999  999.3   4.6 999.0   4.4 99.0 99.00
2009 02 12 05 19  30  1.0  2.1  0.00 99.00 99.00 999  997.9   5.1 999.0   4.8 99.0 99.00
2009 02 12 06 00  50  1.0  1.5  0.00 99.00 99.00 999  997.0   3.8 999.0   3.5 99.0 99.00
2009 02 12 06 19 220  3.1  5.7  0.00 99.00 99.00 999  995.5   7.0 999.0   6.8 99.0 99.00
2009 02 12 07 00 210  5.7  6.7  0.10 99.00 99.00 999  995.0   7.4 999.0   7.2 99.0 99.00
2009 02 12 07 19 260  3.6  4.6  0.10 99.00 99.00 999  994.4   5.8 999.0   5.5 99.0 99.00
2009 02 12 08 00 260  5.1  6.2  0.10 99.00 99.00 999  994.6   5.2 999.0   5.1 99.0 99.00
2009 02 12 08 19 250  5.1  5.7  0.10 99.00 99.00 999  994.2   5.8 999.0   5.8 99.0 99.00
2009 02 12 09 00 230  6.2  7.2  0.10 99.00 99.00 999  993.9   8.0 999.0   7.4 99.0 99.00
2009 02 12 09 19 230  5.7  6.2  0.20 99.00 99.00 999  993.4   7.6 999.0   6.5 99.0 99.00
2009 02 12 10 00 230  5.1  6.2  0.10 99.00 99.00 999  993.0   7.4 999.0   6.4 99.0 99.00
2009 02 12 10 19 230  5.7  6.7  0.10 99.00 99.00 999  992.7   8.1 999.0   5.5 99.0 99.00
2009 02 12 11 00 250  5.7  8.8  0.10 99.00 99.00 999  992.8   7.8 999.0   3.5 99.0 99.00
2009 02 12 11 19 260  8.8 10.8  0.10 99.00 99.00 999  992.7   8.9 999.0   2.7 99.0 99.00
2009 02 12 12 00 270 10.3 16.0  0.40  2.00 99.00 999  992.9   9.4 999.0   2.9 99.0 99.00
2009 02 12 12 19 270 10.3 13.9  0.60  3.00 99.00 999  993.1   9.5 999.0   2.8 99.0 99.00
2009 02 12 13 00 270 13.4 18.5  0.80  3.00 99.00 999  993.3   9.4 999.0   1.9 99.0 99.00
2009 02 12 13 19 260 13.4 19.0  1.00  4.00 99.00 999  993.6   8.2 999.0   1.5 99.0 99.00
2009 02 12 14 00 280 14.4 19.0  1.20  4.00 99.00 999  993.9   8.5 999.0   0.7 99.0 99.00
2009 02 12 14 19 280 11.3 16.5  1.10  5.00 99.00 999  994.1   8.4 999.0   1.0 99.0 99.00
2009 02 12 15 00 280 11.8 18.0  1.00  5.00 99.00 999  993.9   8.5 999.0   0.6 99.0 99.00
2009 02 12 15 19 270 12.9 17.0  0.90  4.00 99.00 999  993.7   8.8 999.0   0.3 99.0 99.00
2009 02 12 16 00 270 12.9 17.5  1.10  5.00 99.00 999  993.5   8.9 999.0   0.4 99.0 99.00
2009 02 12 16 19 280 12.9 18.0  1.10  5.00 99.00 999  993.7   8.9 999.0  -0.1 99.0 99.00
2009 02 12 17 00 280 13.4 21.1  1.10  4.00 99.00 999  993.8   9.0 999.0  -0.2 99.0 99.00
2009 02 12 17 19 280 14.9 22.1  1.20  5.00 99.00 999  993.9   8.6 999.0  -0.5 99.0 99.00
2009 02 12 18 00 280 12.9 17.5  1.50  5.00 99.00 999  994.3   8.1 999.0  -0.5 99.0 99.00
2009 02 12 18 19 280 12.4 17.0  1.30  5.00 99.00 999  994.7   7.8 999.0  -0.4 99.0 99.00
2009 02 12 19 00 280 14.4 19.6  1.20  5.00 99.00 999  994.7   7.7 999.0  -0.5 99.0 99.00
2009 02 12 19 19 280 12.9 17.0  1.20  5.00 99.00 999  995.1   7.6 999.0  -0.6 99.0 99.00
2009 02 12 20 00 280 12.9 18.5  1.20  4.00 99.00 999  995.5   7.5 999.0  -0.7 99.0 99.00
2009 02 12 20 19 280 12.9 17.5  1.10  4.00 99.00 999  995.8   7.7 999.0  -0.8 99.0 99.00
2009 02 12 21 00 280 14.4 19.6  1.10  4.00 99.00 999  996.0   7.7 999.0  -0.8 99.0 99.00
2009 02 12 21 19 280 13.9 18.5  1.10  4.00 99.00 999  996.5   7.7 999.0  -0.7 99.0 99.00
2009 02 12 22 00 280 13.4 20.6  1.20  4.00 99.00 999  997.2   7.6 999.0  -0.6 99.0 99.00
2009 02 12 22 19 290 12.9 18.5  1.10  4.00 99.00 999  997.9   7.4 999.0  -0.4 99.0 99.00
2009 02 12 23 00 290 12.4 17.0  1.20  4.00 99.00 999  998.7   7.3 999.0  -0.4 99.0 99.00
2009 02 12 23 19 290 12.9 17.0  1.00  4.00 99.00 999  999.5   7.5 999.0  -0.8 99.0 99.00
2009 02 13 00 00 290 11.3 17.0  0.90  4.00 99.00 999 1000.0   7.1 999.0  -1.0 99.0 99.00
2009 02 13 00 19 290 13.4 18.5  1.00  3.00 99.00 999 1000.2   7.2 999.0  -1.6 99.0 99.00
2009 02 13 01 00 300 11.8 16.5  1.10  4.00 99.00 999 1000.7   7.1 999.0  -1.9 99.0 99.00
2009 02 13 01 19 300 12.9 17.5  1.00  3.00 99.00 999 1001.1   6.8 999.0  -2.2 99.0 99.00
2009 02 13 02 00 300 12.4 19.6  1.00  4.00 99.00 999 1001.5   6.4 999.0  -2.4 99.0 99.00
2009 02 13 02 19 300 12.4 18.5  0.80  4.00 99.00 999 1001.9   6.1 999.0  -2.3 99.0 99.00
2009 02 13 03 00 300 12.4 17.5  1.00  4.00 99.00 999 1002.4   6.0 999.0  -2.4 99.0 99.00
2009 02 13 03 19 290 12.9 19.0  0.80  4.00 99.00 999 1002.3   5.7 999.0  -2.5 99.0 99.00
2009 02 13 04 00 300 12.4 18.0  1.00  4.00 99.00 999 1002.8   5.7 999.0  -2.7 99.0 99.00
2009 02 13 04 19 300 11.3 14.9  0.90  4.00 99.00 999 1003.3   5.5 999.0  -2.6 99.0 99.00
2009 02 13 05 00 300 11.3 17.5  0.80  4.00 99.00 999 1003.6   5.6 999.0  -2.6 99.0 99.00
2009 02 13 05 19 300 11.8 14.9  0.80  4.00 99.00 999 1003.6   5.3 999.0  -2.4 99.0 99.00
2009 02 13 06 00 300 11.3 14.9  0.80  3.00 99.00 999 1003.9   5.3 999.0  -2.3 99.0 99.00
2009 02 13 06 19 300 10.8 14.4  0.80  4.00 99.00 999 1004.3   5.2 999.0  -2.1 99.0 99.00
2009 02 13 07 00 300 11.3 16.5  0.90  4.00 99.00 999 1004.5   5.3 999.0  -2.2 99.0 99.00
2009 02 13 07 19 300 10.8 14.4  0.80  3.00 99.00 999 1004.6   5.1 999.0  -2.0 99.0 99.00
2009 02 13 08 00 300 10.3 14.9  0.90  4.00 99.00 999 1004.8   5.1 999.0  -2.0 99.0 99.00
2009 02 13 08 19 300 10.8 17.0  0.80  3.00 99.00 999 1005.2   5.2 999.0  -2.0 99.0 99.00
2009 02 13 09 00 300  9.8 13.9  0.60  3.00 99.00 999 1005.4   5.2 999.0  -2.2 99.0 99.00
2009 02 13 09 19 300  8.8 12.9  0.60  3.00 99.00 999 1005.6   5.1 999.0  -2.3 99.0 99.00
2009 02 13 10 00 310  9.8 14.4  0.60  2.00 99.00 999 1005.8   5.2 999.0  -2.5 99.0 99.00
2009 02 13 10 19 300  9.8 15.4  0.60  2.00 99.00 999 1006.2   5.2 999.0  -2.5 99.0 99.00
2009 02 13 11 00 320  8.8 13.4  0.50  3.00 99.00 999 1006.8   4.8 999.0  -2.3 99.0 99.00
2009 02 13 11 19 310  8.8 14.4  0.50  3.00 99.00 999 1007.2   4.7 999.0  -2.5 99.0 99.00
2009 02 13 12 00 300 10.3 14.4  0.60  3.00 99.00 999 1007.8   4.6 999.0  -3.5 99.0 99.00
2009 02 13 12 19 310  9.8 14.4  0.60  3.00 99.00 999 1008.5   4.3 999.0  -3.8 99.0 99.00
2009 02 13 13 00 310  8.8 11.8  0.60  3.00 99.00 999 1009.0   4.2 999.0  -4.0 99.0 99.00
2009 02 13 13 19 310 11.3 15.4  0.60  3.00 99.00 999 1009.3   3.9 999.0  -4.3 99.0 99.00
2009 02 13 14 00 310  9.8 13.4  0.60  3.00 99.00 999 1009.7   3.6 999.0  -4.5 99.0 99.00
2009 02 13 14 19 310  8.8 11.3  0.50  3.00 99.00 999 1010.0   3.4 999.0  -5.2 99.0 99.00
2009 02 13 15 00 310 10.3 13.4  0.50  3.00 99.00 999 1010.3   3.0 999.0  -8.7 99.0 99.00
