#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 01 00 15 270  4.6  6.2  0.20 99.00 99.00 999 9999.0  -0.8 999.0 -11.1 99.0 99.00
2015 01 01 00 45 270  5.1  7.2  0.10 99.00 99.00 999 9999.0  -0.8 999.0 -11.3 99.0 99.00
2015 01 01 00 49 270  5.1  7.2  0.10 99.00 99.00 999 9999.0  -0.9 999.0 -11.5 99.0 99.00
2015 01 01 01 15 270  5.1  7.2  0.10 99.00 99.00 999 9999.0  -0.9 999.0 -11.5 99.0 99.00
2015 01 01 01 19 270  5.1  7.2  0.10 99.00 99.00 999 9999.0  -0.8 999.0 -10.8 99.0 99.00
2015 01 01 01 45 270  5.7  7.7  0.10 99.00 99.00 999 9999.0  -0.8 999.0 -11.2 99.0 99.00
2015 01 01 02 15 270  5.1  7.2  0.10 99.00 99.00 999 9999.0  -0.8 999.0 -10.8 99.0 99.00
2015 01 01 02 19 250  7.2  9.3  0.20 99.00 99.00 999 9999.0  -0.3 999.0 -10.7 99.0 99.00
2015 01 01 02 45 250  7.2  9.3  0.20 99.00 99.00 999 9999.0  -0.4 999.0 -11.0 99.0 99.00
2015 01 01 03 15 250  7.2  9.3  0.20 99.00 99.00 999 9999.0  -0.3 999.0 -10.7 99.0 99.00
2015 01 01 03 19 250  8.8 10.3  0.30  2.00 99.00 999 9999.0  -0.2 999.0  -9.5 99.0 99.00
2015 01 01 03 45 250  7.7  9.8  0.30  2.00 99.00 999 9999.0  -0.3 999.0 -10.7 99.0 99.00
2015 01 01 04 15 250  8.8 10.3  0.30  2.00 99.00 999 9999.0  -0.2 999.0  -9.5 99.0 99.00
2015 01 01 04 19 250  8.2 10.8  0.40  3.00 99.00 999 9999.0  -0.6 999.0 -10.1 99.0 99.00
2015 01 01 04 45 250  8.2 10.3  0.40  3.00 99.00 999 9999.0  -0.4 999.0  -9.6 99.0 99.00
2015 01 01 05 15 250  8.2 10.8  0.40  3.00 99.00 999 9999.0  -0.6 999.0 -10.1 99.0 99.00
2015 01 01 05 19 250  7.7  9.8  0.50  3.00 99.00 999 9999.0  -0.9 999.0 -11.2 99.0 99.00
2015 01 01 05 45 250  8.8 10.8  0.50  3.00 99.00 999 9999.0  -0.7 999.0 -10.8 99.0 99.00
2015 01 01 06 15 250  7.7  9.8  0.50  3.00 99.00 999 9999.0  -0.9 999.0 -11.2 99.0 99.00
2015 01 01 06 19 260  8.8 11.8  0.40  3.00 99.00 999 9999.0  -0.9 999.0 -11.2 99.0 99.00
2015 01 01 06 45 260  8.2 11.3  0.40  3.00 99.00 999 9999.0  -0.7 999.0 -10.8 99.0 99.00
2015 01 01 07 00 260  8.8 11.8  0.40  3.00 99.00 999 9999.0  -0.9 999.0 -11.2 99.0 99.00
2015 01 01 07 19 260  9.3 12.4  0.50  3.00 99.00 999 9999.0  -1.2 999.0 -10.9 99.0 99.00
2015 01 01 07 45 260  9.8 12.9  0.50  3.00 99.00 999 9999.0  -0.8 999.0 -11.1 99.0 99.00
2015 01 01 08 15 260  9.3 12.4  0.50  3.00 99.00 999 9999.0  -1.2 999.0 -10.9 99.0 99.00
2015 01 01 08 19 270  8.2 10.3  0.50  3.00 99.00 999 9999.0  -1.4 999.0 -10.5 99.0 99.00
2015 01 01 08 45 260  9.3 11.3  0.50  3.00 99.00 999 9999.0  -1.2 999.0 -10.4 99.0 99.00
2015 01 01 09 15 270  8.2 10.3  0.50  3.00 99.00 999 9999.0  -1.4 999.0 -10.5 99.0 99.00
2015 01 01 09 45 270  8.8 11.8  0.50  3.00 99.00 999 9999.0  -1.5 999.0 -10.6 99.0 99.00
2015 01 01 09 49 260  8.2 10.8  0.50  3.00 99.00 999 9999.0  -1.5 999.0 -10.4 99.0 99.00
2015 01 01 10 15 260  8.2 10.8  0.50  3.00 99.00 999 9999.0  -1.5 999.0 -10.4 99.0 99.00
2015 01 01 10 19 260  8.2 10.8  0.50  3.00 99.00 999 9999.0  -1.6 999.0 -11.4 99.0 99.00
2015 01 01 10 45 260  8.8 10.8  0.50  3.00 99.00 999 9999.0  -1.6 999.0 -11.0 99.0 99.00
2015 01 01 11 15 260  8.2 10.8  0.50  3.00 99.00 999 9999.0  -1.6 999.0 -11.4 99.0 99.00
