YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 05 04 10 30 330  3.1  4.1  0.10 99.00 99.00 999 1013.0  11.6 999.0  10.4 99.0 99.00
2006 05 04 11 00 330  2.1  4.1 99.00 99.00 99.00 999 1013.3  11.4 999.0  10.2 99.0 99.00
2006 05 04 11 30 310  1.5  2.1  0.10 99.00 99.00 999 1013.6  11.5 999.0   9.9 99.0 99.00
2006 05 04 12 00 270  1.5  2.6 99.00 99.00 99.00 999 1013.3  12.0 999.0  10.0 99.0 99.00
2006 05 04 12 30 270  3.1  3.6 99.00 99.00 99.00 999 1013.3  12.3 999.0  10.8 99.0 99.00
2006 05 04 13 00 270  3.1  3.6 99.00 99.00 99.00 999 1013.3  12.4 999.0  10.9 99.0 99.00
2006 05 04 13 30 270  3.1  3.6  0.10 99.00 99.00 999 1013.3  12.4 999.0  10.9 99.0 99.00
2006 05 04 14 00 250  3.6  4.1 99.00 99.00 99.00 999 1012.9  13.0 999.0  11.0 99.0 99.00
2006 05 04 14 30 240  3.6  3.6 99.00 99.00 99.00 999 1012.5  14.0 999.0  11.2 99.0 99.00
2006 05 04 15 00 240  3.1  3.6 99.00 99.00 99.00 999 1012.3  14.3 999.0  11.3 99.0 99.00
2006 05 04 15 30 240  3.6  4.1  0.10 99.00 99.00 999 1011.9  15.2 999.0  11.3 99.0 99.00
2006 05 04 16 00 250  3.6  4.1 99.00 99.00 99.00 999 1011.6  15.5 999.0  11.3 99.0 99.00
2006 05 04 16 30 240  3.1  3.6  0.10 99.00 99.00 999 1011.0  15.8 999.0  11.4 99.0 99.00
2006 05 04 17 00 250  3.6  4.1 99.00 99.00 99.00 999 1010.6  16.9 999.0  11.2 99.0 99.00
2006 05 04 17 30 240  3.6  4.1  0.10 99.00 99.00 999 1010.2  17.2 999.0  11.1 99.0 99.00
2006 05 04 18 00 240  3.6  4.6 99.00 99.00 99.00 999 1009.5  17.7 999.0  10.8 99.0 99.00
2006 05 04 18 30 250  3.6  4.6  0.10 99.00 99.00 999 1009.1  18.4 999.0  10.8 99.0 99.00
2006 05 04 19 00 210  3.6  4.1 99.00 99.00 99.00 999 1008.7  19.3 999.0  10.3 99.0 99.00
2006 05 04 19 30 220  3.1  3.6  0.10 99.00 99.00 999 1008.4  20.8 999.0   7.4 99.0 99.00
2006 05 04 20 00 180  3.1  3.6 99.00 99.00 99.00 999 1008.0  21.0 999.0   8.1 99.0 99.00
2006 05 04 20 30 190  3.1  3.6  0.10 99.00 99.00 999 1007.4  20.3 999.0   8.7 99.0 99.00
2006 05 04 21 00 190  3.1  3.6 99.00 99.00 99.00 999 1007.0  21.2 999.0   8.0 99.0 99.00
2006 05 04 21 30 180  3.1  3.1  0.10 99.00 99.00 999 1006.9  21.8 999.0   7.5 99.0 99.00
2006 05 04 22 00 240  2.1  3.6 99.00 99.00 99.00 999 1007.0  20.3 999.0   9.4 99.0 99.00
2006 05 04 22 30 230  3.6  5.1  0.10 99.00 99.00 999 1007.0  19.2 999.0  11.8 99.0 99.00
2006 05 04 23 00 220  2.1  3.1 99.00 99.00 99.00 999 1007.2  18.5 999.0  11.5 99.0 99.00
2006 05 04 23 30 210  1.5  3.6  0.10 99.00 99.00 999 1007.3  18.6 999.0  11.1 99.0 99.00
2006 05 05 00 00 260  2.1  3.1 99.00 99.00 99.00 999 1007.6  18.1 999.0  11.0 99.0 99.00
2006 05 05 00 30 240  2.6  3.1  0.10 99.00 99.00 999 1007.8  17.8 999.0  10.5 99.0 99.00
2006 05 05 01 00 230  1.5  2.1 99.00 99.00 99.00 999 1008.0  17.8 999.0  10.1 99.0 99.00
2006 05 05 01 30 280  0.5  1.0  0.10 99.00 99.00 999 1008.2  16.9 999.0  10.6 99.0 99.00
2006 05 05 02 00  50  1.0  1.5 99.00 99.00 99.00 999 1008.1  15.8 999.0  10.9 99.0 99.00
2006 05 05 02 30  20  1.5  2.1  0.10 99.00 99.00 999 1008.1  15.7 999.0  11.2 99.0 99.00
2006 05 05 03 00  30  1.5  2.1 99.00 99.00 99.00 999 1007.8  16.0 999.0  10.8 99.0 99.00
2006 05 05 03 30  70  2.1  2.6  0.00 99.00 99.00 999 1007.5  14.9 999.0  11.3 99.0 99.00
2006 05 05 04 00  80  2.1  2.6 99.00 99.00 99.00 999 1007.3  14.2 999.0  11.6 99.0 99.00
2006 05 05 04 30  90  2.1  2.1  0.10 99.00 99.00 999 1007.1  14.1 999.0  11.5 99.0 99.00
2006 05 05 05 00  90  2.1  2.1 99.00 99.00 99.00 999 1007.1  14.1 999.0  11.4 99.0 99.00
2006 05 05 05 30  40  1.0  1.5  0.00 99.00 99.00 999 1006.8  13.7 999.0  11.7 99.0 99.00
2006 05 05 06 00  10  1.5  1.5 99.00 99.00 99.00 999 1006.5  13.8 999.0  11.7 99.0 99.00
2006 05 05 06 30 340  1.0  1.0  0.10 99.00 99.00 999 1006.3  13.5 999.0  11.7 99.0 99.00
2006 05 05 07 00 360  1.0  1.5 99.00 99.00 99.00 999 1006.2  13.3 999.0  11.7 99.0 99.00
2006 05 05 07 30 350  1.5  1.5  0.00 99.00 99.00 999 1006.3  13.1 999.0  11.7 99.0 99.00
2006 05 05 08 00 310  1.0  1.5 99.00 99.00 99.00 999 1006.4  13.1 999.0  11.7 99.0 99.00
2006 05 05 08 30 340  1.0  1.0  0.00 99.00 99.00 999 1006.5  12.9 999.0  11.6 99.0 99.00
2006 05 05 09 00  60  2.1  4.1 99.00 99.00 99.00 999 1006.6  12.9 999.0  11.4 99.0 99.00
2006 05 05 09 30  80  2.1  2.6  0.00 99.00 99.00 999 1006.9  13.7 999.0  10.5 99.0 99.00
2006 05 05 10 00 100  1.0  1.5 99.00 99.00 99.00 999 1007.2  14.4 999.0   9.7 99.0 99.00
2006 05 05 10 30 220  1.0  1.5  0.00 99.00 99.00 999 1007.8  13.9 999.0  11.0 99.0 99.00
2006 05 05 11 00 280  1.5  2.1 99.00 99.00 99.00 999 1008.2  14.2 999.0  10.7 99.0 99.00
2006 05 05 11 30 280  2.1  2.6  0.00 99.00 99.00 999 1008.7  13.5 999.0  11.6 99.0 99.00
2006 05 05 12 30 310  2.6  3.1  0.00 99.00 99.00 999 1009.2  14.9 999.0  10.9 99.0 99.00
2006 05 05 13 00 330  1.0  2.1 99.00 99.00 99.00 999 1009.2  15.4 999.0  11.2 99.0 99.00
2006 05 05 13 30  30  4.1  5.1  0.10 99.00 99.00 999 1009.2  17.3 999.0  10.0 99.0 99.00
2006 05 05 14 00  40  3.6  4.1 99.00 99.00 99.00 999 1009.1  17.1 999.0   9.8 99.0 99.00
2006 05 05 14 30 310  1.0  1.5  0.10 99.00 99.00 999 1009.2  17.2 999.0  10.0 99.0 99.00
2006 05 05 15 00 230  1.5  2.1 99.00 99.00 99.00 999 1009.2  18.3 999.0   9.9 99.0 99.00
2006 05 05 15 30 240  1.5  2.1 99.00 99.00 99.00 999 1009.3  18.3 999.0  11.2 99.0 99.00
