Buoy 44017 Time	Buoy 44017 Wave Height	Buoy 44017 U10	SARAL-AltiKa Time	SARAL-AltiKa Wave Height	SARAL-AltiKa Wind Speed	Buoy-Sat. Distance (km)	Time Difference (min.)
2015-12-13 10:50:00.000000000	0.78	1.3236556623224338	2015-12-13 10:21:08.473202944	0.9980000257492065	2.7799999713897705	12.573188495579164	-28.858779950933336
2015-12-13 10:50:00.000000000	0.78	1.3236556623224338	2015-12-13 10:21:09.510724096	0.9050000309944153	2.2100000381469727	14.224646501462363	-28.841487931733333
2015-12-13 10:50:00.000000000	0.78	1.3236556623224338	2015-12-13 10:21:10.548872960	0.8600000143051147	1.71999990940094	18.548720991432745	-28.82418545066667
2015-12-13 10:50:00.000000000	0.78	1.3236556623224338	2015-12-13 10:21:11.586920960	0.8290000557899475	1.75	24.149637246774212	-28.806884650666667
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:22.206855040	2.00600004196167	7.960000038146973	23.924559985802812	-28.629885749333333
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:23.243318080	2.0180001258850098	9.0	18.704195962024603	-28.612611365333333
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:24.279782080	2.1410000324249268	9.760000228881836	14.98355138894525	-28.595336965333335
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:25.316246976	2.127000093460083	10.729999542236328	14.013084904222898	-28.5780625504
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:26.352709056	2.3410000801086426	10.969999313354492	16.292094750913336	-28.5607881824
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:27.389174016	2.2320001125335693	10.809999465942383	20.777528010959912	-28.5435137664
2015-12-21 23:50:00.000000000	2.4	12.464424153536253	2015-12-21 23:21:28.425636992	2.2260000705718994	10.949999809265137	26.36651872273482	-28.526239383466667
2016-01-17 10:50:00.000000000	1.58	9.265589636257038	2016-01-17 10:21:01.405108928	1.812000036239624	8.859999656677246	21.882022394573333	-28.97658151786667
2016-01-17 10:50:00.000000000	1.58	9.265589636257038	2016-01-17 10:21:02.441572928	1.6380001306533813	7.940000057220459	27.711536052627572	-28.95930711786667
2016-01-25 23:50:00.000000000	1.32	5.184318010762866	2016-01-25 23:21:15.752465984	1.1910001039505005	3.8999998569488525	27.309592543855135	-28.737458900266667
2016-01-25 23:50:00.000000000	1.32	5.184318010762866	2016-01-25 23:21:16.789987072	1.2410000562667847	4.880000114440918	21.662628172139286	-28.720166882133334
2016-01-25 23:50:00.000000000	1.32	5.184318010762866	2016-01-25 23:21:17.827506048	1.2160000801086426	4.980000019073486	17.031782012323994	-28.7028748992
2016-01-25 23:50:00.000000000	1.32	5.184318010762866	2016-01-25 23:21:20.940067072	1.3310000896453857	4.889999866485596	18.348894624363616	-28.650998882133333
2016-01-25 23:50:00.000000000	1.32	5.184318010762866	2016-01-25 23:21:21.977586048	1.2310000658035278	4.789999961853027	23.387069618772507	-28.6337068992
2016-02-21 10:50:00.000000000	1.74	8.82437108214956	2016-02-21 10:20:58.683145984	2.064000129699707	8.380000114440918	12.72301926927216	-29.02194756693333
2016-02-29 23:50:00.000000000	2.33	10.037722105945123	2016-02-29 23:21:13.124823104	2.0950000286102295	7.0	23.212376190397116	-28.78125294826667
2016-02-29 23:50:00.000000000	2.33	10.037722105945123	2016-02-29 23:21:16.238966016	2.2760000228881836	8.970000267028809	15.314938797856923	-28.7293505664
2016-02-29 23:50:00.000000000	2.33	10.037722105945123	2016-02-29 23:21:17.277013056	2.375	9.199999809265137	18.110995557412018	-28.7120497824
2016-03-27 10:50:00.000000000	0.97	6.5079736730853	2016-03-27 10:20:54.202625984	0.9500000476837158	4.710000038146973	11.205655236987802	-29.096622900266667
2016-03-27 10:50:00.000000000	0.97	6.5079736730853	2016-03-27 10:20:56.278722048	1.0329999923706055	4.159999847412109	14.813047104068271	-29.0620212992
2016-03-27 10:50:00.000000000	0.97	6.5079736730853	2016-03-27 10:20:57.316770048	0.9310000538825989	3.6499998569488525	20.310071817980578	-29.0447204992
2016-04-04 23:50:00.000000000	2.06	9.486198913310776	2016-04-04 23:21:16.546600128	2.0199999809265137	7.119999885559082	24.493286772537626	-28.7242233312
2016-04-04 23:50:00.000000000	2.06	9.486198913310776	2016-04-04 23:21:17.583592896	2.067000150680542	8.149999618530273	20.399180554993297	-28.7069401184
2016-04-04 23:50:00.000000000	2.06	9.486198913310776	2016-04-04 23:21:18.620583040	2.1560001373291016	8.479999542236328	18.155517388975117	-28.689656949333333
2016-05-01 10:50:00.000000000	1.31	4.743099456655388	2016-05-01 10:20:47.347521088	1.2930001020431519	3.9700000286102295	13.425780986213422	-29.210874648533334
2016-05-01 10:50:00.000000000	1.31	4.743099456655388	2016-05-01 10:20:49.421504000	1.3930000066757202	3.7799999713897705	12.112114774109536	-29.17630826666667
2016-05-01 10:50:00.000000000	1.31	4.743099456655388	2016-05-01 10:20:51.495487936	1.349000096321106	3.1499998569488525	22.410838906905546	-29.141741867733334
