#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 08 31 23 50  60  0.4  0.7  0.43 13.79  4.17 137 1023.7  22.1  22.3 999.0 99.0 99.00
2019 09 01 00 50  26  1.5  1.7  0.43  3.57  4.13  51 1024.2  22.3  22.1 999.0 99.0 99.00
2019 09 01 01 50  33  3.8  4.4  0.45 13.79  5.07 155 1024.6  22.9  22.0 999.0 99.0 99.00
2019 09 01 02 50  33  5.5  6.9  0.43 12.90  4.46 136 1024.6  22.8  21.9 999.0 99.0 99.00
2019 09 01 03 50  50  6.2  7.1  0.50 12.90  3.57 132 1024.9  22.7  21.8 999.0 99.0 99.00
2019 09 01 04 50  58  5.9  7.0  0.57 12.90  3.60 155 1025.3  22.5  21.9 999.0 99.0 99.00
2019 09 01 05 50  54  6.5  7.4  0.63 12.90  3.71 173 1025.5  22.4  21.9 999.0 99.0 99.00
2019 09 01 06 50  41  7.0  8.0  0.70 12.12  3.50 181 1025.7  22.1  21.8 999.0 99.0 99.00
2019 09 01 07 50  40  6.5  7.3  0.66 12.12  3.59 162 1025.6  21.7  21.9 999.0 99.0 99.00
2019 09 01 08 50  40  6.1  7.4  0.74 12.12  3.84 167 1025.6  21.5  21.9 999.0 99.0 99.00
2019 09 01 09 50  43  5.4  6.6  0.78 11.43  4.09 152 1025.8  21.2  21.8 999.0 99.0 99.00
2019 09 01 10 50  50  5.7  6.4  0.74 11.43  4.10 155 1026.4  21.1  21.8 999.0 99.0 99.00
2019 09 01 11 50  57  6.3  7.3  0.84 11.43  4.45 144 1026.5  21.5  21.8 999.0 99.0 99.00
2019 09 01 12 50  91  6.4  7.3  0.91 11.43  4.53 154 1026.5  22.2  21.8 999.0 99.0 99.00
2019 09 01 13 50  91  7.5  8.7  0.94 11.43  4.42 154 1026.5  22.5  21.9 999.0 99.0 99.00
2019 09 01 14 50  86  7.7  9.0  1.08 10.81  4.77 163 1026.9  22.4  21.9 999.0 99.0 99.00
2019 09 01 15 50  84  7.4  8.5  1.04 11.43  4.42 154 1027.1  22.1  21.9 999.0 99.0 99.00
2019 09 01 16 50  88  7.3  8.4  1.18 12.12  4.75 148 1026.8  22.0  21.9 999.0 99.0 99.00
2019 09 01 17 50  93  6.9  8.0  1.15 12.12  4.65 145 1026.6  22.0  22.0 999.0 99.0 99.00
2019 09 01 18 50 101  6.9  8.1  1.12 10.00  4.51 155 1026.3  22.0  22.0 999.0 99.0 99.00
2019 09 01 19 50 106  7.0  8.3  1.15 11.43  4.72 155 1025.9  22.2  22.1 999.0 99.0 99.00
2019 09 01 20 50 108  7.1  8.0  1.10 10.81  4.35 174 1025.7  22.2  22.1 999.0 99.0 99.00
2019 09 01 21 50 110  6.9  8.4  1.13 10.81  4.58 150 1025.6  22.3  22.1 999.0 99.0 99.00
2019 09 01 22 50 114  7.3  8.4  1.17 10.81  4.73 162 1025.3  22.2  22.1 999.0 99.0 99.00
2019 09 01 23 50 115  7.0  8.1  1.26 10.81  4.80 151 1025.0  22.1  22.1 999.0 99.0 99.00
2019 09 02 00 50 118  7.0  8.1  1.26 10.81  4.81 172 1025.0  22.2  22.1 999.0 99.0 99.00
2019 09 02 01 50 119  6.9  8.0  1.23 10.00  4.84 178 1024.6  22.1  22.1 999.0 99.0 99.00
2019 09 02 02 50 121  7.5  8.5  1.20 10.00  4.79 159 1024.0  22.0  22.0 999.0 99.0 99.00
2019 09 02 03 50 122  7.3  8.5  1.16 10.00  4.65 167 1023.4  22.0  22.0 999.0 99.0 99.00
2019 09 02 04 50 130  6.4  7.6  1.15  9.09  4.68 155 1023.3  21.9  22.0 999.0 99.0 99.00
2019 09 02 05 50 131  6.3  7.4  1.09 10.81  4.81 147 1022.7  21.9  22.0 999.0 99.0 99.00
2019 09 02 06 50 138  5.7  6.8  1.09 10.00  4.68 154 1022.2  22.0  22.0 999.0 99.0 99.00
2019 09 02 07 50 142  6.2  7.4  1.10  9.09  4.82 161 1021.4  22.0  22.0 999.0 99.0 99.00
2019 09 02 08 50 150  6.1  7.1  1.01  9.09  4.48 151 1020.9  22.1  22.0 999.0 99.0 99.00
2019 09 02 09 50 144  5.5  6.7  1.00 10.00  4.69 172 1020.6  22.1  22.0 999.0 99.0 99.00
2019 09 02 10 50 146  5.5  6.4  1.00  9.09  4.68 160 1020.7  22.2  21.9 999.0 99.0 99.00
2019 09 02 11 50 150  5.0  5.8  0.96  8.33  4.60 160 1020.5  22.3  22.0 999.0 99.0 99.00
2019 09 02 12 50 155  5.6  6.7  0.93  8.33  4.82 155 1019.8  22.4  22.0 999.0 99.0 99.00
2019 09 02 13 50 158  5.5  6.5  1.04  9.09  4.89 177 1019.3  22.6  22.0 999.0 99.0 99.00
2019 09 02 14 50 159  6.3  7.3  0.98  9.09  4.83 163 1018.5  22.8  22.1 999.0 99.0 99.00
2019 09 02 15 50 160  6.0  6.9  0.90 10.00  4.70 144 1018.0  22.9  22.2 999.0 99.0 99.00
