#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 01 00 00 198  4.4  5.6  0.33  7.69  4.51 121 1029.0   6.1   9.8   1.7 99.0 99.00
2007 01 01 01 00 200  4.5  5.5  0.30  7.69  4.57 117 1028.5   6.6   9.8   1.8 99.0 99.00
2007 01 01 02 00 180  4.7  5.9  0.31  6.25  4.05  99 1027.5   7.0   9.8   2.2 99.0 99.00
2007 01 01 03 00 164  6.1  7.6  0.37  2.63  3.59  94 1026.8   7.4  10.1   2.7 99.0 99.00
2007 01 01 04 00 152  6.7  7.9  0.50  2.86  3.22 164 1025.7   7.9  10.2   3.8 99.0 99.00
2007 01 01 05 00 160  6.3  7.3 99.00 99.00 99.00 999 1025.2   8.6  10.2   3.7 99.0 99.00
2007 01 01 06 00 162  7.5  9.0  0.69  3.45  3.45 157 1024.2   9.0  10.2   5.2 99.0 99.00
2007 01 01 07 00 157  8.9 10.2 99.00 99.00 99.00 999 1023.2   9.5  10.2   5.8 99.0 99.00
2007 01 01 08 00 156  9.9 11.8  1.03  4.00  3.84 154 1021.8   9.8  10.2   6.9 99.0 99.00
2007 01 01 09 00 156 10.9 12.7  1.31  4.76  4.16 151 1019.6  10.1  10.2   7.7 99.0 99.00
2007 01 01 10 00 162  9.8 11.2  1.64  4.76  4.44 153 1018.9  10.6  10.2   8.8 99.0 99.00
2007 01 01 11 00 155 11.4 13.5  1.65  5.26  4.61 154 1017.3  11.2  10.2  10.1 99.0 99.00
2007 01 01 12 00 160 10.9 13.8  1.82  5.56  4.86 152 1016.5  11.6  10.2  10.6 99.0 99.00
2007 01 01 13 00 163 11.3 13.4  1.93  5.88  4.94 153 1015.3  11.7  10.2  11.2 99.0 99.00
2007 01 01 14 00 173 11.9 14.8  1.78  5.88  4.82 154 1014.5  12.9  10.2  11.2 99.0 99.00
2007 01 01 15 00 176 12.4 15.3  2.18  6.25  5.14 155 1014.0  12.6  10.2  11.4 99.0 99.00
2007 01 01 16 00 177 12.7 16.3  2.52  6.67  5.42 147 1012.6  12.4  10.2  11.7 99.0 99.00
2007 01 01 17 00 183 13.5 17.7  2.48  7.14  5.38 150 1010.6  12.6  10.2  12.1 99.0 99.00
2007 01 01 18 00 185 13.6 17.0  2.97  7.14  5.75 159 1009.0  12.8  10.2  12.5 99.0 99.00
2007 01 01 19 00 194 10.0 11.8  2.95  7.14  5.95 165 1008.9  12.6  10.2  12.5 99.0 99.00
2007 01 01 20 00 180  6.2  7.6  2.81  7.69  5.94 164 1008.7  12.1  10.2  12.0 99.0 99.00
2007 01 01 21 00 200  6.9  8.2  2.52  7.14  5.70 161 1008.1  12.5  10.2  12.4 99.0 99.00
2007 01 01 22 00 197  6.6  7.9  2.02  7.14  5.38 165 1007.2  11.9  10.2  11.8 99.0 99.00
2007 01 01 23 00 199  8.7 10.1  2.28  7.14  5.71 164 1006.2  12.3  10.2  12.1 99.0 99.00
2007 01 02 00 00 195  6.5  8.2  2.28  7.69  5.87 159 1005.8  11.8  10.2  11.7 99.0 99.00
2007 01 02 01 00 251  4.4  5.3  2.40  8.33  6.13 165 1007.1  11.3  10.2  11.2 99.0 99.00
2007 01 02 02 00 329  2.9  5.4  2.19  7.69  6.13 165 1004.7  11.4  10.2  11.3 99.0 99.00
2007 01 02 03 00 283  6.4  7.8  2.20  8.33  6.37 163 1005.8  11.0  10.2  11.0 99.0 99.00
2007 01 02 04 00 278  5.5  6.8  2.09  8.33  6.23 171 1006.4  11.0  10.2  10.8 99.0 99.00
2007 01 02 05 00 275  7.8  9.4  2.03  8.33  6.10 172 1006.6  11.0  10.2  10.1 99.0 99.00
2007 01 02 06 00 278 11.0 13.5  2.26  8.33  5.87 164 1006.7  10.8  10.2   8.3 99.0 99.00
2007 01 02 07 00 284 11.0 13.8  2.16  8.33  5.43 158 1007.9  10.3  10.2   7.8 99.0 99.00
2007 01 02 08 00 297 10.9 13.4  2.25  8.33  5.56 175 1009.1  10.2  10.2   6.4 99.0 99.00
2007 01 02 09 00 300 12.4 15.2  2.14  8.33  5.38 166 1009.3   9.7  10.2   5.2 99.0 99.00
2007 01 02 10 00 292 14.1 16.6  2.29  8.33  5.13 172 1010.4   9.1  10.2   3.3 99.0 99.00
2007 01 02 11 00 292 14.7 17.6  2.25  5.56  5.15 286 1011.5   9.0  10.2   2.7 99.0 99.00
2007 01 02 12 00 292 13.6 17.0  2.39  5.88  5.35 300 1012.8   8.9  10.2   2.8 99.0 99.00
2007 01 02 13 00 303 14.5 17.7  2.24  5.56  5.20 299 1014.4   8.7  10.2   1.6 99.0 99.00
2007 01 02 14 00 305 14.1 17.4  2.10  5.56  4.95 295 1016.1   7.6  10.2   1.2 99.0 99.00
2007 01 02 15 00 302 13.2 16.8  2.33  5.26  5.13 304 1018.1   7.0  10.2  -0.7 99.0 99.00
2007 01 02 16 00 304 13.5 16.8  2.18  5.88  4.97 297 1018.9   6.6  10.2  -0.9 99.0 99.00
2007 01 02 17 00 301 12.7 15.4  2.13  5.88  5.11 296 1019.3   6.7  10.2  -2.6 99.0 99.00
2007 01 02 18 00 304 12.3 15.3  1.84  5.56  4.85 296 1019.7   7.3  10.2  -1.2 99.0 99.00
2007 01 02 19 00 290 10.5 12.5  1.69  5.56  4.79 291 1021.1   7.5  10.2  -0.3 99.0 99.00
2007 01 02 20 00 293 10.5 12.5  1.62  5.56  4.63 289 1021.5   8.1  10.2  -0.4 99.0 99.00
2007 01 02 21 00 294  9.9 11.8  1.50  5.56  4.64 292 1023.1   8.3  10.2  -0.8 99.0 99.00
2007 01 02 22 00 293 10.0 12.1  1.44  5.56  4.56 294 1024.0   8.5  10.2  -0.4 99.0 99.00
2007 01 02 23 00 308  9.5 11.5  1.40  5.26  4.41 293 1025.1   8.3  10.2  -2.5 99.0 99.00
2007 01 03 00 00 299  6.6  8.4  1.16  4.76  4.31 296 1026.4   8.3  10.2  -0.6 99.0 99.00
2007 01 03 01 00 285  8.4 10.3  0.97  4.35  4.05 295 1026.8   8.6  10.2  -0.3 99.0 99.00
2007 01 03 02 00 291  8.8 10.3  1.03  4.35  3.96 288 1027.0   8.6  10.2  -0.4 99.0 99.00
2007 01 03 03 00 286  8.6 10.4  0.95  4.35  3.95 290 1027.7   8.6  10.2  -1.2 99.0 99.00
2007 01 03 04 00 279  7.7  9.0  0.84  4.00  3.86 293 1028.3   8.3  10.2  -1.5 99.0 99.00
2007 01 03 05 00 277  6.3  7.5  0.80  4.00  3.78 296 1028.4   8.2  10.1   0.5 99.0 99.00
2007 01 03 06 00 285  5.4  6.7  0.72  4.00  3.88 297 1028.5   7.9  10.1   0.1 99.0 99.00
2007 01 03 07 00 293  5.8  7.1  0.76  3.85  3.90 291 1028.9   7.9   9.8   0.5 99.0 99.00
