YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 01 00 198  5.7  5.8  0.97  5.88  4.56 999 1014.3   7.9   5.0 999.0 99.0 99.00
2003 01 01 01 209  6.3  6.8  0.87  6.67  4.41 999 1013.9   7.9   5.0 999.0 99.0 99.00
2003 01 01 02 226  7.0  7.5  0.96  5.88  4.46 999 1013.8   8.2   4.9 999.0 99.0 99.00
2003 01 01 03 238  7.7  8.2  1.10  5.88  4.79 999 1013.5   7.8   4.8 999.0 99.0 99.00
2003 01 01 04 232  8.6  9.3  1.11  6.25  4.87 999 1012.6   8.1   4.8 999.0 99.0 99.00
2003 01 01 05 233  8.8  9.2  1.21  6.67  5.02 999 1012.2   7.9   4.8 999.0 99.0 99.00
2003 01 01 06 239  9.1  9.8  1.28  5.88  5.05 999 1013.0   7.9   4.9 999.0 99.0 99.00
2003 01 01 07 228  8.5  8.8  1.30  7.14  4.91 999 1013.3   7.1   4.9 999.0 99.0 99.00
2003 01 01 08 269  7.7  8.0  1.33  7.14  4.91 999 1014.1   7.2   4.9 999.0 99.0 99.00
2003 01 01 09 264  7.3  7.6  1.35  7.14  4.98 999 1014.4   6.7   5.0 999.0 99.0 99.00
2003 01 01 10 240  6.9  7.3  1.38  7.69  5.03 999 1015.0   6.7   5.0 999.0 99.0 99.00
2003 01 01 11 253  5.7  5.9  1.40  6.67  5.33 999 1015.5   6.8   5.0 999.0 99.0 99.00
2003 01 01 12 259  5.7  5.8  1.40  7.14  5.47 999 1015.8   7.0   5.0 999.0 99.0 99.00
2003 01 01 13 247  4.9  5.1  1.39  7.69  5.49 999 1016.5   6.7   5.0 999.0 99.0 99.00
2003 01 01 14 281  5.2  5.3  1.48  7.14  5.71 999 1017.5   7.4   4.9 999.0 99.0 99.00
2003 01 01 15 301  3.9  4.0  1.36  7.14  5.61 999 1017.8   6.8   4.8 999.0 99.0 99.00
2003 01 01 16 350  4.3  4.4  1.26  7.69  5.60 999 1016.8   6.7   4.8 999.0 99.0 99.00
2003 01 01 17  16  4.0  4.3  1.16  7.69  5.77 999 1015.8   6.4   4.9 999.0 99.0 99.00
2003 01 01 18  35  5.2  5.5  1.26  7.14  5.83 999 1015.5   6.2   5.0 999.0 99.0 99.00
2003 01 01 19  55  5.4  5.8  1.16  9.09  5.80 999 1015.5   5.2   4.9 999.0 99.0 99.00
2003 01 01 20  48  9.1  9.8  1.09  9.09  5.54 999 1013.7   5.1   5.0 999.0 99.0 99.00
2003 01 01 21  48 10.6 11.9  1.12  8.33  5.10 999 1013.3   4.5   5.1 999.0 99.0 99.00
2003 01 01 22  53  9.0  9.9  1.13  7.69  5.49 999 1014.0   3.8   5.3 999.0 99.0 99.00
2003 01 01 23  36 12.3 13.0  1.07  9.09  5.00 999 1012.2   3.4   5.4 999.0 99.0 99.00
2003 01 02 00  30 11.8 13.1 99.00 99.00 99.00 999 1011.0   3.6   5.4 999.0 99.0 99.00
