YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 01 01 00 278 11.2 12.1  1.39  6.25  4.20 999 1015.1  -0.3   6.7 -10.1 99.0 99.00
2002 01 01 01 263 12.6 14.1  1.36  5.88  4.20 999 1015.6   0.0   6.5 -10.0 99.0 99.00
2002 01 01 02 277 12.0 14.0  1.39  7.14  4.34 999 1015.5   0.0   6.2  -9.6 99.0 99.00
2002 01 01 03 294 11.2 12.8  1.49  5.56  4.40 999 1015.8  -0.4   6.8  -9.6 99.0 99.00
2002 01 01 04 285  8.9  9.9  1.30  6.67  4.41 999 1015.9  -0.6   7.1  -9.6 99.0 99.00
2002 01 01 05 286  9.3 10.7  1.38  5.00  4.58 999 1015.6  -0.8   7.2  -9.1 99.0 99.00
2002 01 01 06 287  7.8  8.8  1.28  6.67  4.49 999 1015.7  -1.0   5.9  -9.3 99.0 99.00
2002 01 01 07 296  9.0 10.4  1.24  6.25  4.56 999 1015.9  -1.1   5.7  -9.7 99.0 99.00
2002 01 01 08 292  7.6  8.6  1.06  6.25  4.26 999 1015.8  -1.7   6.1  -9.3 99.0 99.00
2002 01 01 09 308  9.2 10.0  0.93  5.88  4.19 999 1015.8  -1.8   6.5  -9.6 99.0 99.00
2002 01 01 10 311  8.4 10.0  0.94  6.25  4.18 999 1015.6  -1.8   6.7  -8.6 99.0 99.00
2002 01 01 11 311  7.5  8.8  0.88  6.25  3.92 999 1015.3  -2.0   6.8  -8.5 99.0 99.00
2002 01 01 12 308  7.2  8.4  0.80  6.25  3.91 999 1015.8  -2.2   6.7  -8.5 99.0 99.00
2002 01 01 13 298  6.9  7.8  0.81  5.88  3.84 999 1016.8  -2.3   6.5  -8.5 99.0 99.00
2002 01 01 14 294  6.2  7.1  0.79  6.25  3.95 999 1016.8  -1.8   7.2  -7.7 99.0 99.00
2002 01 01 15 293  6.3  7.2  0.80  6.25  4.10 999 1016.6  -1.4   7.8  -7.8 99.0 99.00
2002 01 01 16 287  8.4  9.8  0.81  6.25  3.98 999 1015.2  -0.9   8.0  -7.9 99.0 99.00
2002 01 01 17 292  8.8 10.1  0.78  5.88  4.14 999 1014.6   0.0   7.7  -8.5 99.0 99.00
2002 01 01 18 286  9.2 10.7  0.81  5.56  3.73 999 1014.1   0.4   7.2  -8.4 99.0 99.00
2002 01 01 19 273  9.7 11.9  0.83  3.85  3.71 999 1013.8   1.0   6.3  -8.5 99.0 99.00
2002 01 01 20 287 10.7 12.0  0.94  4.00  3.72 999 1014.1   0.9   5.8  -9.7 99.0 99.00
2002 01 01 21 293 12.7 13.9  0.99  4.55  3.76 999 1014.6   0.9   6.5 -10.8 99.0 99.00
2002 01 01 22 308 15.0 17.0  1.05  4.35  3.67 999 1015.5   0.4   6.8 -10.6 99.0 99.00
2002 01 01 23 298 13.0 14.2  1.12  4.35  3.77 999 1016.1  -0.1   6.6 -11.3 99.0 99.00
2002 01 02 00 301 12.5 14.5  1.06  3.85  3.64 999 1017.2  -0.4   6.4 -10.5 99.0 99.00
2002 01 02 01 301 11.2 12.8  1.01  4.00  3.57 999 1017.8  -0.9   6.4 -11.3 99.0 99.00
2002 01 02 02 300 12.3 13.5  0.91  4.00  3.51 999 1018.0  -1.4   6.7 -11.8 99.0 99.00
2002 01 02 03 290 10.9 11.9  0.93  4.55  3.52 999 1018.4  -1.9   6.6 -11.7 99.0 99.00
