YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 03 17 20 230 11.6 12.3  1.34 10.00  4.99 999 1007.8   6.8   3.6   2.4 99.0
1999 03 17 21 212 10.1 10.9  1.33 10.00  4.81 999 1007.5   6.8   3.5   2.5 99.0
1999 03 17 22 231 12.7 13.5  1.26  7.69  4.54 999 1008.1   7.7   3.5   2.0 99.0
1999 03 17 23 227  9.8 10.3  1.35  7.14  4.63 999 1008.3   7.5   3.6   2.3 99.0
1999 03 18 00 223  8.3  8.8  1.21  6.67  4.77 999 1008.2   7.3   3.6   2.7 99.0
1999 03 18 01 229  9.0  9.7  1.19  5.88  4.85 999 1008.1   7.0   3.7   3.2 99.0
1999 03 18 02 231  7.5  7.9  1.15  7.14  4.66 999 1008.1   6.9   3.6   3.7 99.0
1999 03 18 03 219  7.7  8.2  1.09  6.67  5.04 999 1008.0   7.0   3.6   3.8 99.0
1999 03 18 04 218  8.1  8.4  1.07  8.33  4.94 999 1007.6   7.0   4.0   4.0 99.0
1999 03 18 05 223  8.7  9.4  1.03  8.33  5.06 999 1007.3   7.1   3.7   3.8 99.0
1999 03 18 06 225  8.6  9.5  1.08  7.14  4.98 999 1006.8   7.1   3.6   3.3 99.0
1999 03 18 07 227 10.7 11.3  1.07  8.33  4.57 999 1005.8   7.2   3.5   3.2 99.0
1999 03 18 08 234  8.6  9.1  1.07  7.69  4.69 999 1005.2   6.7   3.6   3.5 99.0
1999 03 18 09 231  7.5  8.0  1.15  7.69  4.84 999 1004.6   6.6   3.6   3.8 99.0
1999 03 18 10 224  7.9  8.2   .98  7.14  4.51 999 1004.2   6.4   3.7   4.0 99.0
1999 03 18 11 212  8.1  8.4  1.05  7.69  4.72 999 1004.0   6.3   3.7   4.2 99.0
1999 03 18 12 209  9.2  9.8  1.12  7.69  4.87 999 1003.4   6.8   3.6   4.2 99.0
1999 03 18 13 224  9.5 10.0  1.15  7.69  4.54 999 1003.2   6.8   3.6   4.1 99.0
1999 03 18 14 212 10.6 11.1  1.19  6.67  4.79 999 1002.4   7.0   3.6   4.1 99.0
1999 03 18 15 207 10.2 11.0  1.23  6.25  4.79 999 1001.4   7.0   3.7   4.0 99.0
1999 03 18 16 208 11.1 11.9  1.27  6.25  4.63 999 1000.4   7.1   3.7   4.1 99.0
1999 03 18 17 214 11.7 12.5  1.19  6.25  4.70 999  999.5   7.7   3.7   3.8 99.0
1999 03 18 18 224 11.5 12.3  1.19  6.67  4.76 999  998.6   7.9   3.8   3.6 99.0
1999 03 18 19 214 12.3 13.5  1.43  6.67  4.78 999  997.9   7.7   3.9   3.9 99.0
1999 03 18 20 219 11.1 11.4  1.50  5.88  4.62 999  997.7   8.2   3.9   4.0 99.0
1999 03 18 21 326 13.7 14.7  1.42  6.25  4.63 999  998.6  12.5   3.9 999.0 99.0
1999 03 18 22 310 10.9 11.7  1.42  6.25  4.45 999 1000.6  11.4   3.8   -.5 99.0
1999 03 18 23 302 10.4 11.5  1.41  6.67  4.48 999 1001.7  10.8   3.8   -.9 99.0
1999 03 19 00 301 10.9 11.3  1.31  6.25  4.20 999 1004.0   9.1   3.9  -1.8 99.0
1999 03 19 01 304 11.5 12.8  1.36  6.67  4.46 999 1005.3   8.4   3.9  -4.1 99.0
1999 03 19 02 295 11.5 12.7  1.45  6.67  4.41 999 1005.9   7.6   3.9  -3.2 99.0
1999 03 19 03 292 11.3 12.0  1.40  7.14  5.03 999 1006.1   7.0   3.9  -2.5 99.0
1999 03 19 04 276  7.1  7.3  1.27  6.67  5.03 999 1006.5   6.6   3.9  -2.5 99.0
1999 03 19 05 278  8.4  9.3  1.32  6.67  5.13 999 1007.0   6.4   3.9  -1.9 99.0
1999 03 19 06 270  8.6  9.2  1.26  7.14  5.33 999 1007.2   6.2   3.9   -.9 99.0
1999 03 19 07 259  9.7 10.9  1.13  6.67  5.04 999 1007.0   6.1   3.8  -1.5 99.0
1999 03 19 08 260 11.8 12.8  1.27  7.69  5.41 999 1007.0   5.7   3.8  -1.1 99.0
1999 03 19 09 254 10.9 11.6  1.28  7.69  4.95 999 1007.3   5.3   3.9    .3 99.0
1999 03 19 10 288 11.9 13.4  1.33  7.69  4.61 999 1008.4   5.3   3.8  -1.4 99.0
1999 03 19 11 290 12.0 13.1  1.56  7.14  4.86 999 1009.4   4.7   3.8  -2.6 99.0
1999 03 19 12 290 11.7 12.6  1.50  7.14  4.66 999 1010.4   4.2   3.8  -2.6 99.0
1999 03 19 13 298 12.1 13.1  1.35  7.14  4.50 999 1010.5   4.2   3.9  -3.4 99.0
1999 03 19 14 305 13.2 15.3  1.44  7.14  4.57 999 1011.0   4.6   3.9  -5.2 99.0
1999 03 19 15 317 13.4 15.0  1.46  7.14  4.29 999 1011.2   4.8   3.9  -5.6 99.0
1999 03 19 16 313  9.4 10.9  1.27  7.14  4.25 999 1011.4   5.0   3.9  -5.5 99.0
1999 03 19 17 302 11.3 12.6  1.30  6.67  4.20 999 1011.7   5.5   3.9  -5.7 99.0
1999 03 19 18 301 11.3 12.3  1.12  5.00  4.33 999 1011.4   5.9   4.0  -5.7 99.0
1999 03 19 19 291 11.2 13.1  1.11  5.88  4.20 999 1011.5   5.9   4.0  -4.6 99.0
1999 03 19 20 304  9.5 11.0  1.06  6.25  4.15 999 1012.2   6.0   3.9  -4.8 99.0
1999 03 19 21 301 11.0 11.7  1.06  5.56  4.05 999 1013.1   5.6   3.9  -4.8 99.0
1999 03 19 22 299 14.1 15.9  1.12  5.88  4.01 999 1014.3   4.8   3.8  -4.7 99.0
1999 03 19 23 311 10.3 11.5  1.14  4.55  4.10 999 1015.0   4.6   3.8  -5.2 99.0
1999 03 20 00 302  9.8 10.7   .99  4.35  3.88 999 1015.8   4.4   3.8  -5.0 99.0
1999 03 20 01 295  9.1  9.8   .88  4.17  3.88 999 1016.5   4.1   3.8  -4.8 99.0
1999 03 20 02 291  8.1  8.9   .82  4.17  3.83 999 1016.8   3.9   3.8  -4.5 99.0
1999 03 20 03 302 10.0 10.9   .84  3.85  3.90 999 1017.2   3.8   3.8  -5.5 99.0
1999 03 20 04 309 10.0 10.6   .89  2.86  3.56 999 1017.4   3.3   3.8  -6.3 99.0
1999 03 20 05 306 10.2 11.3   .84  4.17  3.71 999 1017.6   3.1   3.8  -6.3 99.0
1999 03 20 06 291  9.4 10.5   .81  4.35  3.76 999 1017.8   2.9   3.8  -6.0 99.0
1999 03 20 07 286 11.0 12.1   .97  4.00  3.79 999 1017.9   2.1   3.8  -5.0 99.0
1999 03 20 08 292 10.2 11.0   .88  4.55  3.84 999 1018.0   1.7   3.8  -4.5 99.0
1999 03 20 09 302  9.8 11.8   .87  4.35  3.91 999 1018.2   1.6   3.8  -4.5 99.0
1999 03 20 10 304  9.6 10.5   .86  4.76  3.83 999 1018.6   1.4   3.9  -4.8 99.0
1999 03 20 11 298  9.9 10.9   .83  4.00  3.74 999 1019.1   1.2   3.8  -4.7 99.0
1999 03 20 12 303  8.3  9.7   .86  4.00  3.73 999 1019.6   1.3   3.8  -4.5 99.0
1999 03 20 13 297  8.3  9.5   .90  4.17  3.63 999 1019.8   1.3   3.9  -5.2 99.0
1999 03 20 14 309  6.1  7.3   .71  4.00  3.74 999 1020.0   1.7   3.9  -5.4 99.0
1999 03 20 15 288  7.1  7.7   .65  4.00  3.92 999 1020.2   2.2   3.9  -6.0 99.0
1999 03 20 16 282  4.0  4.3   .71  4.17  3.97 999 1019.9   2.7   3.9  -6.0 99.0
1999 03 20 17 259  4.9  5.5   .57  4.76  4.13 999 1019.6   3.2   4.1  -7.1 99.0
1999 03 20 18 213  4.7  5.1   .55  4.76  3.91 999 1019.3   3.3   4.1  -5.7 99.0
1999 03 20 19 214  5.9  6.5   .54  4.55  3.93 999 1019.1   3.8   4.2  -5.1 99.0
1999 03 20 20 207  5.6  6.1   .49  4.76  4.03 999 1018.8   4.5   4.3  -3.7 99.0
1999 03 20 21 226  7.1  7.7   .54  4.00  3.88 999 1018.9   4.9   4.2  -2.8 99.0
1999 03 20 22 229  8.3  8.9   .72  4.00  3.77 999 1019.0   5.2   4.1  -4.9 99.0
1999 03 20 23 223  8.2  8.8   .75  4.55  3.85 999 1019.5   5.2   4.0  -3.2 99.0
1999 03 21 00 227  5.9  6.4   .73  3.85  3.79 999 1020.2   5.1   4.1  -1.3 99.0
1999 03 21 01 253  8.9  9.4   .86  4.00  3.71 999 1020.7   5.3   4.1  -1.2 99.0
1999 03 21 02 246  5.7  6.3   .91  4.17  3.91 999 1020.9   5.1   4.1    .0 99.0
1999 03 21 03 250  4.8  5.0   .88  4.76  4.04 999 1021.1   4.9   4.1    .3 99.0
1999 03 21 04 249  5.0  5.3   .81  4.76  4.00 999 1021.4   4.7   4.1   1.0 99.0
1999 03 21 05 259  6.5  6.9   .67  5.26  3.90 999 1021.6   4.4   4.0   1.6 99.0
1999 03 21 06 261  4.9  5.3 99.00 99.00 99.00 999 1022.1   4.3   4.0   1.5 99.0
1999 03 21 07 258  4.9  5.1   .63  4.76  3.84 999 1021.7   3.8   4.0    .7 99.0
1999 03 21 08 308  1.5  2.1   .55  4.76  4.13 999 1021.6   3.6   4.0    .1 99.0
1999 03 21 09  60  1.5  1.6   .47  4.17  4.08 999 1021.5   3.0   4.0    .0 99.0
1999 03 21 10 228  1.5  1.6   .47  4.76  4.08 999 1022.2   3.5   4.1    .7 99.0
1999 03 21 11 142  1.9  2.0   .45  5.00  4.08 999 1022.2   3.7   4.0   1.6 99.0
1999 03 21 12 135  3.4  3.5   .45  4.76  3.79 999 1022.4   4.2   4.1   1.0 99.0
1999 03 21 13 162  5.3  5.5   .38  4.55  3.92 999 1022.6   4.6   4.2   2.8 99.0
1999 03 21 14 156  5.6  6.0   .37  4.35  3.92 999 1022.8   4.8   4.2   2.9 99.0
1999 03 21 15 144  5.1  5.4 99.00 99.00 99.00 999 1023.0   4.7   4.3   2.9 99.0
1999 03 21 16 152  6.9  7.5   .50  4.35  3.83 999 1023.5   4.8   4.3   2.4 99.0
1999 03 21 17 145  7.1  7.6   .54  3.23  3.48 999 1023.3   4.9   4.4   2.0 99.0
1999 03 21 18 130  6.2  6.7   .55  4.55  3.60 999 1022.6   4.8   4.4    .5 99.0
1999 03 21 19 122  7.2  7.7   .56  3.85  3.59 999 1022.2   4.9   4.4    .6 99.0
1999 03 21 20 115  8.5  9.3   .55  3.57  3.59 999 1021.6   4.7   4.3    .8 99.0
1999 03 21 21 110  9.4 10.5   .68  3.57  3.49 999 1021.1   5.0   4.2    .2 99.0
1999 03 21 22 102  9.9 10.7   .72  4.00  3.61 999 1020.5   5.2   4.3   1.3 99.0
1999 03 21 23 105 11.2 12.4   .78  3.70  3.52 999 1019.9   5.1   4.3   1.9 99.0
1999 03 22 00 104 12.3 13.7  1.00  3.70  3.58 999 1018.9   5.3   4.3   2.1 99.0
1999 03 22 01 105 14.8 16.8  1.13  4.00  3.73 999 1017.9   5.5   4.4   2.4 99.0
1999 03 22 02 105 13.4 15.1  1.32  4.55  4.00 999 1017.0   5.7   4.4   3.0 99.0
1999 03 22 03 109 14.7 16.4  1.30  4.55  4.07 999 1015.6   6.2   4.4   3.7 99.0
1999 03 22 04 113 15.4 16.6  1.40  5.56  4.26 999 1014.0   6.8   4.4   4.4 99.0
1999 03 22 05 109 14.8 16.5  1.54  5.26  4.47 999 1012.6   6.8   4.4   4.7 99.0
1999 03 22 06 112 15.9 17.9  1.61  5.88  4.81 999 1010.6   7.0   4.4   5.3 99.0
1999 03 22 07 114 17.5 19.2  2.03  6.25  5.01 999 1008.5   7.5   4.4   5.7 99.0
1999 03 22 08 111 17.6 19.6  2.27  6.25  5.26 999 1006.6   7.8   4.4   5.9 99.0
1999 03 22 09 111 17.2 19.4  2.21  7.69  5.21 999 1004.9   8.0   4.4   6.0 99.0
1999 03 22 10 118 21.0 23.8  2.76  7.14  5.27 999 1002.9   9.7   4.3   6.4 99.0
1999 03 22 11 115 21.6 25.5  2.74  6.25  5.36 999 1000.8   9.2   4.3   6.3 99.0
1999 03 22 12 127 18.5 21.0  3.11  7.69  5.34 999 1000.4   8.1   4.4   6.5 99.0
1999 03 22 13 117 15.3 17.3  2.63  7.69  5.57 999  998.1   8.0   4.4   7.1 99.0
1999 03 22 14 139 18.7 20.8  2.76  7.69  5.54 999  996.8   9.0   4.5   7.7 99.0
1999 03 22 15 204 21.8 25.2  3.04  8.33  5.70 999  998.6   6.0   4.6   3.9 99.0
1999 03 22 16 213 18.4 20.1  3.38  8.33  6.04 999 1000.9   4.6   4.6   2.0 99.0
1999 03 22 17 215 19.8 22.2  3.61 11.11  6.55 999 1002.4   4.8   4.6   1.1 99.0
1999 03 22 18 228 15.6 17.8  4.30 11.11  7.40 999 1004.1   5.0   4.6   1.6 99.0
1999 03 22 19 228 16.8 19.3  3.96 11.11  7.30 999 1005.4   5.2   4.7   1.2 99.0
1999 03 22 20 227 18.4 20.3  4.34 12.50  7.21 999 1006.4   5.3   4.5   -.7 99.0
1999 03 22 21 226 17.4 19.5  3.90 11.11  6.98 999 1007.8   5.4   4.5  -1.7 99.0
1999 03 22 22 235 15.2 17.2  3.80 12.50  7.25 999 1009.1   5.3   4.5  -1.0 99.0
1999 03 22 23 227 16.1 18.6  3.91 11.11  7.44 999 1010.3   5.3   4.5   -.8 99.0
1999 03 23 00 225 15.3 18.5  3.77 12.50  7.40 999 1011.2   5.6   4.5   -.9 99.0
1999 03 23 01 221 15.2 17.7  3.80 11.11  7.39 999 1012.3   5.8   4.6    .1 99.0
1999 03 23 02 223 14.0 15.8  3.37 11.11  6.72 999 1012.9   5.8   4.6    .4 99.0
1999 03 23 03 230 15.4 16.9  3.48 12.50  6.80 999 1013.7   6.0   4.6    .0 99.0
1999 03 23 04 231 14.7 16.1  3.11 12.50  6.42 999 1014.6   6.0   4.6   -.2 99.0
1999 03 23 05 230 14.5 17.1  3.48 11.11  6.81 999 1015.5   5.8   4.6   -.6 99.0
1999 03 23 06 238 14.8 16.1  3.05 11.11  6.74 999 1015.9   5.6   4.6  -2.3 99.0
1999 03 23 07 234 12.3 14.0  3.06 11.11  6.79 999 1016.7   5.2   4.4  -1.8 99.0
1999 03 23 08 236 12.0 13.5  2.91 11.11  6.41 999 1017.3   4.9   4.4  -2.4 99.0
1999 03 23 09 248 13.3 14.6  2.86 11.11  6.63 999 1017.7   4.7   4.4  -2.7 99.0
1999 03 23 10 251 13.8 15.2  2.73 11.11  6.42 999 1018.6   4.4   4.3  -2.6 99.0
1999 03 23 11 255 13.6 14.7  2.44 11.11  5.82 999 1019.3   4.2   4.3  -2.1 99.0
1999 03 23 12 256 10.8 11.7  2.71 11.11  6.60 999 1020.1   4.1   4.3  -1.5 99.0
1999 03 23 13 245 11.1 12.0  2.68 10.00  6.58 999 1020.8   4.1   4.3  -1.4 99.0
1999 03 23 14 241 11.4 11.9  2.20 10.00  5.83 999 1021.4   4.1   4.3  -2.3 99.0
1999 03 23 15 236 10.1 11.2  2.26 10.00  6.17 999 1021.4   4.2   4.4  -1.9 99.0
1999 03 23 16 242 10.0 11.4  1.97 10.00  5.69 999 1021.5   4.4   4.4  -2.4 99.0
1999 03 23 17 218  8.5  9.2  2.06 10.00  5.97 999 1021.4   4.8   4.5   -.1 99.0
1999 03 23 18 217 10.3 11.3  1.72  9.09  5.38 999 1021.5   4.7   4.5   -.1 99.0
1999 03 23 19 216 11.1 12.2  1.75 10.00  5.60 999 1020.8   4.6   4.5    .0 99.0
1999 03 23 20 218 12.7 14.1  1.78  9.09  5.26 999 1020.5   4.9   4.6   -.3 99.0
1999 03 23 21 217 12.0 13.2  1.99 10.00  5.36 999 1020.5   5.0   4.5    .1 99.0
1999 03 23 22 219 11.1 12.1  1.75  5.88  5.14 999 1020.8   5.0   4.5    .5 99.0
1999 03 23 23 221 11.4 12.1  1.91  9.09  5.49 999 1021.3   5.1   4.4    .8 99.0
1999 03 24 00 221  9.8 10.9  1.80  6.25  5.21 999 1021.8   5.2   4.4   1.1 99.0
1999 03 24 01 224  8.3  9.1  1.53  9.09  5.16 999 1022.3   5.3   4.4   1.5 99.0
1999 03 24 02 222  6.7  7.3  1.40  9.09  4.93 999 1022.3   5.5   4.4   1.6 99.0
1999 03 24 03 217  6.1  6.5  1.27  5.88  4.85 999 1022.0   5.5   4.4   2.1 99.0
1999 03 24 04 212  6.6  7.1  1.32  8.33  4.91 999 1022.0   5.7   4.4   2.4 99.0
1999 03 24 05 214  5.9  6.1  1.23  8.33  4.86 999 1021.8   5.7   4.5   2.8 99.0
1999 03 24 06 209  5.2  5.4  1.16  8.33  5.00 999 1021.5   5.7   4.5   3.1 99.0
1999 03 24 07 211  4.3  4.4   .99  8.33  5.05 999 1021.1   5.7   4.5   3.4 99.0
1999 03 24 08 212  3.9  4.1   .97  8.33  5.22 999 1020.7   6.1   4.5   3.3 99.0
1999 03 24 09 198  6.2  6.4   .89  8.33  4.88 999 1020.7   6.2   4.5   3.6 99.0
1999 03 24 10 198  5.3  5.5   .91  8.33  5.02 999 1020.8   6.0   4.5   4.0 99.0
1999 03 24 11 183  5.2  5.6   .84  7.69  5.22 999 1020.8   5.9   4.6   4.0 99.0
1999 03 24 12 161  7.9  8.4   .93  8.33  5.19 999 1020.1   6.0   4.5   3.7 99.0
1999 03 24 13 156  7.6  7.9  1.02  8.33  4.93 999 1020.1   6.3   4.5   4.2 99.0
1999 03 24 14 150  8.8  9.6   .91  7.69  4.70 999 1019.5   6.0   4.6   4.5 99.0
1999 03 24 15 146  9.4 10.0   .90  8.33  4.27 999 1018.7   6.3   4.7   5.0 99.0
1999 03 24 16 143 10.0 10.7   .92  7.14  4.15 999 1017.6   6.6   4.7   4.9 99.0
1999 03 24 17 145 11.4 12.1   .99  7.69  4.02 999 1016.5   6.8   4.7   4.8 99.0
1999 03 24 18 161 11.3 12.3  1.09  4.17  4.13 999 1015.2   7.0   4.6   5.2 99.0
1999 03 24 19 177 11.9 12.6  1.33  4.55  4.23 999 1014.4   8.0   4.6   7.0 99.0
1999 03 24 20 183 11.5 12.5  1.23  5.00  4.39 999 1013.6   8.0   4.6   7.1 99.0
1999 03 24 21 191 11.7 12.3  1.16  5.00  4.49 999 1013.4   8.2   4.7   7.3 99.0
1999 03 24 22 193 11.5 12.6  1.23  5.00  4.45 999 1013.0   8.6   4.7   7.7 99.0
1999 03 24 23 181 11.1 12.4  1.24  4.55  4.40 999 1012.2   8.3   4.7   7.6 99.0
1999 03 25 00 181 11.9 13.1  1.13  4.76  4.43 999 1012.0   9.6   4.7   8.6 99.0
1999 03 25 01 178 10.9 12.0  1.03  5.26  4.33 999 1011.3   8.1   4.7   7.3 99.0
1999 03 25 02 174 10.5 10.7  1.15  4.76  4.24 999 1011.0   8.8   4.7   7.7 99.0
1999 03 25 03 245  4.3  4.4  1.18  4.76  4.55 999 1010.9   8.5   4.8   7.8 99.0
1999 03 25 04 231  7.1  7.8  1.09  5.26  4.67 999 1010.7   8.1   4.8   7.6 99.0
1999 03 25 05 259  6.7  6.9   .95  5.26  4.65 999 1010.6   6.7   4.8   6.1 99.0
1999 03 25 06 286  7.4  7.8   .95  5.56  4.74 999 1010.9   6.6   4.7   6.1 99.0
1999 03 25 07 348  5.4  5.5   .98  5.26  4.84 999 1010.9   9.2   4.6   6.8 99.0
1999 03 25 08 326  3.6  3.7   .92  5.26  4.80 999 1011.6   8.8   4.6   5.7 99.0
1999 03 25 09 332  4.3  4.5   .98  5.26  4.82 999 1011.8   8.6   4.6   4.4 99.0
1999 03 25 10 298  4.8  4.9   .94  5.56  4.97 999 1012.7   7.9   4.6   3.8 99.0
1999 03 25 11 315  9.0  9.8   .89  5.26  5.00 999 1013.1   7.0   4.6    .1 99.0
1999 03 25 12 322  7.6  8.2   .91  5.56  4.85 999 1014.1   5.9   4.6   -.3 99.0
1999 03 25 13 340  7.8  8.5   .89  6.25  4.36 999 1014.5   5.6   4.7   -.9 99.0
1999 03 25 14 354  7.9  8.5   .89  7.14  4.47 999 1014.8   5.7   4.8  -1.9 99.0
1999 03 25 15 359  4.0  4.2   .85  6.25  4.76 999 1014.9   5.8   4.8  -2.4 99.0
1999 03 25 16 295  2.7  2.9   .73  5.88  4.95 999 1015.1   6.1   4.9  -2.5 99.0
1999 03 25 17 290  5.9  6.2   .69  5.88  5.10 999 1014.9   6.1   5.0  -2.5 99.0
1999 03 25 18 244  3.2  3.3   .65  5.56  5.17 999 1014.6   6.4   4.9  -3.1 99.0
1999 03 25 19 222  5.4  5.7   .65  5.56  5.20 999 1014.5   5.9   5.0  -1.1 99.0
1999 03 25 20 227  7.1  7.4   .65  6.67  5.28 999 1014.4   5.6   5.0   -.4 99.0
1999 03 25 21 223  7.9  8.4   .65  6.67  5.54 999 1014.4   5.5   5.0    .0 99.0
1999 03 25 22 216  7.3  7.6   .63  7.69  5.47 999 1014.5   5.8   4.9    .2 99.0
1999 03 25 23 223  7.6  8.1   .69  7.69  5.25 999 1015.0   5.8   4.9    .6 99.0
1999 03 26 00 229  5.3  5.7   .73  7.69  4.75 999 1015.4   5.8   4.9   1.0 99.0
1999 03 26 01   1  4.8  5.5   .66  7.69  4.86 999 1016.6   5.7   4.9    .5 99.0
1999 03 26 02   9  5.4  5.6   .69  7.14  5.16 999 1017.5   5.4   5.0    .0 99.0
1999 03 26 03  12  7.1  7.8   .60  7.14  5.44 999 1018.1   4.4   4.9  -1.5 99.0
1999 03 26 04  13  5.1  6.4   .64  7.69  5.37 999 1018.7   4.1   4.8  -1.5 99.0
1999 03 26 05 347  6.3  6.7   .61  7.14  5.25 999 1019.5   3.5   4.8  -5.2 99.0
1999 03 26 06 349  9.8 10.8   .70  7.69  4.26 999 1020.0   2.4   4.8  -6.9 99.0
1999 03 26 07 352 11.5 12.6   .69  7.14  3.71 999 1020.0   1.1   4.8  -7.8 99.0
1999 03 26 08 344  9.5 10.8   .70  7.14  3.79 999 1019.9    .9   4.8  -8.1 99.0
1999 03 26 09 347  8.3  9.4   .66  7.14  3.75 999 1020.8    .6   4.8  -8.4 99.0
1999 03 26 10 342  8.0  9.2   .59  7.69  4.23 999 1021.3    .4   4.8  -8.3 99.0
1999 03 26 11 345  6.9  7.8   .46  6.67  4.87 999 1022.1    .3   4.7  -8.4 99.0
1999 03 26 12 334  5.7  6.6   .39  6.67  5.30 999 1022.8    .5   4.8  -7.5 99.0
1999 03 26 13 345  6.6  7.3   .39  7.69  5.57 999 1022.7    .6   4.8  -8.0 99.0
1999 03 26 14   6  5.6  6.1   .33  7.69  4.72 999 1022.7   1.8   4.7  -7.4 99.0
1999 03 26 15  27  3.3  3.7   .35  7.69  4.78 999 1023.0   1.8   4.8  -8.0 99.0
1999 03 26 16  45  3.1  3.7   .31  7.14  5.65 999 1022.8   2.5   4.9  -6.2 99.0
1999 03 26 17  90  2.4  2.9 99.00 99.00 99.00 999 1023.1   2.8   5.2  -6.9 99.0
1999 03 26 18 184  2.0  2.5   .29  8.33  5.74 999 1022.5   2.9   5.2  -5.5 99.0
1999 03 26 19 176  3.1  3.3   .32  7.14  5.40 999 1022.3   3.2   5.3  -5.8 99.0
1999 03 26 20 147  7.2  7.6   .30  6.67  5.34 999 1022.3   2.9   5.3  -4.6 99.0
1999 03 26 21 156  5.4  6.2   .41  2.50  3.92 999 1022.3   2.8   5.0  -3.8 99.0
1999 03 26 22 150  4.2  4.8 99.00 99.00 99.00 999 1022.6   2.9   4.9  -3.3 99.0
1999 03 26 23 139  2.7  3.0   .35  7.14  4.48 999 1022.8   2.8   4.9  -3.2 99.0
1999 03 27 00 143  2.6  3.0   .37  7.14  4.41 999 1022.9   2.8   4.9  -3.0 99.0
1999 03 27 01 152   .8  1.0 99.00 99.00 99.00 999 1023.2   2.8   4.9  -2.9 99.0
1999 03 27 02 170  1.0  1.3   .29  6.67  5.24 999 1023.2   2.8   4.9  -2.4 99.0
1999 03 27 03 173  1.2  1.5 99.00 99.00 99.00 999 1023.3   2.8   5.0  -2.1 99.0
1999 03 27 04  89   .7   .8   .30  6.67  4.83 999 1023.6   2.6   4.9  -2.0 99.0
1999 03 27 05  24  1.7  2.0   .32  8.33  4.63 999 1024.0   2.8   4.9  -1.8 99.0
1999 03 27 06  10  3.7  4.1   .26  7.69  5.33 999 1023.9   2.6   4.9   -.7 99.0
1999 03 27 07   5  4.1  4.2   .33  8.33  5.05 999 1023.8   2.6   4.9  -1.8 99.0
1999 03 27 08  15  3.8  4.0   .25  7.69  5.43 999 1023.7   2.6   4.9  -1.8 99.0
1999 03 27 09  17  6.0  6.2   .26  6.67  5.06 999 1023.5   2.5   4.9  -1.0 99.0
1999 03 27 10  15  6.9  7.6   .27  7.69  4.87 999 1023.2   2.2   4.9   -.8 99.0
1999 03 27 11  19  7.2  8.1   .34  2.50  3.44 999 1023.3   1.9   4.9  -1.5 99.0
1999 03 27 12  26  8.3  9.0   .41  2.94  3.61 999 1023.4   2.9   4.8  -1.2 99.0
1999 03 27 13  39  7.7  9.2   .45  2.86  3.24 999 1024.1   3.3   4.9  -1.2 99.0
1999 03 27 14  33  9.6 10.9   .61  3.33  3.33 999 1023.8   3.6   4.8   -.5 99.0
1999 03 27 15  38  8.5  9.3   .58  3.33  3.41 999 1024.5   4.9   4.8    .2 99.0
1999 03 27 16  34  8.8  9.7   .53  2.78  3.40 999 1023.9   5.4   4.9    .0 99.0
1999 03 27 17  43  9.7 10.7   .60  2.78  3.47 999 1023.0   5.6   4.9   -.8 99.0
1999 03 27 18  29 12.4 13.4   .76  3.45  3.50 999 1021.9   5.7   5.0  -1.0 99.0
1999 03 27 19  31 12.3 13.6   .96  4.35  3.76 999 1021.2   5.6   5.0  -1.2 99.0
1999 03 27 20  35 10.8 12.0  1.03  4.55  3.97 999 1020.7   5.4   4.9   -.7 99.0
1999 03 27 21  34 12.9 13.8   .96  4.55  4.00 999 1020.6   5.4   4.9  -1.5 99.0
1999 03 27 22  29 12.2 12.8  1.02  4.55  4.01 999 1020.0   5.5   4.9  -1.0 99.0
1999 03 27 23  35 13.3 14.5  1.19  4.35  4.09 999 1020.1   5.5   4.9  -2.6 99.0
1999 03 28 00  30 14.3 15.5  1.07  4.35  3.93 999 1019.7   5.0   4.9  -1.6 99.0
1999 03 28 01  31 14.5 16.3  1.13  4.17  3.91 999 1019.2   4.9   4.9  -1.3 99.0
1999 03 28 02  34 13.8 16.3  1.17  4.35  4.04 999 1018.9   4.3   5.0   -.3 99.0
1999 03 28 03  32 15.3 17.3  1.13  4.17  4.08 999 1017.7   4.6   5.0   -.6 99.0
1999 03 28 04  37 17.1 18.8  1.25  4.17  4.08 999 1016.5   4.7   4.9   -.4 99.0
1999 03 28 05  38 16.7 18.4  1.50  4.76  4.36 999 1015.6   4.5   4.9    .1 99.0
1999 03 28 06  36 17.0 18.0  1.62  5.00  4.43 999 1014.8   4.3   4.9   1.0 99.0
1999 03 28 07  34 17.4 19.4  1.69  5.00  4.63 999 1013.7   3.9   4.9   2.2 99.0
1999 03 28 08  37 15.9 19.0  1.93  5.26  4.90 999 1013.4   4.1   5.0   2.9 99.0
1999 03 28 09  34 16.1 18.0  1.82  5.26  4.81 999 1013.1   3.7   5.0   3.0 99.0
1999 03 28 10  32 15.5 17.9  1.72  5.26  4.79 999 1013.2   3.8   5.0   2.5 99.0
1999 03 28 11  27 15.0 16.8  1.64  4.76  4.53 999 1013.4   3.5   5.0   2.1 99.0
1999 03 28 12  26 14.2 15.5  1.49 10.00  4.59 999 1013.8   3.9   5.0   2.5 99.0
1999 03 28 13  19 14.1 15.2  1.42 14.29  4.63 999 1013.7   3.7   5.0   2.6 99.0
1999 03 28 14  16 12.1 13.2  1.78 12.50  5.86 999 1014.2   4.0   5.0   2.8 99.0
