#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 01 01 00 00 306 10.6 12.5 99.00 99.00 99.00 999 1023.2 -11.1 999.0 999.0 99.0 99.00
2018 01 01 01 00 307 12.1 13.7 99.00 99.00 99.00 999 1023.2 -12.1 999.0 999.0 99.0 99.00
2018 01 01 02 00 305 12.3 14.4 99.00 99.00 99.00 999 1023.1 -12.3 999.0 999.0 99.0 99.00
2018 01 01 03 00 315 11.4 13.6 99.00 99.00 99.00 999 1023.2 -12.7 999.0 999.0 99.0 99.00
2018 01 01 04 00 315 10.0 12.1 99.00 99.00 99.00 999 1023.6 -13.0 999.0 999.0 99.0 99.00
2018 01 01 05 00 307  9.7 11.9 99.00 99.00 99.00 999 1023.7 -13.0 999.0 999.0 99.0 99.00
2018 01 01 06 00 324 10.2 12.4 99.00 99.00 99.00 999 1023.5 -13.4 999.0 999.0 99.0 99.00
2018 01 01 07 00 315 11.0 12.8 99.00 99.00 99.00 999 1023.8 -13.7 999.0 999.0 99.0 99.00
2018 01 01 08 00 326 10.8 12.1 99.00 99.00 99.00 999 1023.3 -13.9 999.0 999.0 99.0 99.00
2018 01 01 09 00 326 10.1 11.1 99.00 99.00 99.00 999 1023.1 -13.8 999.0 999.0 99.0 99.00
2018 01 01 10 00 305 12.3 14.1 99.00 99.00 99.00 999 1023.3 -14.1 999.0 999.0 99.0 99.00
2018 01 01 11 00 317 12.5 15.0 99.00 99.00 99.00 999 1023.7 -14.4 999.0 999.0 99.0 99.00
2018 01 01 12 00 311 10.2 12.7 99.00 99.00 99.00 999 1024.6 -14.5 999.0 999.0 99.0 99.00
2018 01 01 13 00 317 10.6 12.0 99.00 99.00 99.00 999 1024.8 -14.2 999.0 999.0 99.0 99.00
2018 01 01 14 00 317 10.8 12.6 99.00 99.00 99.00 999 1025.5 -14.6 999.0 999.0 99.0 99.00
2018 01 01 15 00 327  9.4 10.5 99.00 99.00 99.00 999 1025.6 -14.2 999.0 999.0 99.0 99.00
2018 01 01 16 00 316 10.2 11.4 99.00 99.00 99.00 999 1024.9 -13.6 999.0 999.0 99.0 99.00
2018 01 01 17 00 306  9.7 12.0 99.00 99.00 99.00 999 1024.2 -12.5 999.0 999.0 99.0 99.00
2018 01 01 18 00 323  9.6 11.7 99.00 99.00 99.00 999 1023.4 -11.4 999.0 999.0 99.0 99.00
2018 01 01 19 00 309 10.7 12.4 99.00 99.00 99.00 999 1023.3 -10.3 999.0 999.0 99.0 99.00
2018 01 01 20 00 320  9.8 11.1 99.00 99.00 99.00 999 1023.8 -10.2 999.0 999.0 99.0 99.00
2018 01 01 21 00 309 11.4 13.7 99.00 99.00 99.00 999 1024.1 -10.0 999.0 999.0 99.0 99.00
2018 01 01 22 00 308 11.9 13.6 99.00 99.00 99.00 999 1024.6 -10.3 999.0 999.0 99.0 99.00
2018 01 01 23 00 309 12.5 15.8 99.00 99.00 99.00 999 1025.5 -10.4 999.0 999.0 99.0 99.00
2018 01 02 00 00 311 13.2 15.8 99.00 99.00 99.00 999 1026.1 -10.7 999.0 999.0 99.0 99.00
2018 01 02 01 00 308 11.2 13.4 99.00 99.00 99.00 999 1026.5 -10.6 999.0 999.0 99.0 99.00
2018 01 02 02 00 312  8.9  9.7 99.00 99.00 99.00 999 1026.9 -10.6 999.0 999.0 99.0 99.00
2018 01 02 03 00 316  9.0 10.4 99.00 99.00 99.00 999 1026.8 -10.2 999.0 999.0 99.0 99.00
2018 01 02 04 00 303  8.0  9.3 99.00 99.00 99.00 999 1026.5 -10.1 999.0 999.0 99.0 99.00
2018 01 02 05 00 294  7.6  8.3 99.00 99.00 99.00 999 1025.9  -9.5 999.0 999.0 99.0 99.00
2018 01 02 06 00 284  9.0 11.1 99.00 99.00 99.00 999 1025.1  -8.5 999.0 999.0 99.0 99.00
2018 01 02 07 00 296 10.7 11.6 99.00 99.00 99.00 999 1025.0  -8.5 999.0 999.0 99.0 99.00
2018 01 02 08 00 292 11.1 13.2 99.00 99.00 99.00 999 1025.1  -8.2 999.0 999.0 99.0 99.00
2018 01 02 09 00 302 10.2 11.6 99.00 99.00 99.00 999 1025.3  -8.9 999.0 999.0 99.0 99.00
2018 01 02 10 00 303 12.3 14.6 99.00 99.00 99.00 999 1025.6  -9.8 999.0 999.0 99.0 99.00
2018 01 02 11 00 301 10.3 12.3 99.00 99.00 99.00 999 1026.2 -10.6 999.0 999.0 99.0 99.00
2018 01 02 12 00 297 15.3 17.3 99.00 99.00 99.00 999 1026.6 -10.8 999.0 999.0 99.0 99.00
2018 01 02 13 00 297 13.3 14.6 99.00 99.00 99.00 999 1027.6 -11.1 999.0 999.0 99.0 99.00
2018 01 02 14 00 303 10.9 13.3 99.00 99.00 99.00 999 1027.9 -11.1 999.0 999.0 99.0 99.00
2018 01 02 15 00 322  9.4 10.7 99.00 99.00 99.00 999 1028.0 -11.0 999.0 999.0 99.0 99.00
2018 01 02 16 00 320  8.6  9.7 99.00 99.00 99.00 999 1027.4 -10.6 999.0 999.0 99.0 99.00
2018 01 02 17 00 289  8.0  9.0 99.00 99.00 99.00 999 1026.6  -9.6 999.0 999.0 99.0 99.00
2018 01 02 18 00 304  7.8  9.6 99.00 99.00 99.00 999 1025.8  -8.4 999.0 999.0 99.0 99.00
2018 01 02 19 00 299  8.6  9.7 99.00 99.00 99.00 999 1025.5  -7.6 999.0 999.0 99.0 99.00
2018 01 02 20 00 301  9.6 10.5 99.00 99.00 99.00 999 1025.6  -7.2 999.0 999.0 99.0 99.00
2018 01 02 21 00 269  8.9  9.8 99.00 99.00 99.00 999 1025.6  -6.6 999.0 999.0 99.0 99.00
2018 01 02 22 00 272  6.8  7.6 99.00 99.00 99.00 999 1025.7  -5.7 999.0 999.0 99.0 99.00
2018 01 02 23 00 257  7.9  9.1 99.00 99.00 99.00 999 1025.5  -4.6 999.0 999.0 99.0 99.00
2018 01 03 00 00 255  9.2 10.7 99.00 99.00 99.00 999 1025.5  -3.0 999.0 999.0 99.0 99.00
2018 01 03 01 00 247  9.1 11.2 99.00 99.00 99.00 999 1025.3  -2.8 999.0 999.0 99.0 99.00
2018 01 03 02 00 243 10.2 11.7 99.00 99.00 99.00 999 1025.0  -2.6 999.0 999.0 99.0 99.00
2018 01 03 03 00 246 12.1 13.6 99.00 99.00 99.00 999 1025.0  -2.1 999.0 999.0 99.0 99.00
2018 01 03 04 00 277 11.6 12.8 99.00 99.00 99.00 999 1025.1  -2.9 999.0 999.0 99.0 99.00
2018 01 03 05 00 285 10.9 12.2 99.00 99.00 99.00 999 1025.3  -4.0 999.0 999.0 99.0 99.00
2018 01 03 06 00 283 10.9 11.8 99.00 99.00 99.00 999 1025.0  -4.6 999.0 999.0 99.0 99.00
2018 01 03 07 00 287  9.2  9.8 99.00 99.00 99.00 999 1025.7  -4.9 999.0 999.0 99.0 99.00
2018 01 03 08 00 295  7.2  7.9 99.00 99.00 99.00 999 1025.7  -5.8 999.0 999.0 99.0 99.00
2018 01 03 09 00 283  5.4  6.5 99.00 99.00 99.00 999 1026.2  -5.5 999.0 999.0 99.0 99.00
2018 01 03 10 00 279  6.3  7.0 99.00 99.00 99.00 999 1026.2  -5.3 999.0 999.0 99.0 99.00
