YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 04 11 00  12  7.5  8.1 99.00 99.00 99.00 999 1018.2   7.7 999.0 999.0 99.0 99.00
2005 01 04 12 00  18  7.6  8.1 99.00 99.00 99.00 999 1018.7   7.9 999.0 999.0 99.0 99.00
2005 01 04 13 00  12  8.2  8.8 99.00 99.00 99.00 999 1019.4   8.0 999.0 999.0 99.0 99.00
2005 01 04 14 00  24  6.0  6.5 99.00 99.00 99.00 999 1020.7   7.0 999.0 999.0 99.0 99.00
2005 01 04 15 00  14  7.0  8.3 99.00 99.00 99.00 999 1021.6   6.0 999.0 999.0 99.0 99.00
2005 01 04 16 00  11  5.8  6.1 99.00 99.00 99.00 999 1022.0   6.1 999.0 999.0 99.0 99.00
2005 01 04 17 00  20  4.0  4.3 99.00 99.00 99.00 999 1021.4   5.9 999.0 999.0 99.0 99.00
2005 01 04 18 00  34  3.9  4.2 99.00 99.00 99.00 999 1020.5   5.9 999.0 999.0 99.0 99.00
2005 01 04 19 00  17  2.7  3.0 99.00 99.00 99.00 999 1020.6   5.8 999.0 999.0 99.0 99.00
2005 01 04 20 00   0  2.3  2.9 99.00 99.00 99.00 999 1021.9   6.1 999.0 999.0 99.0 99.00
2005 01 04 21 00  53  1.6  1.8 99.00 99.00 99.00 999 1021.7   6.4 999.0 999.0 99.0 99.00
2005 01 04 22 00 334  1.3  1.4 99.00 99.00 99.00 999 1022.7   6.2 999.0 999.0 99.0 99.00
2005 01 04 23 00  21  0.5  0.6 99.00 99.00 99.00 999 1023.2   6.1 999.0 999.0 99.0 99.00
2005 01 05 00 00 161  2.4  2.4 99.00 99.00 99.00 999 1023.2   5.8 999.0 999.0 99.0 99.00
2005 01 05 01 00 171  4.7  4.9 99.00 99.00 99.00 999 1022.8   6.2 999.0 999.0 99.0 99.00
2005 01 05 02 00 183  4.2  4.5 99.00 99.00 99.00 999 1023.0   5.9 999.0 999.0 99.0 99.00
2005 01 05 03 00 184  7.0  7.4 99.00 99.00 99.00 999 1022.2   6.1 999.0 999.0 99.0 99.00
2005 01 05 04 00 237  4.7  4.9 99.00 99.00 99.00 999 1022.2   6.3 999.0 999.0 99.0 99.00
2005 01 05 05 00 253  5.7  5.8 99.00 99.00 99.00 999 1021.7   6.3 999.0 999.0 99.0 99.00
2005 01 05 06 00 243  6.5  7.0 99.00 99.00 99.00 999 1021.4   6.3 999.0 999.0 99.0 99.00
2005 01 05 07 00 263  5.7  6.0 99.00 99.00 99.00 999 1021.0   6.2 999.0 999.0 99.0 99.00
2005 01 05 08 00 278  4.8  5.0 99.00 99.00 99.00 999 1020.3   6.1 999.0 999.0 99.0 99.00
2005 01 05 09 00 304  3.3  3.7 99.00 99.00 99.00 999 1020.2   5.5 999.0 999.0 99.0 99.00
2005 01 05 10 00 326  3.6  4.0 99.00 99.00 99.00 999 1020.3   4.7 999.0 999.0 99.0 99.00
2005 01 05 11 00 313  4.7  5.3 99.00 99.00 99.00 999 1021.1   4.0 999.0 999.0 99.0 99.00
2005 01 05 12 00 351  5.0  5.5 99.00 99.00 99.00 999 1021.1   3.1 999.0 999.0 99.0 99.00
2005 01 05 13 00   8  5.3  5.8 99.00 99.00 99.00 999 1021.3   2.9 999.0 999.0 99.0 99.00
2005 01 05 14 00   6  5.5  6.5 99.00 99.00 99.00 999 1021.8   2.7 999.0 999.0 99.0 99.00
2005 01 05 15 00  15  7.1  8.6 99.00 99.00 99.00 999 1022.3   2.8 999.0 999.0 99.0 99.00
2005 01 05 16 00  16  7.2  7.9 99.00 99.00 99.00 999 1021.8   2.2 999.0 999.0 99.0 99.00
2005 01 05 17 00  21  6.1  6.8 99.00 99.00 99.00 999 1020.8   2.2 999.0 999.0 99.0 99.00
2005 01 05 18 00  26  7.8  8.4 99.00 99.00 99.00 999 1020.1   2.2 999.0 999.0 99.0 99.00
2005 01 05 19 00  27  9.1  9.4 99.00 99.00 99.00 999 1019.8   1.5 999.0 999.0 99.0 99.00
2005 01 05 20 00   6  7.5  8.5 99.00 99.00 99.00 999 1020.5   1.8 999.0 999.0 99.0 99.00
2005 01 05 21 00  14  9.3 10.2 99.00 99.00 99.00 999 1020.8   1.6 999.0 999.0 99.0 99.00
2005 01 05 22 00  27  9.3 10.2 99.00 99.00 99.00 999 1021.0   1.1 999.0 999.0 99.0 99.00
2005 01 05 23 00  41  9.6 10.4 99.00 99.00 99.00 999 1021.6   1.4 999.0 999.0 99.0 99.00
2005 01 06 00 00  36  9.3  9.8 99.00 99.00 99.00 999 1021.6   1.2 999.0 999.0 99.0 99.00
2005 01 06 01 00  31  8.8  9.7 99.00 99.00 99.00 999 1022.0   1.3 999.0 999.0 99.0 99.00
2005 01 06 02 00  22  8.4  8.8 99.00 99.00 99.00 999 1022.2   1.0 999.0 999.0 99.0 99.00
2005 01 06 03 00  21  6.8  7.4 99.00 99.00 99.00 999 1022.2   0.5 999.0 999.0 99.0 99.00
2005 01 06 04 00  24  7.3  8.2 99.00 99.00 99.00 999 1021.7  -0.4 999.0 999.0 99.0 99.00
2005 01 06 05 00  18  7.6  8.1 99.00 99.00 99.00 999 1021.4  -1.0 999.0 999.0 99.0 99.00
2005 01 06 06 00  30  8.5  9.3 99.00 99.00 99.00 999 1020.7  -1.1 999.0 999.0 99.0 99.00
2005 01 06 07 00  21  9.4 10.3 99.00 99.00 99.00 999 1020.3  -1.0 999.0 999.0 99.0 99.00
2005 01 06 08 00  15  9.3 10.1 99.00 99.00 99.00 999 1020.1  -1.2 999.0 999.0 99.0 99.00
2005 01 06 09 00  24  9.8 10.8 99.00 99.00 99.00 999 1019.6  -0.7 999.0 999.0 99.0 99.00
2005 01 06 10 00  27 10.1 11.0 99.00 99.00 99.00 999 1019.7  -0.5 999.0 999.0 99.0 99.00
2005 01 06 11 00  48 12.2 13.3 99.00 99.00 99.00 999 1019.6   0.0 999.0 999.0 99.0 99.00
2005 01 06 12 00  54 11.4 12.7 99.00 99.00 99.00 999 1019.6   0.0 999.0 999.0 99.0 99.00
2005 01 06 13 00  61 11.0 11.7 99.00 99.00 99.00 999 1019.0   0.0 999.0 999.0 99.0 99.00
2005 01 06 14 00  78 11.6 12.9 99.00 99.00 99.00 999 1018.6   2.7 999.0 999.0 99.0 99.00
