YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 01 01 20 297  8.6 10.9  0.93  4.17  3.78 289 1017.2   1.3   9.0  -6.5 99.0 99.00
2002 01 01 21 309  8.4 11.0  0.99  4.55  3.88 293 1017.5   1.9   9.0  -7.0 99.0 99.00
2002 01 01 22 307  8.7 11.0  0.97  4.35  3.89 288 1017.7   2.3   9.0  -7.9 99.0 99.00
2002 01 01 23 300  9.9 13.1  1.09  5.00  3.97 286 1018.1   2.3   9.0  -6.9 99.0 99.00
2002 01 02 00 321 11.4 14.1  1.40  5.00  4.26 290 1019.0   2.0   9.0  -6.2 99.0 99.00
2002 01 02 01 310 12.1 15.2  1.40  5.26  4.24 291 1019.6   1.6   8.9  -6.8 99.0 99.00
2002 01 02 02 316 11.2 13.9  1.66  5.00  4.38 293 1020.5   1.0   8.9  -7.9 99.0 99.00
2002 01 02 03 320  9.8 12.9  1.38  5.56  4.36 289 1021.0   0.4   9.0  -8.3 99.0 99.00
2002 01 02 04 316  9.2 11.1  1.33  5.26  4.30 294 1021.6   0.0   8.9  -8.2 99.0 99.00
2002 01 02 05 310  9.8 12.4  1.20  5.26  4.05 294 1021.8  -0.1   8.7  -7.6 99.0 99.00
2002 01 02 06 313  9.9 12.0  1.22  5.26  4.18 293 1022.0  -0.3   8.7  -6.7 99.0 99.00
2002 01 02 07 318  9.2 11.2  1.20  4.55  4.04 296 1022.1  -0.4   8.7  -6.8 99.0 99.00
2002 01 02 08 308  9.2 11.6  1.17  5.00  4.10 295 1022.6  -0.6   8.7  -6.9 99.0 99.00
2002 01 02 09 301  9.5 11.4  1.18  5.00  4.13 294 1023.1  -0.5   8.7  -5.6 99.0 99.00
2002 01 02 10 312  9.9 11.6  1.23  5.26  4.27 286 1022.6  -0.7   8.9  -6.1 99.0 99.00
2002 01 02 11 313  8.6 11.1  1.27  5.26  4.23 290 1022.6  -1.0   8.7  -7.0 99.0 99.00
2002 01 02 12 303  6.6  8.4  1.36  5.26  4.46 288 1023.5  -1.1   8.7  -6.9 99.0 99.00
2002 01 02 13 294  7.0  8.6  1.15  5.26  4.34 283 1024.2  -1.1   8.7  -6.6 99.0 99.00
2002 01 02 14 308  6.7  8.2  0.96  5.00  4.04 280 1024.2  -0.7   8.7  -6.1 99.0 99.00
2002 01 02 15 308  7.9  9.3  0.95  4.76  3.91 283 1024.2  -0.3   8.9  -6.2 99.0 99.00
2002 01 02 16 291  6.3  8.6  0.92  4.76  3.79 284 1024.1  -0.2   9.0  -5.9 99.0 99.00
2002 01 02 17 279  8.3 10.2  0.92  4.35  3.74 283 1024.1   0.0   9.0  -4.8 99.0 99.00
2002 01 02 18 304  9.2 12.2  0.96  4.35  3.76 289 1022.2   0.7   8.9 999.0 99.0 99.00
2002 01 02 19 302  8.3 10.1  1.08  4.76  3.97 284 1021.9   1.2   9.1  -4.9 99.0 99.00
2002 01 02 20 296  8.2 10.3 99.00 99.00 99.00 999 1021.8   1.9   9.0  -5.6 99.0 99.00
2002 01 02 21 287  8.3 10.8  1.01  4.55  3.92 283 1021.2   2.3   9.0  -5.2 99.0 99.00
2002 01 02 22 287  6.6  8.3  0.89  4.76  3.78 286 1021.9   2.7   9.0  -5.2 99.0 99.00
2002 01 02 23 281  7.2  9.4  0.85  4.55  3.82 281 1021.9   2.9   9.0  -5.2 99.0 99.00
2002 01 03 00 275  8.4 10.1  0.87  4.35  3.79 278 1022.0   3.4   9.0  -5.2 99.0 99.00
2002 01 03 01 275  7.9 10.1  0.93  4.35  3.78 285 1021.9   3.2   9.0  -4.9 99.0 99.00
2002 01 03 02 293  7.1  9.6  0.86  4.35  3.73 292 1021.2   2.8   9.4  -5.6 99.0 99.00
2002 01 03 03 295  7.9  9.6  0.92  4.17  3.78 287 1021.0   2.4   9.4  -5.0 99.0 99.00
2002 01 03 04 315  7.8  9.7  0.90  4.35  3.77 289 1019.7   2.1   9.4  -5.6 99.0 99.00
2002 01 03 05 292  5.7  7.5  0.87  4.35  3.73 285 1020.5   2.1   9.4  -5.3 99.0 99.00
2002 01 03 06 300  5.6  7.2  0.66  4.00  3.54 278 1020.2   2.1   9.4  -6.0 99.0 99.00
2002 01 03 07 293  5.0  6.6  0.62  3.85  3.45 283 1019.7   2.1   9.4  -5.7 99.0 99.00
2002 01 03 08 298  5.3  7.7  0.49  3.70  3.39 285 1019.2   2.2   9.4  -4.3 99.0 99.00
2002 01 03 09 321  6.0  7.3  0.50  3.57  3.36 285 1018.1   1.7   9.4  -5.8 99.0 99.00
2002 01 03 10 311  3.9  5.3  0.48  3.45  3.33 293 1018.6   1.3   9.4  -5.9 99.0 99.00
2002 01 03 11 319  2.0  3.2  0.44  3.57  3.39 297 1018.1   1.3   9.4  -5.5 99.0 99.00
2002 01 03 12 283  1.6  3.1  0.38  3.45  3.44 291 1018.0   1.3   9.4  -5.2 99.0 99.00
2002 01 03 13 348  2.6  4.1  0.37  3.23  3.45 289 1017.2   1.4   9.4  -5.3 99.0 99.00
2002 01 03 14 344  5.3  6.9  0.36  3.45  3.59 291 1016.5   1.1   9.1  -4.4 99.0 99.00
2002 01 03 15 348  5.5  7.5  0.36  3.45  3.60 272 1016.4   0.8   9.1  -4.9 99.0 99.00
2002 01 03 16 352  5.7  7.3  0.41  2.70  3.16 326 1014.6   0.4   9.4  -4.8 99.0 99.00
2002 01 03 17   2  4.1  5.8  0.50  2.86  3.13 353 1014.0   0.4   9.4  -3.6 99.0 99.00
2002 01 03 18   8  3.8  4.9  0.46  3.03  3.29 349 1012.7   0.8   9.4  -4.2 99.0 99.00
2002 01 03 19   6  4.6  6.3  0.42  3.13  3.30   8 1011.7   1.0   9.1  -4.9 99.0 99.00
2002 01 03 20 357  4.4  6.0  0.41  3.03  3.38 355 1011.3   1.2   9.1  -5.0 99.0 99.00
2002 01 03 21 350  5.9  7.6  0.42  2.94  3.26 360 1011.0   1.4   9.1  -5.8 99.0 99.00
2002 01 03 22 354  6.6  8.2  0.44  2.86  3.18 351 1010.1   1.9   9.1  -5.5 99.0 99.00
2002 01 03 23 349  8.5 11.4  0.56  2.86  3.20 359 1010.3   2.7   9.1  -7.1 99.0 99.00
2002 01 04 00 343  9.8 13.0  0.75  3.57  3.38 353 1010.3   2.8   9.3  -6.4 99.0 99.00
2002 01 04 01 350 10.0 12.6  1.03  3.85  3.78 351 1010.3   3.3   9.4  -4.4 99.0 99.00
2002 01 04 02 355 10.1 12.7  1.16  4.17  3.92   0 1010.2   3.1   9.4  -5.7 99.0 99.00
2002 01 04 03 353 13.1 17.6  1.26  4.17  3.95   7 1009.5   2.7   9.4  -4.0 99.0 99.00
2002 01 04 04 354 12.2 14.6  1.67  4.76  4.35 354 1009.5   2.3   9.4  -4.0 99.0 99.00
2002 01 04 05 349 12.0 14.4  1.72  5.00  4.47   5 1008.8   2.3   9.4  -3.6 99.0 99.00
2002 01 04 06 346 12.1 14.4  1.74  5.00  4.45   3 1009.0   2.1   9.4  -4.1 99.0 99.00
2002 01 04 07 356 10.3 12.9  1.67  5.00  4.51  14 1010.6   2.0   9.4  -4.3 99.0 99.00
2002 01 04 08   6 10.4 13.5  1.64  4.76  4.45  11 1012.0   2.1   9.4  -4.4 99.0 99.00
2002 01 04 09 356 10.5 12.8  1.67  5.00  4.42  23 1011.9   2.1   9.1  -4.5 99.0 99.00
2002 01 04 10 357 10.5 12.6  1.68  5.26  4.49  28 1012.6   1.7   9.1  -4.6 99.0 99.00
2002 01 04 11 349  8.8 10.5  1.41  4.76  4.38  23 1013.6   1.6   9.0  -4.7 99.0 99.00
2002 01 04 12 354  6.7  8.6  1.28  5.00  4.39  50 1014.5   1.3   9.0  -5.6 99.0 99.00
2002 01 04 13 349  6.0  7.7  1.09  5.56  4.40  66 1015.6   0.9   9.0  -5.5 99.0 99.00
2002 01 04 14 342  6.6  8.0  1.06  5.26  4.39  66 1016.4   1.2   9.0  -5.5 99.0 99.00
2002 01 04 15 334  5.7  8.1  0.99  5.00  4.28  60 1017.3   1.2   8.9  -5.6 99.0 99.00
2002 01 04 16 314  6.5  8.8  0.99  4.35  4.15  56 1017.4   1.3   8.9  -5.5 99.0 99.00
2002 01 04 17 324  5.5  6.9  0.94 10.00  4.25 144 1016.5   1.5   9.0  -5.9 99.0 99.00
2002 01 04 18 306  6.5  8.7  0.93 11.11  4.32 147 1016.2   2.0   9.0  -6.2 99.0 99.00
2002 01 04 19 293  6.0  7.8  0.93 10.00  4.17 153 1015.7   2.4   9.0  -7.1 99.0 99.00
2002 01 04 20 290  6.4  8.6  0.90 11.11  4.11 144 1015.6   3.1   9.0  -6.1 99.0 99.00
2002 01 04 21 284  7.8 10.1  0.89  4.35  4.04 294 1015.7   3.6   9.0  -4.6 99.0 99.00
2002 01 04 22 274  7.4 10.6  1.01  4.35  4.19 284 1015.7   3.9   9.0  -5.1 99.0 99.00
2002 01 04 23 273  8.1  9.8  0.97  4.00  4.18 288 1015.8   4.1   9.0  -4.7 99.0 99.00
2002 01 05 00 272  8.7 10.7  1.11  4.17  4.12 290 1016.3   4.0   9.0  -3.9 99.0 99.00
2002 01 05 01 269  9.9 12.1  1.26  4.55  4.31 286 1016.4   3.6   9.1  -3.1 99.0 99.00
2002 01 05 02 270 10.8 13.3  1.47  5.00  4.49 288 1016.6   3.6   9.1  -4.2 99.0 99.00
2002 01 05 03 266 10.2 12.4  1.80  5.26  4.73 278 1016.8   3.6   9.1  -6.1 99.0 99.00
2002 01 05 04 256 11.2 13.5  1.66  5.26  4.78 273 1016.4   4.0   9.0  -5.2 99.0 99.00
2002 01 05 05 265 12.6 15.6  1.73  5.26  4.76 265 1016.0   4.0   9.0  -6.9 99.0 99.00
2002 01 05 06 273 13.5 16.2  1.93  5.56  4.77 253 1015.8   3.9   9.0  -6.0 99.0 99.00
2002 01 05 07 274 12.4 15.1  1.93  5.56  4.83 263 1016.4   3.8   9.0  -5.4 99.0 99.00
2002 01 05 08 273 12.1 14.8  1.88  5.56  4.77 264 1016.9   3.6   9.1  -5.0 99.0 99.00
2002 01 05 09 278 11.5 14.3  1.94  5.88  4.87 244 1017.1   3.6   9.0  -4.9 99.0 99.00
2002 01 05 10 276 10.8 14.1  2.03  5.88  5.04 256 1017.3   3.6   9.0  -4.6 99.0 99.00
2002 01 05 11 282  9.3 11.7  1.95  5.56  4.92 261 1017.7   3.6   9.0  -5.1 99.0 99.00
2002 01 05 12 284  9.4 11.5  1.81  5.56  4.87 265 1017.9   3.6   9.0  -5.3 99.0 99.00
2002 01 05 13 278  8.7 10.3  1.69  5.56  4.86 277 1018.1   3.7   9.0  -4.1 99.0 99.00
2002 01 05 14 277  8.2 10.2  1.48  5.26  4.76 269 1018.8   3.7   9.0  -4.3 99.0 99.00
2002 01 05 15 278  7.3  8.6  1.32  4.76  4.55 279 1019.1   3.6   9.0  -3.6 99.0 99.00
2002 01 05 16 274  8.1  9.7 99.00 99.00 99.00 999 1018.9   4.0   9.0  -3.8 99.0 99.00
2002 01 05 17 277  6.5  7.9  1.38  5.00  4.70 279 1017.8   3.9   9.0  -4.6 99.0 99.00
2002 01 05 18 266  6.2  7.9  1.26  4.76  4.64 262 1017.3   4.0   9.0  -4.4 99.0 99.00
2002 01 05 19 257  7.8  9.9  1.22  4.55  4.66 272 1017.3   4.4   9.0  -4.0 99.0 99.00
2002 01 05 20 252  8.1 10.0  1.18  4.17  4.32 267 1016.6   5.2   9.0  -3.0 99.0 99.00
2002 01 05 21 251  9.3 11.0  1.22  4.00  4.39 261 1016.4   5.9   9.0  -2.5 99.0 99.00
2002 01 05 22 251  8.8 10.8  1.31  5.00  4.31 219 1016.4   6.3   9.0  -2.0 99.0 99.00
2002 01 05 23 253 10.3 12.0  1.34  5.00  4.42 227 1017.1   6.3   9.0  -3.1 99.0 99.00
2002 01 06 00 263  9.9 11.6  1.34  4.76  4.40 237 1017.4   6.6   9.0  -2.6 99.0 99.00
2002 01 06 01 260 10.0 11.7  1.35  4.55  4.43 245 1017.7   6.4   9.0  -4.1 99.0 99.00
2002 01 06 02 256 10.1 12.1  1.47  4.55  4.45 248 1017.8   6.6   9.0  -2.5 99.0 99.00
2002 01 06 03 258  9.0 10.3  1.50  4.76  4.45 246 1017.5   6.6   9.0  -3.6 99.0 99.00
2002 01 06 04 239  9.1 10.8  1.48  5.88  4.62 203 1017.3   6.7   9.0  -3.0 99.0 99.00
2002 01 06 05 239  8.0  9.8  1.35  4.35  4.42 240 1016.9   7.1   9.0  -3.9 99.0 99.00
2002 01 06 06 237  8.0  9.3  1.30  5.88  4.45 200 1016.4   7.0   9.0  -2.6 99.0 99.00
2002 01 06 07 233  6.8  7.9  1.23  5.26  4.35 203 1016.6   6.7   9.0  -2.1 99.0 99.00
2002 01 06 08 232  7.0  7.9  1.14  5.88  4.49 196 1016.4   6.6   9.0  -3.2 99.0 99.00
2002 01 06 09 233  7.7  8.7  1.10  5.26  4.38 205 1016.1   6.7   9.0  -2.4 99.0 99.00
2002 01 06 10 237  6.3  7.4  1.05  5.56  4.44 198 1015.6   6.7   9.0  -2.9 99.0 99.00
2002 01 06 11 227  6.3  7.6  1.04  6.25  4.41 188 1015.7   6.9   9.0  -0.8 99.0 99.00
2002 01 06 12 227  5.8  7.0  1.03  5.88  4.40 199 1015.6   6.3   9.0  -1.4 99.0 99.00
2002 01 06 13 218  5.2  6.5  1.02  5.26  4.49 200 1015.3   6.3   9.0  -0.8 99.0 99.00
2002 01 06 14 216  4.4  5.2  0.92  6.25  4.52 193 1015.0   6.3   9.0  -0.8 99.0 99.00
2002 01 06 15 192  5.2  6.4  0.94  5.26  4.48 202 1014.6   6.6   9.0   0.7 99.0 99.00
2002 01 06 16 202  5.6  6.8  1.00  6.25  4.63 198 1013.8   7.1   9.0   1.1 99.0 99.00
2002 01 06 17 207  4.3  5.2  1.01  5.88  4.66 199 1012.4   7.4   9.0   2.1 99.0 99.00
2002 01 06 18 195  5.4  6.7  0.94  5.88  4.77 197 1011.0   7.8   9.0   2.1 99.0 99.00
2002 01 06 19 131  2.5  3.5  0.95  6.25  4.67 188 1008.2   7.6   9.0   2.6 99.0 99.00
2002 01 06 20  94  2.2  2.9  0.98  6.25  4.91 187 1007.1   7.8   9.0   2.9 99.0 99.00
2002 01 06 21 137  5.0  6.1  1.03  7.14  5.17 172 1006.9   8.2   9.0   2.7 99.0 99.00
2002 01 06 22  72  5.5  7.0  1.05  6.67  5.33 180 1003.9   8.3   9.0   2.9 99.0 99.00
2002 01 06 23  72  7.7  9.5  1.10  6.67  5.53 192 1001.7   8.3   8.9   4.6 99.0 99.00
2002 01 07 00  88 10.6 12.5  1.10  6.67  4.60 196  998.6   8.3   8.9   6.7 99.0 99.00
2002 01 07 01  73 12.0 15.1  1.24  6.67  4.31 196  993.8   8.6   8.9   7.4 99.0 99.00
2002 01 07 02 125 12.6 16.0  1.64  4.55  4.36 107  990.7  10.1   9.0   9.1 99.0 99.00
2002 01 07 03 201 15.5 19.1  1.79  5.00  4.76 121  989.8  11.1   9.0   8.4 99.0 99.00
2002 01 07 04 218 15.8 21.7  2.43  6.67  5.20 177  989.4   9.0   9.0   6.5 99.0 99.00
2002 01 07 05 251 10.8 12.7  2.67  6.67  5.47 183  990.3   7.2   9.0   5.5 99.0 99.00
2002 01 07 06 319 11.0 13.5  2.25  6.67  5.34 175  991.7   4.7   9.0   3.3 99.0 99.00
2002 01 07 07 323  9.1 11.0  2.45  7.14  5.26 167  993.7   4.0   9.0   2.0 99.0 99.00
2002 01 07 08 320  7.8 10.1  2.54  7.69  5.44 166  995.0   3.9   9.0   1.4 99.0 99.00
2002 01 07 09 319  8.1 10.6  2.41  7.69  5.82 171  996.1   4.0   9.0   0.9 99.0 99.00
2002 01 07 10 325  8.0 10.5  3.02 11.11  7.13 160  996.3   4.3   9.0   0.7 99.0 99.00
2002 01 07 11 304  7.1  8.7  2.75 11.11  7.07 161  997.0   4.2   8.9   0.9 99.0 99.00
2002 01 07 12 319  6.3  8.2  2.52 11.11  6.73 159  998.5   4.0   8.9   0.5 99.0 99.00
2002 01 07 13 312  5.8  7.9  2.48 10.00  6.91 168  999.3   4.0   8.9   0.5 99.0 99.00
2002 01 07 14 315  5.8  7.5 99.00 99.00 99.00 999  999.9   4.0   8.9   0.5 99.0 99.00
2002 01 07 15 308  5.9  7.6  2.65 11.11  7.52 172 1000.6   3.9   8.9   0.3 99.0 99.00
2002 01 07 16 320  5.6  7.8  2.61 11.11  7.84 168 1000.4   3.7   8.9   0.4 99.0 99.00
2002 01 07 17 322  7.0  8.8 99.00 99.00 99.00 999 1000.0   3.2   8.9   1.1 99.0 99.00
2002 01 07 18 335  6.6  8.5 99.00 99.00 99.00 999  999.3   2.8   8.9   1.0 99.0 99.00
2002 01 07 19 342  6.0  7.8  2.30 11.11  7.21 166  999.1   2.8   9.0   0.9 99.0 99.00
2002 01 07 20 348  6.6  8.6  2.23 11.11  7.39 163  999.1   2.8   9.0   0.8 99.0 99.00
2002 01 07 21 352  7.2  8.7  2.28 11.11  7.29 159  999.6   2.9   8.9   0.6 99.0 99.00
2002 01 07 22 355  8.5 10.3 99.00 99.00 99.00 999  999.8   2.8   8.9   0.4 99.0 99.00
2002 01 07 23 339  8.2 10.6  2.23 11.11  6.63 163 1000.4   2.4   8.9   0.5 99.0 99.00
2002 01 08 00 334  9.7 12.6  2.30 11.11  6.25 157 1001.1   1.7   8.9   0.1 99.0 99.00
2002 01 08 01 326 10.4 13.2  2.16 11.11  5.91 161 1001.6   1.3   8.9  -0.4 99.0 99.00
2002 01 08 02 329 11.7 14.3  2.41 11.11  5.74 163 1001.9   0.8   8.9  -1.5 99.0 99.00
2002 01 08 03 327 13.1 16.7  2.60 11.11  5.76 163 1002.5   0.5   8.9  -1.7 99.0 99.00
2002 01 08 04 315 12.3 15.2  2.45 11.11  5.89 150 1003.4   0.0   8.9  -2.5 99.0 99.00
2002 01 08 05 314 12.4 15.5  2.43 11.11  5.73 154 1004.0  -0.5   8.9  -3.3 99.0 99.00
2002 01 08 06 318 12.7 15.9  2.49  5.56  5.64 325 1004.6  -0.7   8.8  -3.7 99.0 99.00
2002 01 08 07 325 11.2 14.3  2.40  5.88  5.49 315 1005.6  -0.4   8.7  -3.9 99.0 99.00
2002 01 08 08 317 12.2 15.0  2.10  5.26  5.23 322 1006.6  -1.1   8.7  -4.5 99.0 99.00
2002 01 08 09 321 12.7 15.5  2.07  5.56  5.03 310 1007.4  -1.0   8.7  -4.9 99.0 99.00
2002 01 08 10 308 10.8 14.6  1.86  5.56  5.06 307 1008.7  -1.4   8.6  -5.1 99.0 99.00
2002 01 08 11 305 10.8 13.5  1.83  5.26  4.91 300 1010.0  -2.5   8.6  -6.3 99.0 99.00
2002 01 08 12 310  9.9 12.6  1.82  5.56  4.96 297 1011.1  -2.2   8.6  -6.7 99.0 99.00
2002 01 08 13 318 10.2 12.5  1.65 11.11  4.88 147 1011.8  -2.3   8.6  -7.4 99.0 99.00
2002 01 08 14 311  9.4 11.6  1.51  5.56  4.86 290 1013.0  -1.9   8.6  -7.5 99.0 99.00
2002 01 08 15 309  8.8 11.3  1.48  5.26  4.74 291 1014.2  -1.0   8.3  -6.5 99.0 99.00
2002 01 08 16 304  9.3 11.4  1.44  5.00  4.76 295 1014.5  -0.5   8.2  -5.9 99.0 99.00
2002 01 08 17 305  7.0  9.5  1.39 11.11  5.05 150 1013.9   0.0   8.2  -6.3 99.0 99.00
2002 01 08 18 290  7.7  9.3  1.27  5.00  4.64 291 1013.6   0.6   8.0  -5.1 99.0 99.00
2002 01 08 19 284  7.3  9.7  1.31 11.11  4.96 148 1013.5   1.2   7.9  -4.6 99.0 99.00
2002 01 08 20 275  7.7  9.3  1.22  5.00  4.67 284 1013.5   1.2   7.9  -5.1 99.0 99.00
2002 01 08 21 251  5.8  7.0  1.05 11.11  4.46 149 1013.3   1.7   7.9  -4.8 99.0 99.00
2002 01 08 22 241  7.3  9.5  0.96 11.11  4.67 128 1013.4   2.4   7.9  -4.2 99.0 99.00
2002 01 08 23 244  7.2  9.0  0.98 11.11  4.43 132 1014.0   3.1   7.9  -4.4 99.0 99.00
2002 01 09 00 247  7.8  9.4  1.05  4.00  4.12 278 1014.5   3.5   7.9  -3.6 99.0 99.00
2002 01 09 01 236 10.2 12.4  1.15  4.00  4.22 262 1014.2   3.6   7.9  -3.5 99.0 99.00
2002 01 09 02 236 10.7 13.6  1.46  4.76  4.42 249 1014.0   3.2   7.9  -3.5 99.0 99.00
2002 01 09 03 239 11.5 15.6  1.59  5.26  4.57 260 1014.0   3.1   7.9  -3.2 99.0 99.00
2002 01 09 04 239 11.8 14.7  1.74  5.26  4.80 242 1013.2   3.3   7.9  -3.3 99.0 99.00
2002 01 09 05 242 11.1 13.4  1.96  5.88  4.96 227 1013.0   3.9   7.9  -2.4 99.0 99.00
2002 01 09 06 239 11.6 14.1  1.96  5.88  4.99 221 1012.4   3.9   7.9  -2.7 99.0 99.00
2002 01 09 07 238 12.1 14.2  1.98  5.88  5.08 215 1012.2   4.1   7.9  -2.4 99.0 99.00
2002 01 09 08 238 11.1 13.6  2.12  6.25  5.09 214 1011.6   4.4   7.9  -3.0 99.0 99.00
2002 01 09 09 243 11.3 14.0  2.05  6.25  5.05 217 1011.1   4.8   7.9  -3.7 99.0 99.00
2002 01 09 10 232 11.6 13.7  2.11  6.67  5.08 217 1010.5   4.8   7.9  -2.3 99.0 99.00
2002 01 09 11 229 11.5 14.0  2.02  6.25  4.96 217 1010.2   5.0   7.9  -1.6 99.0 99.00
2002 01 09 12 230 10.7 12.7  1.97  6.67  5.01 214 1010.3   5.2   7.9  -1.7 99.0 99.00
2002 01 09 13 227 10.6 13.3  2.02  6.67  5.00 208 1010.1   5.5   7.9  -1.6 99.0 99.00
2002 01 09 14 227 11.1 12.9  2.02  6.67  5.07 206 1009.7   5.1   7.9  -1.3 99.0 99.00
2002 01 09 15 223  9.7 11.7  1.98  6.67  5.07 209 1009.6   5.1   7.9  -0.9 99.0 99.00
2002 01 09 16 227 10.4 12.1  2.07  7.14  5.31 209 1009.0   5.2   7.9  -0.2 99.0 99.00
2002 01 09 17 224 10.7 12.9  2.13  7.69  5.35 202 1007.7   4.9   8.2  -0.3 99.0 99.00
2002 01 09 18 224  9.5 11.2  2.22  7.69  5.53 201 1006.4   5.2   8.2   0.0 99.0 99.00
2002 01 09 19 207 10.4 12.6  2.15  7.69  5.44 198 1004.8   5.4   8.2   1.0 99.0 99.00
2002 01 09 20 217 11.8 14.3  2.08  7.14  5.53 202 1004.8   6.2   8.2   0.9 99.0 99.00
2002 01 09 21 211 11.1 13.2  2.51  6.67  5.69 203 1003.6   6.4   8.2   1.5 99.0 99.00
2002 01 09 22 216 13.0 15.4  2.54  7.69  5.65 201 1002.5   7.3   8.3   1.9 99.0 99.00
2002 01 09 23 224 12.2 14.1  2.80  7.69  5.85 195 1002.6   7.9   8.3   2.5 99.0 99.00
2002 01 10 00 229 12.9 16.0  2.77  8.33  5.85 185 1002.4   8.3   8.6   2.9 99.0 99.00
2002 01 10 01 229 13.3 16.5  2.91  7.69  5.93 204 1002.3   8.3   8.6   2.2 99.0 99.00
2002 01 10 02 236 12.2 14.7  2.83  7.14  5.82 199 1002.5   8.6   8.6   1.9 99.0 99.00
2002 01 10 03 236 12.9 15.7  2.71  7.14  5.78 195 1002.5   8.7   8.6   2.5 99.0 99.00
2002 01 10 04 244 10.5 12.6  2.91  8.33  6.06 184 1003.3   8.7   8.7   3.0 99.0 99.00
2002 01 10 05 245 10.2 11.9  2.58  9.09  5.94 184 1003.3   8.9   8.7   3.2 99.0 99.00
2002 01 10 06 249 11.0 13.0  2.58  8.33  5.86 183 1003.9   9.0   8.7   2.9 99.0 99.00
2002 01 10 07 248  9.3 12.0  2.72  9.09  6.02 181 1004.7   9.0   8.6   3.1 99.0 99.00
2002 01 10 08 248  9.1 10.9  2.60  9.09  6.23 177 1005.3   9.0   8.6   3.2 99.0 99.00
2002 01 10 09 248  8.6 10.7  2.44  9.09  6.00 184 1005.4   9.1   8.6   2.7 99.0 99.00
2002 01 10 10 252  7.8  9.1  2.47  8.33  6.27 181 1005.4   8.7   8.6   3.0 99.0 99.00
2002 01 10 11 260  8.7 10.2  2.39  9.09  6.32 174 1005.6   9.0   8.7   3.0 99.0 99.00
2002 01 10 12 261  8.9 10.6  2.19  9.09  6.09 182 1006.0   9.1   8.7   3.2 99.0 99.00
2002 01 10 13 264  9.5 11.3  2.10 10.00  6.04 173 1006.3   9.5   8.7   3.7 99.0 99.00
2002 01 10 14 262  9.5 11.4  2.20  8.33  6.10 176 1007.0   9.4   8.7   3.8 99.0 99.00
2002 01 10 15 257  9.2 11.2  2.15  9.09  6.04 177 1007.8   9.7   8.7   4.1 99.0 99.00
2002 01 10 16 268  8.3 10.1  2.02  9.09  5.92 178 1007.9   9.7   8.7   3.9 99.0 99.00
2002 01 10 17 275  8.2 10.2  1.91  9.09  5.98 169 1007.2  10.2   8.7   4.2 99.0 99.00
2002 01 10 18 278  8.2  9.7  1.80  8.33  5.85 178 1006.8  10.2   8.7   4.2 99.0 99.00
